#CODE;ENGLISH;x
EVTOPTAHF20410;We can play together!;x
tooltip_HF20410_A;Предложить, чтобы с этого момента §Y[FromFrom.GetTitledFirstName]§! играл[FromFrom.GetEndA] с Вами.;x
EVTOPTBHF20410;You are no doubt the prettiest face in this court...;x
tooltip_HF20410_B;Пусть §Y[FromFrom.GetTitledFirstName]§! узнает, что Вы восхищаетесь [FromFrom.GetHersHis] внешностью в надежде, что это сблизит Вас.;x
EVTOPTCHF20410;Is this how you present yourself to your [Root.GetTitle]?;x
tooltip_HF20410_C;Воспользоваться возможностью, чтобы унизить [FromFrom.GetHersHis].;x
EVTOPTDHF20410;We are glad for your visit.;x
tooltip_HF20410_D;Быть пределено корректн[Root.GetOyYm] и принять [FromFrom.GetHersHis] клятву сообразно Вашему положению.;x
EVTOPTEHF20410;I am happy you came!;x
tooltip_HF20410_E;Поблагодарить [FromFrom.GetHersHis] за визит и перейти на неформальный тон, несмотря на разницу в Вашем статусе.;x
EVTDESCHFA20411;Преклонив колено перед произнесением клятвы, я не мог[Root.GetNoneE] перестать думать о нелепости этого ритуала. Я ведь даже не [Root.GetFromReligionAdherent][Root.GetHomageReaction];x
EVTDESCHFB20411;Я преклонил[Root.GetEndA] колено перед сюзереном и начал[Root.GetEndA] произносить слова клятвы, то и дело поглядывая, чтобы убедиться, что [From.GetSheHe] всё ещё слушает меня. Никак не могу привыкнуть, что эт[From.GetEtaEtot] [From.GetLadLass] - м[From.GetOyaOy] [From.GetLordLady][Root.GetHomageReaction];x
EVTDESCHFC20411;Я преклонил[Root.GetEndA] колено перед [From.GetLordLadyINS] и начал[Root.GetEndA] произносить слова клятвы, то и дело поглядывая, чтобы убедиться, что [From.GetSheHe] не заснул[From.GetEndA] и слушает меня. "Как[From.GetAyaOy] же [From.GetSheHe] стар[From.GetAyaYy]", — подумал[Root.GetEndA] я. Здесь это особенно заметно[Root.GetHomageReaction];x
EVTDESCHFD20411;Преклонив колено и произнося слова вассальной клятвы, я едва мог[Root.GetNoneE] оторвать взгляд от мое[From.GetYGo] [From.GetLordLadyGEN]. Я и не представлял[Root.GetEndA], что [From.GetSheHe] так[From.GetAyaOy] красив[From.GetAyaYy] [From.GetAgedPersonM][Root.GetHomageReaction];x
EVTDESCHFDD20411;Преклонив колено и произнося слова вассальной клятвы, я едва мог[Root.GetNoneE] оторвать взгляд от мое[From.GetYGo] [From.GetLordLadyGEN]. Я и не представлял[Root.GetEndA], что [From.GetSheHe] так[From.GetAyaOy] красив[From.GetAyaYy] [From.GetAgedPersonM][Root.GetHomageReaction];x
EVTDESCHFF20411;Преклонив колено, чтобы прознести слова вассальной клятвы, я намеренно избегал[Root.GetEndA] зрительного контакта с [From.GetLordLadyINS]. Казалось, у меня не получится скрыть свою реакцию на [From.GetHersHis] отталкивающую внешность[Root.GetHomageReaction];x
EVTDESCHFG20411;Я не мог[Root.GetEndA] скрыть своего любопытства, когда преклонил[Root.GetEndA] колено и произносил[Root.GetEndA] слова вассальной клятвы мо[From.GetHerHim] [From.GetLordLadyDAT]. В наших землях [From.GetAgedPersonMs] нечасто занимают трон[Root.GetHomageReaction];x
EVTDESCHFH20411;Преклонив колено и произнося слова вассальной клятвы, я никак не мог[Root.GetNoneE] избавиться от тягостного ощущения холодного взгляда мое[From.GetYGo] [From.GetLordLadyGEN]. Правду говорят, есть в н[From.GetEyYom] что-то зловещее[Root.GetHomageReaction];x
EVTDESCHFI20411;[From.GetTitledFirstName] искренне улыбну[From.GetLasLsya] мне, когда я встал[Root.GetEndA] после принесения [From.GetHerHim] вассальной присяги. Поначалу я сомнева[Root.GetLasLsya], но теперь уверен[Root.GetEndA], люди правду говорят о [From.GetHersHis] доброте[Root.GetHomageReaction];x
EVTDESCHFL20411;Я преклонил[Root.GetEndA] колено и начал[Root.GetEndA] произносить слова вассальной клятвы. [From.GetTitledFirstName] не издал[From.GetEndA] ни звука, а затем жестом велел[Root.GetEndA] мне встать[Root.GetHomageReaction];x
EVTOPTAHF20411_A;[From.GetSheHeCap] истинн[From.GetAyaYy] [From.GetTitle]!;x
EVTOPTAHF20411_B;Но я не вправе судить сво[From.GetYuEgo] [From.GetLordLadyACC].;x
EVTOPTBHF20411_A;Однако это было неуместным...;x
EVTOPTBHF20411_B;В такие моменты я рад[Root.GetEndA], что у этого договора есть свои пределы.;x
EVTDESCHFA20412;I seem to have made a very positive impression on [From.GetTitledFirstName]. I am hopeful that, after this ceremony, we will be able to maintain a good and healthy relationship as any liege should with [Root.GetHerHis] vassals.;x
EVTOPTAHF20412;[Root.Religion.GetHighGodName] willing...;x
EVTDESCHFA20413;[From.GetTitledFirstName] did not look too pleased by my response to [From.GetHerHis] oath. Hopefully my behavior did not irredeemably ruin our relationship...;x
EVTOPTAHF20413;What did I say wrong?;x
string_homage_play_success;, и когда [From.GetHersHis] [From.GetHonorific] предложил[From.GetEndA] мне поиграть с н[From.GetEyuIm] и стать [From.GetHersHis] партнёром по играм, я был[This.GetEndA] очень рад[This.GetEndA]!;x
string_homage_play_failure;, и когда [From.GetHersHis] [From.GetHonorific] велел[From.GetEndA] мне остаться, чтобы поиграть с н[From.GetEyuIm], меня это напугало.;x
string_homage_seduce_success;. [From.GetSheHeCap] смотрел[From.GetEndA] на меня с вожделением, изучая каждый изгиб моего тела, и, долж[This.GetNaEn] признаться, мне это понравилось.;x
string_homage_seduce_failure;. Трудно было не заметить, как [From.GetSheHe], снедаем[From.GetAyaYy] похотью, изучал[From.GetEndA] каждый изгиб моего тела.;x
string_homage_mock_success;, и когда [From.GetSheHe] решил[From.GetEndA] посмеяться над моей неуклюжестью в исполнении церемонии, я не знал[This.GetEndA] куда деваться от стыда.;x
string_homage_mock_failure;, и когда [From.GetSheHe] решил[From.GetEndA] посмеяться над моей неуклюжестью в исполнении церемонии, я с трудом сдерживал[This.GetEndA] свой гнев.;x
string_homage_formal_success;, и я был[Root.GetEndA] рад[Root.GetEndA] получить от н[From.GetHersHis] формальное благословение и возможность вернуться в родные земли сразу по окончании церемонии.;x
string_homage_formal_failure;. [From.GetSheHeCap] формально и скупо отнес[From.GetLasSya] к церемонии, выпроводя меня сразу по окончании церемонии... Это было как минимум неприятно.;x
string_homage_informal_success;. Но я был[Root.GetEndA] рад[Root.GetEndA], что [From.GetSheHe] проявил[From.GetEndA] ко мне искреннее дружелюбие, как если бы мы были с н[From.GetEyuIm] равны.;x
string_homage_informal_failure;, и когда [From.GetSheHe] позволил[From.GetEndA] себе неформальный тон, чтобы изобразить дружелюбие, мне стало не по себе.;x
opinion_antagonized_0;Нарывается на грубость;x #Bored
opinion_antagonized_1;Раздражает;x #Provoked
opinion_antagonized_2;Бесит;x #Angered
opinion_antagonized_3;Вымораживает;x #Indignant
EVTDESCHFP21098;Интересно, согласится ли [From.GetTitledFirstName] встретиться со мной, чтобы немного поболтать с глазу на глаз? Возможно, это лучший способ снискать [From.GetHersHis] доверие.;x
EVTOPTAHFP21098;Я спрошу [From.GetHersHis].;x
tooltip_21098_A;§Y[From.GetTitledFirstName]§! получит от Вас приглашение провести время вместе в Вашем [Root.GetHousePREP]. Вероятно это поможет §Yналадить§! Ваши отношения.;x
EVTOPTBHFP21098;Сейчас не самое лучше время.;x
EVTDESCHFP21099;[From.GetTitledFirstName] has been very insistent about spending some time with me recently. [From.GetSheHeCap] hopes that we will be on better term if only we take a few days to know each other better.;x
EVTOPTAHFP21099;Sounds like a marvelous idea!;x
tooltip_21099_A;Вы и §Y[From.GetTitledFirstName]§! проведете неделю вместе.;x
EVTOPTBHFP21099;I do not have time for this.;x
tooltip_21099_B;§Y[From.GetTitledFirstName]§! получит Ваш вежливый отказ.;x
EVTDESCHFP21100;[From.GetFirstName] was happy to oblige me. Now that I have some time to spend with [From.GetHerHim], I am confident that I can convince [From.GetHerHim] of how alike we are and that [From.GetSheHe] stands only to gain from our friendship.;x
EVTOPTAHFP21100;We can finally talk in private!;x
tooltip_21100_A;Провести пару дней со сво[From.GetEyuIm] гост[From.GetSoftEyEm], в надежде, что §Y[From.GetTitledFirstName]§! оценит Ваши добрые намерения.;x
EVTDESCHFP21101;Unfortunately [From.GetTitledFirstName] was not interested in my proposal and politely declined my invitation to spend some time with me at my [Root.GetHouse].;x
EVTOPTAHFP21101;What a disappointment...;x
EVTDESCAHFP21102;I am no stranger to [From.GetTitledFirstName]'s [From.GetHouse], but spending such a long period of time with my [From.GetRootRelation] is not something I am accustomed to.;x
EVTDESCBHFP21102;[From.GetTitledFirstName] has prepared a grandiose welcoming parade for my arrival. The [From.GetTitle] of [From.PrimaryTitle.GetName] greets me in person as soon as I cross the gates of [From.GetHerHis] [From.GetHouse], asking me if I had a good travel.;x
EVTOPTAHFP21102;How nice to meet you, [From.GetTitledFirstName]!;x
EVTDESCHFPA21104;It was nice finally being with [sway_target.GetFirstName] for a while. Even though [sway_target.GetSheHe] is my [sway_target.GetRootRelation], my duties as [Root.GetTitle] often prevent me from spending enough time with my own family...;x
EVTDESCHFPB21104;It is surprising how often [sway_target.GetTitledFirstName] and I found ourselves debating theology during the visit. I suppose it was inevitable when two people of wildly different beliefs spend such a long period of time together...;x
EVTDESCHFPC21104;I have tried to be a model host to [sway_target.GetTitledFirstName], encouraging [sway_target.GetHerHim] to explore some of the sublime delights I have discovered in my many years of searching for the ultimate pleasure. If nothing else, [sway_target.GetSheHe] looks impressed by my art collection.;x
EVTDESCHFPD21104;[sway_target.GetTitledFirstName] and I spent countless hours trying to best each other in all sorts of war games during the time of [sway_target.GetHerHis] visit. I tried not to be too competitive and let [sway_target.GetSheHe] win a few games, and by the end of the week [sway_target.GetSheHe] seemed eager to play more!;x
EVTDESCHFPE21104;After a week of mingling, I have managed to introduce [sway_target.GetTitledFirstName] to every notable person at court. Each night we feasted together in the main hall, talking about the latest news and listening to the newest songs.;x
EVTDESCHFPF21104;I took the opportunity of [sway_target.GetFirstName]'s visit to show [sway_target.GetHerHim] my private study and some of my experiments. For hours I described [sway_target.GetHerHim] the fruits of my many years of labor, hoping to catch [sway_target.GetHerHis] attention.;x
EVTDESCHFPG21104;Having the opportunity to spend a few days with [sway_target.GetFirstName] allowed me to show [sway_target.GetHerHim] all the wondrous books I have gathered in my library. We have spent countless hours reading through ancient texts and talking about the most intriguing subjects.;x
EVTDESCHFPH21104;I think these days have really helped me getting [sway_target.GetFirstName] to know and appreciate me better. We have passed most of our time in my [Root.GetHouse], discussing of the most disparate topics.;x
EVTDESCHFPI21104;I have brought [sway_target.GetFirstName] to one of my famous, great hunts for the duration of [sway_target.GetHerHis] visit, hoping to impress my guest by sharing some of my experience with [sway_target.GetHerHim].;x
EVTDESCHFPII21104;I organized the visit to my aviary to be the climatic moment of [sway_target.GetFirstName]'s visit at my [Root.GetHouse]. I showed [sway_target.GetHerHim] some of my more impressive and prized hawks and even taught [sway_target.GetHerHim] a few tricks about falconry, hoping it would help me gain the trust of my guest.;x
EVTDESCHFPL21104;[sway_target.GetFirstName] and I spent most of our afternoons in [Root.Capital.GetName] walking through my beautiful garden. We talked of the most disparate subjects while exploring the little corner of paradise I have carefully crafted during my years of botanical care.;x
EVTDESCHFPM21104;While [sway_target.GetFirstName] was my guest, I could not stop myself from sharing with [sway_target.GetHerHim] stories of my most exceptional duels, hoping to impress [sway_target.GetHerHim].;x
EVTDESCHFPN21104;I have taken the opportunity to have [sway_target.GetFirstName] explore [Root.Capital.GetName] during [sway_target.GetHerHis] visit. Together we examined some of the marvels of architecture that make my capital the greatest city in [Root.PrimaryTitle.GetName].;x
EVTDESCHFPO21104;I think these days have really helped me getting [sway_target.GetFirstName] to know and appreciate me better. We have spent most of our time visiting my demesne, discussing of the most disparate topics.;x
EVTOPTAHFP21104_A;I am really glad I could spend some time with you.;x
EVTOPTAHFP21104_B;I hope these debates helped us understanding and accepting our differences.;x
EVTOPTAHFP21104_C;My [Root.GetHouse] was enriched by your visit.;x
EVTOPTAHFP21104_D;It was truly an honor to have you here for a while.;x
EVTOPTBHFP21104_DRUNKARD;Be sure to take another sip before leaving!;x
EVTOPTCHFP21104_LUNATIC;I was honored to host an Ambassador from the Moon-King.;x
EVTOPTDHFP21104_POSSESSED;When Judgment comes, I promise I will not eat your soul.;x
EVTOPTEHFP21104_FAIR;It is rare to have such a charming host as myself.;x
EVTOPTFHFP21104_CHASTE;I just hope nobody thinks worse of you for your visit...;x
EVTOPTGHFP21104_TEMPERATE;I hope you enjoyed our frugal dinners.;x
EVTOPTHHFP21104_CHARITABLE;Please, allow me to give you something before leaving!;x
EVTOPTIHFP21104_DILIGENT;I hope I haven't taken you away from any important work.;x
EVTOPTLHFP21104_PATIENT;I was glad to host you.;x
EVTOPTMHFP21104_KIND;I hope the visit was of your liking.;x
EVTOPTNHFP21104_HUMBLE;I was honored by your visit.;x
EVTOPTOHFP21104_LUSTFUL;I hope you found the entertainment of your liking...;x
EVTOPTPHFP21104_GLUTTONOUS;I hope you enjoyed the feasts.;x
EVTOPTQHFP21104_GREEDY;Sorry I couldn't offer you a more lavish welcome...;x
EVTOPTQHFP21104_SLOTHFUL;Organizing this visit took a lot of effort.;x
EVTOPTQHFP21104_WROTH;You were a lot more tolerable than I thought!;x
EVTOPTQHFP21104_ENVIOUS;I didn't know we shared hatred for so many things!;x
EVTOPTQHFP21104_PROUD;I am sure you enjoyed being in my presence for so long.;x
EVTOPTQHFP21104_AMBITIOUS;Planning your visit filled me with purpose.;x
EVTOPTQHFP21104_ARBITRARY;Surely you appreciated having such a liberal host...;x
EVTOPTQHFP21104_BRAVE;Only a few words need be exchanged between honorable rulers.;x
EVTOPTQHFP21104_CONTENT;I was happy to have you here.;x
EVTOPTQHFP21104_CRAVEN;I hope you felt safe enough in [Root.Capital.GetName].;x
EVTOPTQHFP21104_CRUEL;I am sure you enjoyed the visit to my torture chamber.;x
EVTOPTQHFP21104_CYNICAL;Hopefully you enjoyed being far from preachers for once.;x
EVTOPTQHFP21104_DECEITFUL;I wonder if [From.GetSheHe] knows my true intentions...;x
EVTOPTQHFP21104_ERUDITE;I hope you appreciated my book collection.;x
EVTOPTQHFP21104_GREGARIOUS;It was good meeting a new friend!;x
EVTOPTQHFP21104_HONEST;I hope we can trust each other more now.;x
EVTOPTQHFP21104_JUST;I fulfilled all my obligations as a host.;x
EVTOPTQHFP21104_PARANOID;Remember to never sleep too much at home!;x
EVTOPTQHFP21104_SHY;...;x
EVTOPTQHFP21104_STUBBORN;And one last thing!;x
EVTOPTQHFP21104_TRUSTING;You really look like a trustworthy [From.GetTitle].;x
EVTOPTQHFP21104_ZEALOUS;I have truly been a model [Root.Religion.GetName] host.;x
EVTOPTZHFP21104_A;I hope you liked your time here.;x
EVTDESCHFP21105;[Root.GetSwayVisitIntro] [Root.GetSwayVisitOutro];x
string_appease_visit_relative;Мо[From.GetYuEgo] [From.GetRootRelationACC] трудно упрекнуть в недостатке гостеприимства, [From.GetSheHe] - хорош[From.GetAyaIy] хозя[From.GetYkaIn]. Большую часть времени мы говорили о том, какие события произошли в моей жизни за последние годы.;x
string_appease_visit_religion;[From.GetFirstName] много говорил[From.GetEndA] о религии, пока я гостил[This.GetEndA] у н[From.GetHersHis]. Долж[This.GetNaEn] признать, [From.GetSheHe] хорошо разбирается в этом вопросе.;x
string_appease_visit_inside_hedonist;[From.GetFirstName] организовал[From.GetEndA] мне пышный приём. Днями и ночами мы веселились и наслаждались жизнью.;x
string_appease_visit_inside_gamer;[From.GetFirstName] - интересн[From.GetAyaYy] [From.GetAgedPerson]. В те дни, пока я гостил[This.GetEndA] у н[From.GetHersHis], [From.GetSheHe] каждый вечер устраивал нам посиделки с экзотическими настольными играми.;x
string_appease_visit_inside_socializer;[From.GetFirstName] - интересн[From.GetAyaYy] [From.GetAgedPerson]. В те дни, пока я гостил[This.GetEndA] у н[From.GetHersHis], [From.GetSheHe] познакомил[From.GetEndA] меня с каждым из своих придворных. Обстановка была очень дружелюбной.;x
string_appease_visit_inside_mystic;Как только я приехал[This.GetEndA], [From.GetFirstName] пригласил[From.GetEndA] меня в свой кабинет, заполненный древними алхимическими свитками, склянками и редкими непонятными вещицами. Мы проводили там большую часть времени.;x
string_appease_visit_inside_scholar;[From.GetFirstName] не даст соврать, первое, что меня действительно удивило, когда я приехал[This.GetEndA] к н[From.GetHerHim] погостить, это [From.GetHersHis] потрясающая библиотека. Большую часть времени мы провели там.;x
string_appease_visit_inside_default;[From.GetFirstName] - хорош[From.GetAyaIy] хозя[From.GetYkaIn]. В то время, пока я гостил[This.GetEndA] у н[From.GetHersHis], [From.GetSheHe] развлекал[From.GetEndA] меня историями из своей жизни и праздниками в мою честь.;x
string_appease_visit_outside_hunter;Как только я приехал[This.GetEndA], [From.GetFirstName] позвал[From.GetEndA] меня на охоту. Большую часть времени, пока я гостил[This.GetEndA] у н[From.GetHersHis], мы провели в лесу.;x
string_appease_visit_outside_falconer;Долж[This.GetNaEn] признать, когда кто-то понастоящему чем-то увлечён, это производит неизгладимое впечатление. [From.GetFirstName] обожает своих соколов. Большую часть времени, пока я гостил[This.GetEndA] у н[From.GetHersHis], с блеском в глазах [From.GetSheHe] показывал[From.GetEndA] мне этих птиц и рассказывал[From.GetEndA] о них.;x
string_appease_visit_outside_gardener;Как только я приехал[This.GetEndA], [From.GetFirstName] показал[From.GetEndA] мне свой великолепный сад. Сколько же времени и сил [From.GetSheHe] вложил[From.GetEndA] в него? Большую часть времени мы гуляли по нему, беседуя о жизни.;x
string_appease_visit_outside_duelist;[From.GetFirstName] - интересн[From.GetAyaYy] [From.GetAgedPerson]. В то время, пока я гостил[This.GetEndA] у н[From.GetHersHis], [From.GetSheHe] развлекал[From.GetEndA] меня удивительными историями о своих поединках, погружаясь в детали, что делало эти рассказы живыми и запоминающимися.;x
string_appease_visit_outside_architect;Как только я приехал[This.GetEndA], первое, что показал[From.GetEndA] мне [From.GetFirstName] - это [From.Capital.GetName]. Великолепная архитектура, с этим трудно спорить. Большую часть времени, пока я гостил[This.GetEndA] у н[From.GetHersHis], мы прогуливались по окрестностям.;x
string_appease_visit_outside_default;Как только я приехал[This.GetEndA], [From.GetFirstName] пригласил[From.GetEndA] меня в путешествие по своим землям. За те дни, пока я гостил[This.GetEndA] у н[From.GetHersHis], мы объехали самые живописные уголки [From.GetHersHis] владений.;x
string_appease_visit_swayed_3;Никогда бы не подумал[This.GetEndA], что у нас с н[From.GetEyuIm] так много общего...;x
string_appease_visit_swayed_2;[From.GetSheHeCap] - замечательн[From.GetAyaYy] собеседни[From.GetTsaK].;x
string_appease_visit_swayed_1;Я чувствовал[This.GetEndA] себя желанным гостем.;x
string_appease_visit_swayed_0;В целом, это был приятный опыт.;x
string_appease_visit_failure_1;Однако, я до сих пор не могу привыкнуть к [From.GetHersHis] раздражающим причудам.;x
EVTOPTAHFP21105;Было интересно.;x
EVTDESCHFP21106;While I invited [From.GetFirstName] to my court primarily to endear [From.GetHerHim] to my cause, I have found myself becoming very fond of [From.GetHerHim]...;x
EVTOPTAHFP21106;We have so much in common!;x
EVTOPTBHFP21106;It doesn't matter.;x
EVTDESCHFP21107;Visiting [From.GetFirstName] has really opened my eyes. I have become really fond of [From.GetHerHim], enough to call [From.GetHerHim] a friend.;x
EVTOPTAHFP21107;And I am [From.GetHerHis] friend!;x
EVTOPTBHFP21107;And yet, I should keep my distance.;x
EVTDESCHFP21108;Unfortunately, [From.GetFirstName] has decided to politely refuse my offer of friendship. Perhaps [From.GetSheHe] still needs some time to learn to trust me.;x
EVTOPTAHFP21108;Maybe another time.;x
EVTDESCHFP21109;While I invited [From.GetFirstName] to my court primarily to endear [From.GetHerHim] to my cause, I have found myself becoming really fond of [From.GetHerHim] after spending this time with [From.GetHerHim], going even beyond the bonds of simple friendship.;x
EVTOPTAHFP21109;I love [From.GetHerHim].;x
EVTOPTBHFP21109;I shouldn't lose my mind over [From.GetHerHim].;x
EVTDESCHFP21110;Being with [From.GetFirstName] in these past days has changed my perspective on [From.GetHerHim] entirely. I have become really attached to [From.GetHerHim], even beyond the limits of friendship.;x
EVTOPTAHFP21110;I must be in love with [From.GetHerHim].;x
EVTOPTBHFP21110;It is only a passing fancy.;x
EVTDESCHFP21111;Unfortunately, it appears that [From.GetFirstName] does not share my feelings for [From.GetHerHim].;x
EVTOPTAHFP21111;What a shame...;x
EVTDESCAHFP21113;Visiting [From.GetFirstName] and [From.GetHerHis] library has made me develop a love for book and literary studies that I did not thought possible.;x
EVTDESCBHFP21113;Visiting [From.GetFirstName] and learning about [From.GetHerHis] occult studies has made me develop a eerily curiosity for the dark matters.;x
EVTDESCCHFP21113;[From.GetFirstName] was a wonderful host during my visit, cordial and cheerful. I wonder if I also could improve my own attitude by taking on some of [From.GetHerHis] mannerism when dealing with my guests...;x
EVTDESCDHFP21113;Even now that I am back home, my mind is still filled with strategies and scores from my games with [From.GetFirstName]. Visiting [From.GetHerHim] awakened in me a love for boardgames that I did not know I had.;x
EVTDESCEHFP21113;Life at [Root.Capital.GetName] looks tame and dreary after participating to [From.GetFirstName]'s great hunt. I never knew I could develop such an interest for this sort of activity, yet now I long to immerse myself in the wilderness once more.;x
EVTDESCFHFP21113;Looking at the pride and rewarding bond between [From.GetFirstName] and [From.GetHerHis] hawks has opened my mind about falconry. Perhaps I should try my hand at it as well...;x
EVTDESCGHFP21113;[From.GetFirstName]'s garden is the envy of [From.GetHerHis] [From.GetHouse], and, after exploring it in person, I can clearly see why. I wonder if I could outdo [From.GetHerHim] with a garden of my own...;x
EVTDESCHHFP21113;Stories about [From.GetFirstName]'s battle exploits have awakened new desires in me. I have found myself increasingly bored by my quiet life, and more drawn towards riskier and more exciting activities...;x
EVTDESCIHFP21113;During my visit to [From.Capital.GetName] I could not deny my envy for some of the architectural marvels born out of [From.GetFirstName]'s imagination. I wonder if I could follow [From.GetHerHis] example and build some monuments of my own...;x
EVTDESCLHFP21113;During my stay, [From.GetFirstName] introduced me to new and unbelievable heights of pleasure and sublime, delectable experiences. Now that I am back to [Root.Capital.GetName], I have found myself longing for another taste of [From.GetHerHis] hedonistic life.;x
EVTOPTAHFP21113;I wish to make [From.GetFirstName]'s lifestyle my own.;x
EVTOPTBHFP21113;It would be only a waste of time.;x
EVTDESCHFP21114;I have just discovered that, after my visit, [From.GetTitledFirstName] decided to adopt my own lifestyle.;x
EVTOPTAHFP21114;I must really have impressed [From.GetHerHim]!;x
EVTDESCHFP21115;Despite any difference that we might have, I cannot deny [FromFrom.GetTitledFirstName] was extremely gracious as a host, to the point that I now feel indebted to [FromFrom.GetHerHim] after my visit.;x
EVTOPTAHFP21115;I owe [FromFrom.GetHerHim] a favor.;x
EVTOPTBHFP21115;Being a good host was just [FromFrom.GetHerHis] duty.;x
EVTDESCHFP21116;[From.GetFirstName] was so struck by my generosity and kindness as a host that, just before departing, [From.GetSheHe] told me that [From.GetSheHe] now feels indebted with me.;x
EVTOPTAHFP21116;How kind of [From.GetHerHim]!;x
EVTDESCHFP21117;I tried my best to be conciliatory with [FromFromFrom.GetFirstName], but we simply couldn't come to an agreement about [FromFrom.GetRootMatchingPersonalityStreak].;x
EVTOPTAHFP21117;Surely, we can find common ground...;x
EVTOPTBHFP21117;I must endeavor to be patient and concede [FromFromFrom.GetHerHis] points.;x
EVTOPTCHFP21117;We must agree to disagree.;x
EVTOPTDHFP21117;NO! *You* are wrong!!;x
EVTDESCHFP21118;My visit was not up to a good start when [From.GetFirstName] and I had a strong disagreement about [From.GetRootMatchingPersonalityStreak]. Fortunately, my host was able to deescalate the fight, and apologized.;x
EVTOPTAHFP21118;Thank you.;x
EVTDESCHFP21119;My visit was not up to a good start when [From.GetFirstName] and I had a strong disagreement about [From.GetRootMatchingPersonalityStreak].;x
EVTOPTAHFP21119;At least [From.GetSheHe] was patient enough to hear my case.;x
EVTDESCHFP21120;Unfortunately, most of my visit to [From.GetFirstName] devolved into petty fighting about [From.GetRootMatchingPersonalityStreak].;x
EVTOPTAHFP21120;We must agree to disagree.;x
EVTDESCHFP21121;My visit was not up to a good start when [From.GetFirstName] and I had a strong disagreement about [From.GetRootMatchingPersonalityStreak]. Even worse, my host was completely unable to see my side.;x
EVTOPTAHFP21121;This is insulting!;x
EVTDESCHFP21123;[From.GetTitledFirstName] and I have grown too far apart. It is very unlikely [From.GetSheHe] will ever respond positively to my attempts to sway [From.GetHerHim] any longer.;x
EVTOPTAHFP21123;I should just stop trying.;x
tooltip_21123_A;Прекратить §Yналаживание отношений§! с [From.GetAgedPersonINS] по имени §Y[From.GetTitledFirstName]§!;x
start_sway;Наладить отношения;x
#start_sway_desc;Focus on swaying [Root.GetTitledFirstName] to your cause, sending [Root.GetHerHim] gifts and showing [Root.GetHerHim] your good intentions, hoping to increase [Root.GetHerHis] §YOpinion§! of you.;x
#start_sway_charview_tooltip;Sway [Root.GetTitledFirstName];x
#start_sway_charview_tooltip_delayed;Focus on swaying [Root.GetTitledFirstName] to your cause, sending [Root.GetHerHim] gifts and showing [Root.GetHerHim] your good intentions, hoping to increase [Root.GetHerHis] §YOpinion§! of you.;x
stop_sway;Прекратить налаживание отношений;x
#stop_sway_desc;Stop attempting to make [Root.GetTitledFirstName] like you more.;x
#stop_sway_charview_tooltip;Stop Swaying [Root.GetTitledFirstName];x
#stop_sway_charview_tooltip_delayed;Stop attempting to make [Root.GetTitledFirstName] like you more.;x
start_antagonize;Ухудшить отношения с н[Root.GetEyuIm];x
#start_antagonize_desc;Focus on antagonizing [Root.GetTitledFirstName], sending [Root.GetHerHim] taunts, threats and showing [Root.GetHerHim] that [Root.GetSheHe] is no friend of yours.;x
#start_antagonize_charview_tooltip;Antagonize [Root.GetTitledFirstName];x
#start_antagonize_charview_tooltip_delayed;Focus on antagonizing [Root.GetTitledFirstName], sending [Root.GetHerHim] taunts, threats and showing [Root.GetHerHim] that [Root.GetSheHe] is no friend of yours.;x
stop_antagonize;Прекратить ухудшение отношений с н[Root.GetEyuIm];x
#stop_antagonize_desc;Stop attempting to make [Root.GetTitledFirstName] like you less.;x
#stop_antagonize_charview_tooltip;Stop Antagonizing [Root.GetTitledFirstName];x
#stop_antagonize_charview_tooltip_delayed;Stop attempting to make [Root.GetTitledFirstName] like you less.;x
EVTDESCAHFP21124_CHASTE;Talking so much with a chaste person such as [From.GetTitledFirstName] has started to make me question if I should put a stop to my libertine ways...;x
EVTDESCAHFP21124_TEMPERATE;Being forced to [From.GetTitledFirstName]'s frugal meals was a little unbearable at first, but now that I am back home I wonder if it wouldn't be best for my health to adopt [From.GetHerHis] diet...;x
EVTDESCAHFP21124_CHARITABLE;I was truly struck by [From.GetTitledFirstName]'s generosity during my visit, and by the joy and prestige it brought [From.GetHerHim]. Perhaps I should endeavor to be more charitable myself...;x
EVTDESCAHFP21124_DILIGENT;Witnessing how much [From.GetTitledFirstName] is able to do in a single day and the satisfaction on [From.GetHerHis] face after a job well done left a strange impression on me. Maybe I should strive to be more diligent in my own duties...;x
EVTDESCAHFP21124_PATIENT;Seeing how patient and responsible [From.GetTitledFirstName] was during our time together amazed me. Can a person really be so calm even in the face of adversity?;x
EVTDESCAHFP21124_KIND;[From.GetTitledFirstName]'s kind and gentle spirit were a baffling thing to experience during my visit, yet I cannot deny that the warmth [From.GetSheHe] received from [From.GetHerHis] subjects because of [From.GetHerHis] kindness was strangely alluring.;x
EVTDESCAHFP21124_HUMBLE;I always thought diminishing one's achievements was a sign of weakness, but, after witnessing [From.GetFirstName]'s behavior during my visit at [From.Capital.GetName], and seeing how positively [From.GetHerHis] humble demeanor is received by [From.GetHerHis] subjects, I wonder if I should strive to imitate [From.GetHerHim]...;x
EVTDESCAHFP21124_LUSTFUL;All throughout my visit to [From.Capital.GetName] I could scarcely believe how liberally my host satisfied [From.GetHerHis] lust, without as much as a scolding look from [From.GetHerHis] subjects or peers. Maybe I am holding myself to a higher standard than I should...;x
