daedra_molag;Культ Молаг Бала;;;;;;;;;;;;;x;
daedra_molag_mod;Культист Молаг Бала;;;;;;;;;;;;;x;
daedra_molag_DESC;Даэдрический Принц Молаг Бал крайне известен. Его сфера - господство и порабощение смертных. Он известен как Король Насилия, Жнец Душ. Его главное желание заключается в сборе душ смертных, вечной жатве, в которой он сеет семена раздора в Мундусе. Одна из легенд говорит, что Молаг Бал создал первого вампира, изнасиловав девственницу-недийку, позже убитую группой кочевников. План Молаг Бала в Обливионе - Хладная Гавань. Даэдроты, как правило,  находятся в числе его преданных слуг.;;;;;;;;;;;;;x;
daedra_namira;Культ Намиры;;;;;;;;;;;;;x;
daedra_namira_mod;Культист Намиры;;;;;;;;;;;;;x;
daedra_namira_DESC;Намира, Леди Распада, Великая Тьма. Даэдрическая принцесса, чья сфера - древняя тьма. Она известна как правительница тёмных духов, и часто ассоциируется с пауками, насекомыми, улитками и другими отвратительными существами, что вызывают у смертных инстинктивное отвращение. Намира, вероятно, покровительствует нищим, что разносят разные заболевания. Её последователи часто сражаются со жрецами Аркея. Её сфера - Загубленные Бездны. Она так же принимает всех уродливых от рождения и каннибалов.;;;;;;;;;;;;;x;
daedra_nocturnal;Культ Ноктюрнал;;;;;;;;;;;;;x;
daedra_nocturnal_mod;Последователь Ноктюрнал;;;;;;;;;;;;;x;
daedra_nocturnal_DESC;Ноктюрнал, известная как Ночная Хозяйка, Непостижимая, Императрица Мрака, дочь Сумерек, госпожа Тайны и Святая Подозрений. Она даэдрическая принцесса, чья сфера ночь и темнота. Её план в Обливионе - Вечнотень. Ноктюрнал является одним из немногих не злых даэдра, покровительствует ворам и разбойникам, но никак не убийцам.;;;;;;;;;;;;;x;
daedra_peryite;Культ Периайта;;;;;;;;;;;;;x;
daedra_peryite_mod;Культист Периайта;;;;;;;;;;;;;x;
daedra_peryite_DESC;Периайт, известный как Надсмотрщик - один из слабейших принцев Даэдра, чья сфера - эпидемии и наведение порядка в Обливионе. Изображается в виде крылатого дракона. Периайт обожает награждать своих особо рьяных последователей болезнями. Его план Обливиона называется Ямами Периайта.;;;;;;;;;;;;;x;
daedra_sanguine;Культ Сангвина;;;;;;;;;;;;;x;
daedra_sanguine_mod;Культист Сангвина;;;;;;;;;;;;;x;
daedra_sanguine_DESC;Сангвин - даэдрический принц гедонизма, разгула, разврата, пирушек и гулянок. Знаменательно, что его знак часто красуется на стенах публичных домов и борделей. Он изображается в виде довольного дреморы, всегда с бутылкой в руке и блудницей у ног. Ему кажется, что он может контролировать тысячи миров. Имя Сангвина тонко намекает на двойственность его царства, в котором видны обе стороны страсти. И тёмная, и светлая.;;;;;;;;;;;;x;;
daedra_sheogorath;Культ Шеогората;;;;;;;;;;;;;x;
daedra_sheogorath_mod;Культист Шеогората;;;;;;;;;;;;;x;
daedra_sheogorath_DESC;Шеогорат - даэдрический принц безумия. Как правило, появляется в Нирне в виде безобидного и хорошо одетого бородатого человека, к удивлению многих смертных. Обоснование этого - скрытость самого пути к безумию, или Золотого Пути. Его план Обливиона известен как Дрожащие Острова.;;;;;;;;;;;;;x;
daedra_vaermina;Культ Вермины;;;;;;;;;;;;;x;
daedra_vaermina_mod;Культист Вермины;;;;;;;;;;;;;x;
daedra_vaermina_DESC;Вермина - даэдрическая принцесса, чьей сферой являются сны и кошмары, видения, загадки и дурные предзнаменования. Она любит проникать в дрёмы смертных, насыщая их отдых кошмарами и ужасом. Её план в Обливионе, Трясина, постоянно меняется, принимая то одну, то другую форму.;;;;;;;;;;;;;x;
old_gods;Старые Боги;;;;;;;;;;;;;x;
old_gods_mod;Приверженец Старых Богов;;;;;;;;;;;;;x;
old_gods_DESC;"Вера ричменов представляет собой синкретическую смесь религий многих других народов, что селились в пределах досягаемости предельцев. У них нет никакого определённого пантеона, а молятся они различным даэдра, аэдра и тотемным животным. Самыми популярными из Старых Богов являются Хирсин, Дибелла и Периайт. Поклонение Старым Богам имеет большое количество ритуалов и обычаев, у большинства кланов Предела свои уникальные жреческие касты, традиции и верования. Магия и жертвоприношения играют огромную роль, и посему жителей Предела любят называть ведьмаками"", за их дикие обычаи.""";;;;;;;;;;;;;;x
DARK_CRUSADE;Тёмный Поход;;;;;;;;;;;;;x;
DEVASTATION;Опустошение;;;;;;;;;;;;;x;
DIVINE_CRUSADE;Крестовый Поход;;;;;;;;;;;;;x;
dragon_cult;Культ Дракона;;;;;;;;;;;;;x;
dragon_cult_mod;Драконопоклонник;;;;;;;;;;;;;x;
dragon_cult_DESC;"Драконий культ вырос как секта в числе традиционных верований, привезённых с Атморы в Тамриэль. Некоторые учёные считают, что дракон так же входил в число тотемных животных, и поклонение им соответствовало поклонению Акатошу. Драконы почитались больше, чем любой другой зверь, и они были удобны в должности божественных правителей над людьми. Их слуги, Драконьи Жрецы, сохраняли между людьми и ужасными ящерами мир, а посему их власть была столь велика, что даже произнести слово дракон"" было невозможно без их ведома. Они создавали законы, были на одном уровне с королями. Великолепные храмы, ныне заброшенные, были некогда построены в честь драконов. Кишащие драуграми, они так же опасны, как и величественны. Драконий Жрец получает вечную жизнь, поглощая энергию своих мёртвых рабов на протяжении тысячелетий.""";;;;;;;;;;;;;x;
DRAGON_WAR;Драконья Война;;;;;;;;;;;;;x;
eight_divines;Восемь Божеств;;;;;;;;;;;;;x;
elder_court;Двор Старейшин;;;;;;;;;;;;;x;
five_courts;Пять Дворов;;;;;;;;;;;;;x;
five_courts_DESC;Пять Дворов - это пантеон Небесных Змеев, которому поклоняется народ цаэски, каждый из этих Змеев представляет собой движущееся небесное тело и олицетворяет четыре сезона:  весну, лето, осень и зиму. Туда входит и Пятый - Древний Змей, родственный Ану. Вера Пяти Дворов учит, что цаэски  родились из крови Древнего Змея, пролившейся на Нирн, когда он боролся со своим злым, хаотичным братом. Верующие в Пять Дворов считают, что вся кровь содержит в себе часть благословенной, духовной энергии Древнего Змея, и зачастую употребляют её чтобы приблизится к нему и увеличить свое собственное могущество. Эта вера учит, что драконы являются священными детьми Древнего Змея, но их воплощения в мире смертных были повреждены кровью, пролитой братом Древнего Змея. Эти физические формы должны быть уничтожены, чтобы временно освободить их души, дабы позволить священному Драконорожденному поглотить их.;;;;;;;;;;;;;x;
forsworn_heresy;Культ Ворожей;;;;;;;;;;;;;x;
forsworn_heresy_DESC;Начало этого культа можно проследить до Сиродильского вторжения в Предел, во времена Первой Эры. Король Фаолан, известный как Красный Орёл, сопротивлялся легионам императрицы Хестры с огромным упорством. Боясь поражения, Фаолан обменял свою душу, волю и человечность Ворожеям в обмен на страшную силу Верескового Сердца. Не смотря на свои победы, Красный Орёл был побеждён. Но Вересковые Сердца не исчезли. Даже среди ричменов они считаются варварами, чудовищными марионетками в руках ведьм и ворожей. Многие из них ожидают возрождение Красного Орла, который утопит Предел в крови своих врагов.;;;;;;;;;;;;;x;
forsworn_heresy_mod;Слуга Ворожей;;;;;;;;;;;;;x;
GOD_ALDUIN;Алдуин;;;;;;;;;;;;;x;
GOD_ALKOSH;Алкош;;;;;;;;;;;;;x;
GOD_AKATOSH;Акатош;;;;;;;;;;;;;x;
GOD_ALMALEXIA;Альмалексия;;;;;;;;;;;;;x;
GOD_ANCESTORS;Предки;;;;;;;;;;;;;x;
GOD_ARGONIA;Хист;;;;;;;;;;;;;x;
GOD_ARKAY;Аркей;;;;;;;;;;;;;x;
GOD_AURIEL;Аури-Эль;;;;;;;;;;;;;x;
GOD_AUTUMN_SERPENT;Осенний Змей;;;;;;;;;;;;;x;
GOD_AYUTAMO;Ауатамо;;;;;;;;;;;;;x;
GOD_AZURA;Азура;;;;;;;;;;;;;x;
GOD_AZURAH;Азурах;;;;;;;;;;;;;x;
GOD_BAANDAR;Баан Дар;;;;;;;;;;;;;x;
GOD_BABI;Баби;;;;;;;;;;;;;x;
GOD_BHUT;Бут;;;;;;;;;;;;;x;
GOD_BOETHIAH;Боэтия;;;;;;;;;;;;;x;
GOD_BRETHREN;Собратья;;;;;;;;;;;;;x;
GOD_CLAVICUS;Клавикус Вайл;;;;;;;;;;;;;x;
GOD_DEEPONES;Глубинные;;;;;;;;;;;;;x;
GOD_DIAGNA;Диагна;;;;;;;;;;;;;x;
GOD_DIBELLA;Дибелла;;;;;;;;;;;;;x;
GOD_DROWNED_GOD;Тот-Кто-Ждёт-Снов;;;;;;;;;;;;;x;
GOD_EAST_WIND;Ветры Востока;;;;;;;;;;;;;x;
GOD_ELDER_SERPENT;Старый Змей;;;;;;;;;;;;;x;
GOD_GARUDA;Гаруда;;;;;;;;;;;;;x;
GOD_HAGRIVA;Хагрива;;;;;;;;;;;;;x;
GOD_HANUMAN;Хануман;;;;;;;;;;;;;x;
GOD_HERMAEUS_MORA;Хермеус Мора;;;;;;;;;;;;;x;
GOD_HERMAMORA;Херма-Мора;;;;;;;;;;;;;x;
GOD_HIRCINE;Хирсин;;;;;;;;;;;;;x;
GOD_HIST;Хист;;;;;;;;;;;;;x;
GOD_JEPHRE;И'ффре;;;;;;;;;;;;;x;
GOD_JULIANOS;Джулианос;;;;;;;;;;;;;x;
GOD_KAVIMO;Кавимо;;;;;;;;;;;;;x;
GOD_KHENARTHI;Хенарти;;;;;;;;;;;;;x;
GOD_KYNARETH;Кинарет;;;;;;;;;;;;;x;
GOD_KYNE;Кин;;;;;;;;;;;;;x;
GOD_LEKI;Леки;;;;;;;;;;;;;x;
GOD_MAGNUS;Магнус;;;;;;;;;;;;;x;
GOD_MALAK;Малак;;;;;;;;;;;;;x;
GOD_MAULOCH;Малох;;;;;;;;;;;;;x;
GOD_MALACATH;Малакат;;;;;;;;;;;;;x;
GOD_TRINIMAC;Тринимак;;;;;;;;;;;;;x
GOD_MALOOC;Малук;;;;;;;;;;;;;x;
GOD_MARA;Мара;;;;;;;;;;;;;x;
GOD_MASSER;Массер;;;;;;;;;;;;;x;
GOD_MEHRUNES_DAGON;Мехрун Дагон;;;;;;;;;;;;;x;
GOD_MEPHALA;Мефала;;;;;;;;;;;;;x;
GOD_MERIDIA;Меридия;;;;;;;;;;;;;x;
GOD_MERRUNZ;Меррунз;;;;;;;;;;;;;x;
GOD_MOLAG_BAL;Молаг Бал;;;;;;;;;;;;;x;
GOD_MORWHA;Морва;;;;;;;;;;;;;x;
GOD_NAMIRA;Намира;;;;;;;;;;;;;x;
GOD_NARASIMHA;Нарашима;;;;;;;;;;;;;x;
GOD_NEREVAR;Неревар;;;;;;;;;;;;;x;
GOD_NOCTURNAL;Ноктюрнал;;;;;;;;;;;;;x;
GOD_NORTH_WIND;Ветер Севера;;;;;;;;;;;;;x;
GOD_ONSI;Онси;;;;;;;;;;;;;x;
GOD_PERYITE;Периайт;;;;;;;;;;;;;x;
GOD_PHYNASTER;Финастер;;;;;;;;;;;;;x;
GOD_RIDDLETHAR;Риддл'Тар;;;;;;;;;;;;;x;
GOD_RUPTGA;Руптга;;;;;;;;;;;;;x;
GOD_SACRED_BEAR;Медведь;;;;;;;;;;;;;x;
GOD_SACRED_EAGLE;Орёл;;;;;;;;;;;;;x;
MASTERS_VISIONS;Книга Жизни и Служения;;;;;;;;;;;;;x;
GOD_SACRED_MOTH;Мотылёк;;;;;;;;;;;;;x;
GOD_SACRED_WHALE;Кит;;;;;;;;;;;;;x;
GOD_SACRED_WOLF;Волк;;;;;;;;;;;;;x;
GOD_SANGUINE;Сангвин;;;;;;;;;;;;;x;
GOD_SATAKAL;Сатакал;;;;;;;;;;;;;x;
GOD_SEA;Бескрайнее Море;;;;;;;;;;;;;x;
GOD_INEVITABLE_KNOWER;Познавший Неизбежность;;;;;;;;;;;;;x;
GOD_EBONY_SPIDER;Эбонитовый Паук;;;;;;;;;;;;;x;
GOD_UNSEEN_WATCHER;Незримый Наблюдатель;;;;;;;;;;;;;x;
GOD_FLYING_CANOER;Летающий Лодочник;;;;;;;;;;;;;x;
GOD_SECUNDA;Секунда;;;;;;;;;;;;;x;
GOD_TIBER_SEPTIM;Тайбер Септим;;;;;;;;;;;;;x;
GOD_STSUL;Святой Сул;;;;;;;;;;;;;x;
GOD_SHANI;Шани;;;;;;;;;;;;;x;
GOD_SHEOGORATH;Шеогорат;;;;;;;;;;;;;x;
GOD_SITHIS;Ситис;;;;;;;;;;;;;x;
GOD_SKOOMACAT;Скумовый Кот;;;;;;;;;;;;;x;
GOD_SOTHA_SIL;Сота Сил;;;;;;;;;;;;;x;
GOD_SOUTH_WIND;Ветер Юга;;;;;;;;;;;;;x;
GOD_SPIRITS;Духи;;;;;;;;;;;;;x;
GOD_SPRING_SERPENT;Весенний Змей;;;;;;;;;;;;;x;
GOD_SRENDARR;С'рендарр;;;;;;;;;;;;;x;
GOD_STENDARR;Стендарр;;;;;;;;;;;;;x;
GOD_SUMMER_SERPENT;Летний Змей;;;;;;;;;;;;;x;
GOD_SUMMO;Саммо;;;;;;;;;;;;;x;
GOD_SUN;Солнце;;;;;;;;;;;;;x;
MONTHLY_PIETY_SOULS;Души;;;;;;;;;;;;;x;
reclamationist_DESC;Те, кто верят в старую кимерскую религию.;;;;;;;;;;;;;x;
GOD_SUN_SERPENT;Солнечный Змей;;;;;;;;;;;;;x;
GOD_SYRABANE;Сирабан;;;;;;;;;;;;;x;
GOD_TAVA;Тава;;;;;;;;;;;;;x;
GOD_THE_AEDRA;Аэдра;;;;;;;;;;;;;x;
GOD_THE_DIVINES;Божества;;;;;;;;;;;;;x;
GOD_THE_DRAGON;Великий Дракон;;;;;;;;;;;;;x;
GOD_THE_DRAGONS;Драконы;;;;;;;;;;;;;x;
GOD_THE_DRAGON_GODS;Драконьи Боги;;;;;;;;;;;;;x;
GOD_THE_EIGHT;Восемь;;;;;;;;;;;;;x;
GOD_THE_EIGHT_DIVINES;Восемь Божеств;;;;;;;;;;;;;x;
GOD_THE_GODS;Боги;;;;;;;;;;;;;x;
GOD_THE_GREAT_TIGER;Великий Тигр;;;;;;;;;;;;;x;
GOD_THE_MOTHER;Мать;;;;;;;;;;;;;x;
GOD_THE_NIGHT_MOTHER;Мать Ночи;;;;;;;;;;;;;x;
GOD_THE_NINE;Девять;;;;;;;;;;;;;x;
GOD_THE_NINE_DIVINES;Девять Божеств;;;;;;;;;;;;;x;
GOD_THE_TIGERDRAGON;Тигродракон;;;;;;;;;;;;;x;
GOD_THE_TRUE_GOD;Истинный Бог;;;;;;;;;;;;;x;
GOD_THE_VOID;Пустота;;;;;;;;;;;;;x;
GOD_THE_WINDS;Четыре Ветра;;;;;;;;;;;;;x;
GOD_THOUSANDMONKEYS;Тысяча Обезьян;;;;;;;;;;;;;x;
GOD_UGRAMO;Уграмо;;;;;;;;;;;;;x;
GOD_VAERMINA;Вермина;;;;;;;;;;;;;x;
GOD_VARAHA;Вараха;;;;;;;;;;;;;x;
GOD_VIVEC;Вивек;;;;;;;;;;;;;x;
GOD_WEST_WIND;Ветер Запада;;;;;;;;;;;;;x;
GOD_WINTER_GOD;Иллиан;;;;;;;;;;;;;x;
GOD_WINTER_SERPENT;Зимний Змей;;;;;;;;;;;;;x;
GOD_WINTER_WIND;Ветер Зимы;;;;;;;;;;;;;x;
GOD_XARXES;Ксарксес;;;;;;;;;;;;;x;
GOD_XEN;Ксен;;;;;;;;;;;;;x;
GOD_YFFRE;И'ффре;;;;;;;;;;;;;x;
GOD_ZAMBUMO;Замбумо;;;;;;;;;;;;;x;
GOD_ZEHT;Зехт;;;;;;;;;;;;;x;
GOD_ZEN;З'ен;;;;;;;;;;;;;x;
GOD_ZENITHAR;Зенитар;;;;;;;;;;;;;x;
GOD_ZIVAMO;Зивамо;;;;;;;;;;;;;x;
GREAT_HUNT;Великая Охота;;;;;;;;;;;;;x;
dragon_religion_group;Довская Философия;;;;;;;;;;;;;x;
vahzen;Вахзен;;;;;;;;;;;;;x;
vahzen_mod;Вахзенаан;;;;;;;;;;;;;x;
vahzen_DESC;Драконы не являются смертными существами, они - поврежденная кожа, сброшенная Акатошем, и их убеждения могут показаться как сложными, так и невероятно простыми для смертных наблюдателей. Вахзен - это скорее личная философия, но глубоко связанная с драконической самоидентификацией, признанием превосходства Дова над смертной жизнью, и их стремлением доминировать и поглощать. Она мало понятна смертным и сильно отличается у разных драконов.;;;;;;;;;;;;;x;
green_pact;Зелёный Пакт;;;;;;;;;;;;;x;
green_pact_DESC;Зелёный Пакт - добровольная присяга босмеров И'ффре, лесному божеству, в обмен на его покровительство. Пакт диктует босмерам условия, при которых нельзя уничтожать или употреблять в пищу какую-либо растительность Валенвуда, либо причинять ей вред. Часть Зелёного Пакта — Мясной Мандат, из которого следует, что тело поверженного врага должно быть съедено полностью, прежде чем пройдёт три дня. В результате Зелёного Пакта большие изменения претерпели босмерские кухня, оружие и строительство. Они разработали методы брожения мяса и молока для изготовления сильнодействующих алкогольных напитков. Оружие, например луки, часто изготавливают из обработанной кости. Босмеры также зависят от импорта камня и древесины, необходимых для строительства. По причине Зелёного Пакта Босмеры имеют предрасположение к каннибализму. Это привело к изменениям в подходах к бою, таким как пост и планирование семейных праздников после битвы.;;;;;;;;;;;;;x;
blacksap;Чёрный Корень;;;;;;;;;;;;;x;
blacksap_DESC;Общество Чёрного Корня, как политическое и религиозное движение возникло в Валенвудской области Грахтвуд. В политическом плане оно придерживается националистической идеологии, и выступает за полную независимость народа босмеров от любых внешних угнетателей, будь то имперцы или альтмеры. В области религии, оно нацелено на кодификацию учения Зелёного Пакта, пытаясь формализовать его применение и избежать постоянных недоразумений между различными племенами. Движение исторически считалось отрадой для древней династии Каморанов в Валенвуде.;;;;;;;;;;;;;x;
heretic;Еретик;;;;;;;;;;;;;x;
heretic_mod;Еретик;;;;;;;;;;;;;x;
heretic_DESC;В то время как истинный поклонник даэдра признаёт, что Даэдрические Принцы находятся за пределами понимания смертных и не могут быть отнесены к Добру или Злу, еретики считают, что все они есть зло.;;;;;;;;;;;;;x;
hist;Хист;;;;;;;;;;;;;x;
hist_group;Хист;;;;;;;;;;;;;x;
hist_mod;Поклонник Хиста;;;;;;;;;;;;;x;
hist_DESC;Хист - раса разумных или околоразумных деревьев, обитающих в Чернотопье. Много слухов и мифов крутится вокруг этих существ, но ясно точно, что это одни из самых старейших (если не самые) существ, что населяют Нирн. Аргониане поклоняются Хистам, как богам. Те, в свою  очередь, выделяют дурманный сок. Этот сок может быть использован для создания брони, ибо он твердеет со временем. Другие расы, глотая сок Хиста, наносят страшные повреждения своему разуму. От большинства побочных эффектов аргониане предохранены, хотя их религия-симбиоз иногда наносит вред самим ящерам.;;;;;;;;;;;;;x;
hist_communion;Общение с Хистом;;;;;;;;;;;;;x;
hist_communion_desc;Выпить священный сок, чтобы стать единым с Хистом.;;;;;;;;;;;;;x;
HOLY_WAR;Священная Война;;;;;;;;;;;;;x;
HOONDING;ХунДинг;;;;;;;;;;;;;x;
human_pantheon;Недийско-Нордский Пантеон;;;;;;;;;;;;;x;
INQUISITION_WAR;Инквизиционная Война;;;;;;;;;;;;;x;
INVOCATION_OF_AZURA;Вызов Азуры;;;;;;;;;;;;;x;
islander;Солнечный;;;;;;;;;;;;;x;
islander_DESC;Этот персонаж обитает на островах, принадлежа к восточным людям, которые странным образом связанны с людьми Тамриэля и загадочным народом Акавира.;;;;;;;;;;;;;x;
islander_religions;Островные Боги;;;;;;;;;;;;;x;
kamal_pantheon;Четыре Ветра;;;;;;;;;;;;;x;
kamal_pantheon_DESC;Четыре Ветра - это пантеон духов, почитаемых народом Камаль. Кан, восточный ветер, порождённый королевой Бури. Ура, серверный ветер, который принёс магию и суеверия, показав Камаль как сохранить себя от зимы и добывать огонь. Эн, западный ветер, который обучил Камаль законам войны и чести. Дзен, южный ветер, который показал Камаль богатства юга, на которые они претендуют и по сей день.;;;;;;;;;;;;;x;
kamal_religions;Ветра;;;;;;;;;;;;;x;
kapotun_pantheon;Ка'По Тун;;;;;;;;;;;;;x;
khajiit_pantheon;Пантеон Каджитов;;;;;;;;;;;;;x;
malak;Малак;;;;;;;;;;;;;x;
malak_mod;Последователь Малака;;;;;;;;;;;;;x;
daedra_malacath_DESC;Малакат (называемы Малаком или Молохом) даэдрический принц, покровитель отверженных, хранитель клятв и проклятий. Малаката создал Боэтия, извратив дух бога-альдмери Тринимака, хотя сам Малакат говорит, что эта история слишком буквальна. Набожные последователи Тринимака среди эльфов стали орсимерами, или орками. Некоторые утверждают, что Тринимак всё ещё существует и Малакат является отдельным божеством. Другие Даэдра не считают его своим собратом. Данмеры говорят, что он - Малак, один из Столпов Дома Забот, который проверят данмеров на слабость. Другие его имена: Молох, Проклинающий, Орки, Старый Молот. Малакат отвергает всякую слабость, и его последователи стараются быть сильными духом и телом.;;;;;;;;;;;;;x;
maloocian;Малокианец;;;;;;;;;;;;;x;
maloocian_mod;Малокианский Еретик;;;;;;;;;;;;;x;
maloocian_DESC;Культисты Малока, великого короля-демона в мифологии редгардов, считают врагом бога Ра-Гада. Малок повёл гоблинов против редгардов во времена Первой Эры.;;;;;;;;;;;;;x;
maormer_DESC;"Этот персонаж - маормер, 'южный' или 'тропический' эльф из Пиандонеи.;;;;;;;;;;;;;x;
maruhkati;Алессианство;;;;;;;;;;;;;x;
maruhkati_mod;Последователь Марука;;;;;;;;;;;;;x;
maruhkati_DESC;"Алессианисты были последователями Марука Видящего, пророка Первой Эры, который поднялся на видное место во время правления Каморанской династии и стал особо почитаем среди жителей алессианского Сиродиила. Учение Марука вызвало массовое культурное и духовное движение, известное как Алессианский Орден, теократию, которая преобразовала империю и весь Тамриэль. Учение Марука в основном строилось на разговоре"" со Святой Алессией в его видениях. Его мысли, в итоге, сформировали идею Единого Бога.""";;;;;;;;;;;;;x;
MERIDIAS_BEACON;Маяк Меридии;;;;;;;;;;;;;x;
mer_pantheon;Эльфийский Пантеон;;;;;;;;;;;;;x;
moon_court;Лунный Двор;;;;;;;;;;;;;x;
mothist;Мотылёк-Предок;;;;;;;;;;;;;x;
mothist_mod;Мотылёк;;;;;;;;;;;;;x;
mothist_DESC;"Хотя все древние нибенейцы поклонялись одному богу, или животному, культ Мотылька был самым крупным и мощным. Культисты имели монополию в производстве Шёлка Предков и смогли разработать методы чтения Древних Свитков. С восшествием Восьмерых как основной религии, правительство создало новый Культ Мотылька-Предка"", а предыдущий был распущен, и его последователи изгнаны.""";;;;;;;;;;;;;x;
nerevarine;Нереварин;;;;;;;;;;;;;x;
nerevarine_mod;Культист Нереварина;;;;;;;;;;;;;x;
nerevarine_DESC;Культ Нереварина особенно популярен среди эшлендеров Вварденфелла. Считается, что три короля-бога АЛЬМСИВИ ложны, и власть их дана лишь Сердцем Лорхана. Вместо того, чтобы поклонятся Трибуналу, культ посвящен данмеру-вождю, что скончался от полученных ран в битве у Красной Горы: лорду Индорилу Неревару. Вивек был его посыльным, Альмалексия - женой. Сота Сил советником по волшебству. Эшлендеры верят, что Неревар когда-нибудь вернётся в новом виде (Нереварин Воплощённый), и уничтожит ложных богов, что когда-то предали Неревара, приведя великого воина к гибели.;;;;;;;;;;;;;x;
new_hand;Новая Длань;;;;;;;;;;;;;x;
new_hand_mod;Культист Новой Длани;;;;;;;;;;;;;x;
new_hand_DESC;;;;;;;;;;;;;;x;
night_court;Ночной Двор;;;;;;;;;;;;;x;
night_court_DESC;Ночной Двор - это ересь цаэскской религии Пяти Дворов,  которая утверждает, что Пять Змеев на самом деле давно погибли, а их небесные тела стали планом бытия для народа цаэски.  Богослужение и иконография этой веры очень похожи на таковые у Пяти Дворов, однако приверженцы Ночного Двора поклоняются не самим Змеям, а всем живым созданиям и существам. Одной из наиболее необычных особенностей данной религии является пацифизм. Верующие Ночного Двора  после обращения дают обет,  что никогда, в гневе, не поднимут руку против другого живого, разумного существа.  По этой причине все они являются убежденными вегетарианцами, а также считают мерзкой принятую в культуре цаэски традицию пить кровь. Кроме того,  верующие данной религии не могут вести наступательные войны, поскольку эту идёт вразрез с самой сутью этой веры.;;;;;;;;;;;;;x;
nine_divines;Девять Божеств;;;;;;;;;;;;;x;
nirnian;Нирнианцы;;;;;;;;;;;;;x;
nirnian_mod;Еретик Нирнианец;;;;;;;;;;;;;x;
nirnian_DESC;Нирнианцы - убеждённые последователи богини Нирна. Они верят, что босмеры созданы как месть её сестре Азуре, защитнице каджитов. Так как отношения между босмерами и каджитами, как правило, напряжены, поклонение Нирн не одобряется.;;;;;;;;;;;;;x;
nudri-hi;Нудри-Хи;;;;;;;;;;;;;x;
nudri-hi_mod;Мистик Нудри-Хи;;;;;;;;;;;;;x;
nudri-hi_DESC;Практика восточной магии, известной как Нудри-Хи, пользуется значительным неодобрением Короны, ведь редгарды-йокуданцы предпочитают волшебству ближний бой, и до сих пор помнят разрушение Йокуды, вызванное магическим вмешательством.;;;;;;;;;;;;;x;
OGHMA_INFINIUM;Огма Инфиниум;;;;;;;;;;;;;x;
old_faith;Старая Вера;;;;;;;;;;;;;x;
oriental_religions;Верования Востока;;;;;;;;;;;;;x;
pact_breaker;Нарушитель Пакта;;;;;;;;;;;;;x;
pact_breaker_mod;Нарушитель Пакта;;;;;;;;;;;;;x;
pact_breaker_DESC;Нарушителем клятвы становится любой, кто нарушил священное обещание И'ффре, Божеству Леса. Зелёный Пакт - строгий кодекс, поддерживаемый босмерами Валенвуда, который запрещает наносить вред растениям. Нарушителей Клятвы ненавидят и презирают в обществе лесных эльфов.;;;;;;;;;;;;;x;
PERYITES_FOLLY;Прихоть Периайта;;;;;;;;;;;;;x;
potun_religions;Вера По Тун;;;;;;;;;;;;;x;
potun_religions_desc;"Ка По'Тун Империя Тигродракона"". Народом тигроподобных зверолюдей правит божественный Тош Рака, тригродракон. В настоящее время у них существует великая империя, которая сильнее, чем держава цаэски (хотя и не на море). После того, как Змеиный Народ сожрал всех людей, цаэски попытались съесть всех драконов. Им удалось победить красных драконов, но чёрные драконы бежали в (тогдашнее) государство По'Тун. Разразилась великая война, которая ослабила как Тигролюдей, так и Змеиный Народ , а все драконы погибли. С тех пор народ Ка По'Тун  пытается стать драконами. Тош Рака - первый кому удалось добиться успеха. Он самый крупный дракон в мире, имеет оранжево-чёрный окрас, и у него очень много новых идей.""";;;;;;;;;;;;;x;
riddlethar;Риддл'Тар;;;;;;;;;;;;;x;
riddlethar_mod;Риддл'Тар;;;;;;;;;;;;;x;
riddlethar_DESC;"Мономифическое общество, которому каджиты доверяют большие полномочия. Оно состоит из загадочных фигур Матерей Кланов"", в чьи обязанности входит распространение мифов и легенд своей расы, и кто утверждает независимость от Гривы и разрозненных племенных вождей. Каджиты считают, что жизнь возникла из двух сущностей Анурра и Фадомай, которые родили первого кота, Алкоша. Алкошу поручили опеку над временем, и через его рождение Анурра и Фадомай сотворили иную жизнь в мире. Таким же образом была создана Кхенарти, хранитель ветров, Магрус, страж солнца, Мара, опекунша любви и С'рендарр, поборник Милосердия. Анурр и Фадомай желали и далее плодиться, посему возник Хермора, олицетворение Приливов и Отливов, голодный Хирсин, Меррунз-Разрушитель, Мафала-Мать Клана, Сангвин Кровь-и-Жизнь, Шеггорат Безумный и многие другие. Риддл'Тар же - имя космического бога порядка, открытое давным-давно каджитам одним из просвещенных Грив.""";;;;;;;;;;x;;;;
satakal;Сатакал;;;;;;;;;;;;;x;
satakal_mod;Культист Сатакала;;;;;;;;;;;;;x;
satakal_DESC;Традиционный пантеон редгардов, Слава Йокуды, состоит из Сатакала, Руптги, Зехта, Морвы, Тавы, ХунДинга, Леки, Онси, Диагны и Ту'вакки. В противовес поклонению Руптге в Хаммерфелле, жители Йокуды по прежнему почитают Сатакала превыше всех богов и определяют его роль как центральную в миротворении.;;;;;;;;;;;;x;;
sea_worship;Культ Ктулхута;;;;;;;;;;;;;x;
sea_worship_mod;Культист Древних;;;;;;;;;;;;;x;
SERPENT_STELE;Змеиная Стелла;;;;;;;;;;;;;x;
shani_cult;Культ Шани;;;;;;;;;;;;;x;
