oblivion_dremora_kynmarcher_desc;Получить могучего дремору-кинмаршера, который обучен сражаться, и может быть использован в качестве командира или чемпиона. Являясь представителями даэдра, они будут верны вам, пока будут существовать в Нирне..;;;;;;;;;;;;;x;;
oblivion_daedric_horde_lesser;Малая даэдрическая орда;;;;;;;;;;;;;x;;
oblivion_daedric_horde_lesser_desc;Если барьеры между мирами ослабнут, и силы  [Root.Offmap.Ruler.GetFirstName] начнут истощаться, [Root.Offmap.Ruler.GetSheHe] может предоставить вам маленькую даэдрическую армию, чтобы помочь вам в битвах.;;;;;;;;;;;;;x;;
oblivion_daedric_protection;Даэдрическая защита;;;;;;;;;;;;;x;;
oblivion_daedric_protection_desc;Молиться [Root.Offmap.Ruler.GetFirstName], чтобы он наделил вас силой [Root.Offmap.Ruler.GetHerHis]. Ваша защита и личные боевые навыки немного улучшаться на 3 года.;;;;;;;;;;;;;x;;
oblivion_daedric_training;Даэдрическое обучение;;;;;;;;;;;;;x;;
oblivion_daedric_training_desc;Силы [Root.Offmap.Ruler.GetFirstName] намного превосходят ваши. Но это не помеха для [Root.Offmap.Ruler.GetHerHim], он может наделить вас силами, которые позволят вам превзойти других смертных.;;;;;;;;;;;;;x;;
oblivion_treasure;Богатства Обливиона;;;;;;;;;;;;;x;;
oblivion_treasure_desc;Получить редкий артефакт из сокровищницы [Root.Offmap.Ruler.GetFirstName]. Таким образом можно получить золото и драгоценные камни или даже оружие и броню.;;;;;;;;;;;;;x;;
oblivion_daedric_invasion;Вторжение даэдра;;;;;;;;;;;;;x;;
oblivion_daedric_invasion_desc;Призвать [Root.Offmap.Ruler.GetFirstName] начать вторжение в мир смертных. Этот ритуал займет некоторое время, но в случае успеха бесчисленные даэдрические орды выйдут из врат Обливиона и встанут под ваши знамена. Это можно сделать только один раз за жизнь персонажа.;;;;;;;;;;;;;x;;
oblivion_lich_decay_cure;Вылечить Разложение Лича;;;;;;;;;x;;;;;;
oblivion_lich_decay_cure_desc;Хотя личи обычно разлагаются, [Root.Offmap.Ruler.GetFirstName] может обратить вспять этот процесс и восстановить ваш прежний облик. У некоторых из Принцев могут быть нетрадиционные способы по предотвращению разложения...;;;;;;;;;x;;;;;;
oblivion_azura_peace_of_mind;Спокойствие духа;;;;;;;;;;;;;x;;
oblivion_azura_peace_of_mind_desc;Попросить Азуру успокоить ваш беспокойный разум. Это позволит вам избавиться от депрессии, стресса или паранойи.;;;;;;;;;;;;;x;;
oblivion_boethiah_martial_expertise;Боевые наставления;;;;;;;;;;;;;x;;
oblivion_boethiah_martial_expertise_desc;Попросить Боэтию отточить ваши боевые навыки. Это даст вам случайную черта лидера первого уровня.;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_immortality;Пожелать бессмертие;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_immortality_desc;Объявить о своем желании бессмертия. Клавикус, несомненно, отреагирует на эту смелую просьбу, хотя результат может быть не таким, какой вы ожидаете...;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_romance;Пожелать любви;;;;;;;;;x
oblivion_clavicus_bargain_romance_desc;Попросите Клавикуса Вайла помочь вам найти настоящую любовь, будь то с вашим супругом или с кем-то еще. Результаты могут оказаться совсем не такими, как вы ожидаете...;;;;;;;;;x
oblivion_clavicus_bargain_romance_courtier;Пожелать любви (Вассал);;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_romance_courtier_desc;Попросить Клавикуса Вайла, чтобы он заставил вашего вассала полюбить вас. Результат может быть не таким, какой вы ожидаете..;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_romance_spouse;Пожелать любви (Супруг(-а));;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_romance_spouse_desc;Попросить Клавикуса Вайла, чтобы он заставил вашу супругу полюбить вас. Результат может быть не таким, какой вы ожидаете...;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_fame;Пожелать уважение и восхищение;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_fame_desc;Попросить Клавикуса Вайла сделать вас уважаемым человеком среди всех, которым все восхищаются. Результат может быть не таким, какой вы ожидаете..;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_power;Пожелать могущество;;;;;;;;;;;;;x;;
oblivion_clavicus_bargain_power_desc;Пожелать могущество, что позволит вам улучшит один из ваших атрибутов. Результат может быть не таким, какой вы ожидаете...;;;;;;;;;;;;;x;;
oblivion_hermaeus_black_book;Прочесть Черную книгу;;;;;;;;;;;;;x;;
oblivion_hermaeus_black_book_desc;Попасть в Апокриф, использую Черную книгу, чтобы раскрыть все его секреты и свой внутренний потенциал.;;;;;;;;;;;;;x;;
oblivion_hircine_lycanthropy;Попросить ликантропию;;;;;;;;;;;;;x;;
oblivion_hircine_lycanthropy_desc;Как создатель оборотней и повелить зверолюдей, Хирсин может даровать вам силу звериной крови, если вы окажетесь достойным. Сверхъестественные существа, оборотни - могучие воины с иммунитетом к болезням и нечеловеческой выносливостью.;;;;;;;;;;;;;x;;
oblivion_hircine_unicorn;Претендовать на Единорога;;;;;;;;;x;;;;;;
oblivion_hircine_unicorn_desc;Попросите Хирсина подарить вам единорога, даэдрического ездового питомца со сверхъестественными способностями, намного превосходящими способности большинства обычных питомцев.;;;;;;;;;x;;;;;;
oblivion_malacath_goblins;Армия гоблинов;;;;;;;;;;;;;x;;
oblivion_malacath_goblins_desc;Воззвать к Малакату, чтобы собрать всех гоблинов, которые живут в вашем царстве, под ваши знамена. Вы получит армию из 1000 гоблинов (невооруженную, малоснаряженную, не наследуюмую), а также 500 воинов за каждое поселение гоблинов на ваших землях. Кроме того, все эти поселения будут немедленно уничтожены.;;;;;;;;;;;;;x;;
oblivion_mehrunes_fuel_ambitions;Насытить амбиции;;;;;;;;;;;;;x;;
oblivion_mehrunes_fuel_ambitions_desc;"Попросить Мерунеса Дагона насытить ваши амбиции. Пока у вас есть черта Амбициозный", это также проявится в небольшом бонусе к атрибутам. Если у вас нет этой черты, завистливость даст немного меньший бонус. Два бонуса не складываются.";;;;;;;;;;;;;x;;
oblivion_mephala_power_of_seduction;Сила обольщения;;;;;;;;;;;;;x;;
oblivion_mephala_power_of_seduction_desc;Попросить Мефалу предоставить дар, который улучшит ваши навыки интриги, боевые навыки и привлекательность.;;;;;;;;;;;;;x;;
oblivion_meridia_grand_bane_of_undead;Великое проклятие нежити;;;;;;;;;;;;;x;;
oblivion_meridia_grand_bane_of_undead_desc;Воззвать к Меридии, чтобы разоблачить и искоренить угрозу нежити взрывом очищающей энергии. Вы и все ваши придворные попадете под взрывную волну, которая ослабит всю нежить. Кроме того, секретные вампиры будут публично разоблачены.;;;;;;;;;;;;;x;;
oblivion_molag_pureblood_vampirism;Запросить чистокровный вампиризм;;;;;;;;;;;;;x;;
oblivion_molag_pureblood_vampirism_desc;Молаг Бал является прародителем чистокровных вампиров, от которых в свою очередь произошли вампиры низкого происхождения. Он может предоставить вам чистокровие, если вы окажетесь достойны. Чистокровные вампиры, кроме бессмертия, более сильны в бою и обладают иммунитетом к заболеваниям, которым подвержены низшие вампиры, также они получают небольшой, но постоянные бонус к навыкам и не нуждаются в крови.;;;;;;;;;;;;;x;;
oblivion_namira_decay_feeds_life;Смерть зарождает новую жизнь;;;;;;;;;;;;;x;;
oblivion_namira_decay_feeds_life_desc;Мусорщики и трупоеды - существа, которые питают почву, зарождая тем самым новую жизнь. Этот процесс может ускорится под руководством Намиры, позволив тем самым почти мгновенно восстановить малонаселенные провинции.;;;;;;;;;;;;;x;;
oblivion_nocturnal_lady_luck;Госпожа Фортуна;;;;;;;;;;;;;x;;
oblivion_nocturnal_lady_luck_desc;Попросить Ноктюрнал сделать вас удачливым, тем самым удалив черту Неудачливый, если она у вас есть, и получить черту Удачливый, если у вас ее нет.;;;;;;;;;;;;;x;;
oblivion_peryite_plague;Чума Периайта;;;;;;;;;;;;;x;;
oblivion_peryite_plague_desc;Молиться Периайту, чтобы он наслал очень заразную, но безвредную эпидемую на ваши земли, которая позволит предотвратить распространение более смертоносных заболеваний.;;;;;;;;;;;;;x;;
oblivion_sanguine_special_brew;Особый напиток Сангвина;;;;;;;;;;;;;x;;
oblivion_sanguine_special_brew_desc;Просить у Сангвина образец особого напитка, приготовленного в Очагах Наслаждений. Напитки, изготовленные даэдрическим Принцем, намного сильнее, чем напитки смертных... и могут иметь мощные магические эффекты.;;;;;;;;;;;;;x;;
oblivion_sheogorath_mad_gifts;Дары Безумия;;;;;;;;;;;;;x;;
oblivion_sheogorath_mad_gifts_desc;Безумие может привести человека к странным, неожиданным сторонам. Попросите Шеогората коснуться ваших земель своим неустойчивым умом и получите один из многих возможных провинциальных модификаторов во всём вашем домене. Эффекты от этих модификаторов сильно различаются...;;;;;;;;;;;;;x;;
oblivion_vaermina_nightmare_rival;Проклятие Кошмара (Враг);;;;;;;;;;;;;x;;
oblivion_vaermina_nightmare_rival_desc;Попросить Вермину, чтобы она поразила вражеского персонажа ужасными кошмарами. Это может оказать драматическое влияние на благополучие цели.;;;;;;;;;;;;;x;;
oblivion_vaermina_nightmare_ruler;Проклятие Кошмара (Враг);;;;;;;;;;;;;x;;
oblivion_vaermina_nightmare_ruler_desc;Попросить Вермину, чтобы она поразила соседнего правителя ужасными кошмарами. Это может оказать драматическое влияние на благополучие цели.;;;;;;;;;;;;;x;;
EKArdor10;Я кладу подношение на алтарь, и через мгновение оно исчезает из виду. Чувство одобрения [From.Offmap.Ruler.GetFirstName] пульсирует в моем сознании.;;;;;;;;;;;;;x;;
EKArdor10Accept;Отлично.;;;;;;;;;;;;;x;;
EKArdor15;Я кладу подношение на алтарь, и через мгновение оно исчезает из виду. Чувство одобрения [From.Offmap.Ruler.GetFirstName] пульсирует в моем сознании.;;;;;;;;;;;;;x;;
EKArdor15Accept;Замечательно.;;;;;;;;;;;;;x;;
EKArdor20;"Поздно вечером меня забирает из тюрьмы и заковывает в кандалы группа вооруженных стражников, и сопровождает к святилищу. Когда они положили меня на алтарь ко мне приближается [FromFrom.GetBestName], дабы встать подле меня, сжимая в руке церемониальный кинжал. Отлично. Жертвоприношение готово," говорит [FromFrom.GetSheHe]. Произнося вновь и вновь слова ритуального песнопения, [FromFrom.GetFirstName]высоко поднимает своё оружие и вонзает прямо в мою обнажённую грудь!";;;;;;;;;;;;;x;;
EKArdor20Accept;НЕТ!!! Только не так! ;;;;;;;;;;;;;x;;
EKArdor25;Жертвоприношение для [From.GetBestName] успешно завершено. Я чувствую как одобрение [FromFrom.Offmap.Ruler.GetFirstName] бурлит в моём теле.;;;;;;;;;;;;;x;;
EKArdor25Accept;Блестяще. ;;;;;;;;;;;;;x;;
EKArdor50;"[From.Offmap.Ruler.GetFirstName] говорит мне. Чтож, [Root.GetFirstName], твоё желание - лишь капля в колодце бесконечного мощуества. Ты хорошо служишь мне и взамен я могу преподнести тебе достойный дар. Какой силы ты возжелаешь сейчас?";;;;;;;;;;;;;x;;
EKArdor50OptA;Улучшить навык дипломатии.;;;;;;;;;;;;;x;;
EKArdor50OptB;Укрепить военное мастерство.;;;;;;;;;;;;;x;;
EKArdor50OptC;Проникнутся духом управленчества. ;;;;;;;;;;;;;x;;
EKArdor50OptD;Стяжать опыт интригана.;;;;;;;;;;;;;x;;
EKArdor50OptE;Продвинутся в познании мира.;;;;;;;;;;;;;x;;
EKArdor50Wrap;(Иное);;;;;;;;;;;;;x;;
EKArdor60;Возле святилища [From.Offmap.Ruler.GetFirstName], прямо из воздуха, проявляется небольшой сундук. Я открываю его и забираю то сокровище, что было мне даровано.;;;;;;;;;;;;;x;;
EKArdor60Accept;Прекрасно!;;;;;;;;;;;;;x;;
EKArdor100;"Портал открывается предо мной и гордый дремора прорывается в мир смертных. Он падает с высоты и приземляется на ноги. Узрев меня, дремора преклоняет колени и говорит: [From.Offmap.Ruler.GetFirstName] услышал твои мольбы и вот, я предстал перед тобой. Я буду твоим верным слугой, [Root.GetFirstName]. Приказывай, я слушаю и повинуюсь.";;;;;;;;;;;;;x;;
EKArdor100Accept;Верный слуга, м-да? ;;;;;;;;;;;;;x;;
EKArdor110;"Вихрь энергии охватывает меня и стихает через мгновенье. [From.Offmap.Ruler.GetFirstName] говорит мне: Ты показал себя верным слугой, и я дарую тебе могущество, дабы ты укреплял мою власть в Нирне... ступай прочь, смертный.";;;;;;;;;;;;;x;;
EKArdor110Accept;Мощь переполняет!;;;;;;;;;;;;;x;;
EKArdor120;"Врата Обливиона открыты! Сквозь дымку измерений ко мне на службу прибывает отряд даэдрических тварей. Они щурятся, с недоверием глядя на небеса Мундуса. Один говорит: Во имя [From.Offmap.Ruler.GetFullName] мы будем служить тебе, [Root.GetBestName]." Врата захлопываются за спинами воинов, но они остаются в Плане Смертных.";;;;;;;;;;;;;x;;
EKArdor120Accept;Я служил(а) Даэдра, а ныне даэдра будут служить мне!;;;;;;;;;;;;;x;;
EKArdor130;Я начинаю чувствовать необычное ощущение, и смотрю на свои руки. Сухожилия и кожа восстанавливаются на моих глазах, похоже, я испытываю эти приятные чувства впервые с тех пор, когда моё превращение в лича было завершено.;;;;;;;;;x;;;;;;
EKArdor130Accept;Моё разложение прошло!;;;;;;;;;x;;;;;;
EKArdor131A;"Цена жалкой нежизни слишком велика для меня, чтобы её платить. Я призываю Клавикуса Вайла, Принца Желаний, и он отвечает на просьбу, возвращая мою плоть в первозданное состояние. "Правильно," говорит Клавикус. "Теперь всё на месте! Разложение остановлено и обращено вспять. Будешь как новенький.";;;;;;;;;x;;;;;;
EKArdor131B;"Цена жалкой нежизни слишком велика для меня, чтобы её платить. Я призываю Клавикуса Вайла, Принца Желаний, и он отвечает на просьбу, отделив плоть от моего тела и оставляя только кости! "Теперь так," замечает со смехом Клавикус. "Твоё разложение прекратилось! А ещё ты похудел(а).";;;;;;;;;x;;;;;;
EKArdor131OptA;Моё разложение прошло!;;;;;;;;;x;;;;;;
EKArdor131OptB;Теперь я скелет!;;;;;;;;;x;;;;;;
EKArdor133;"Узрев разложение своего тела, и страдания, которые это приносит, я призываю Намиру. Но вместо того, чтобы вылечить мое разложение, она предлагает мне выбор. "Это правда, что я могу вылечить это," говорит Намира, "Но есть и другой путь. Я могу сделать так, чтобы это разложение никогда не закончилось - ты не сгниешь полностью, но всегда будешь разлагаться. Выбери это, и ты получишь моё покровительство.";;;;;;;;;x;;;;;;
EKArdor133OptA;Просто излечите от разложения, я не хочу оставаться таким!;;;;;;;;;x;;;;;;
EKArdor133OptATooltip;Вы исцеляетесь от разложения, и возвращаетесь к нормальной жизни...Теперь.;;;;;;;;;x;;;;;;
EKArdor133OptB;Я принимаю ваше предложение!;;;;;;;;;x;;;;;;
EKArdor133OptBTooltip;Ваше разложение остановилось, оно никогда не ухудшается, но и никогда не излечивается.;;;;;;;;;x;;;;;;
EKArdor135;"Чтобы остановить моё гниение, я попросил(а) о помощи Периайта, Принца Эпидемий. "Посмотри на свое тело," говорит Перит, когда моё тело обновилось на глазах. "И когда эта болезнь пройдет, на План Смертных обрушится всё больше проклятий." Когда я возвращаюсь домой, мои стражники сообщили, что полчища монстров и зверей внезапно поселились в пределах наших владений.";;;;;;;;;x;;;;;;
EKArdor135OptA;Небольшая цена за лекарство от разложения.;;;;;;;;;x;;;;;;
EKArdor200;"[From.Offmap.Ruler.GetFirstName] обращается ко мне: Неужели ты, [Root.GetFirstName], желаешь, чтобы я освободил свою мощь и захватил Нирн? Это возможно. И я непременно сделаю это. Но запомни, смертный  - даэдра, что я отправляю, служат во имя Меня, не тебя. Но ты станешь моим посланцем. Ты будешь править этим миром, но только под  моей тенью!" Голос [From.Offmap.Ruler.GetFirstName] стих, но вместо него разразилась даэдрическая буря. Повсюду, куда ни кинь взор, открываются циклопические Врата Обливиона - одно за другим. Даэдрическое войско выходит из этих Врат...";;;;;;;;;;;;;x;;
EKArdor200Accept;Кровь во имя Даэдра! Пусть Мундус сгорит!;;;;;;;;;;;;;x;;
EKArdor210Title;Даэдрическое вторжение;;;;;;;;;;;;;x;;
EKArdor210;Из земель [From.GetFirstName] поступают бесчисленные донесения наших соглядатаев. Их содержание кажется пугающей сказкой - врата Обливиона появляются из ниоткуда и полчища хищных Даэдра вырываюстя наружу, распространяясь по окрестной местности. Даэдра шествуют под знаменем [From.GetFirstName], но судя по всему он всего лишь земной слуга  [FromFrom.Offmap.Ruler.GetFirstName], раб, направляющий армии Владыки Даэдра. Если ничего не предпринимать, весь мир может стать владением вечного даэдрического повелителя!;;;;;;;;;;;;;x;;
EKArdor210OptA;Я паду на колени перед [FromFrom.Offmap.Ruler.GetFirstName]!;;;;;;;;;;;;;x;;
EKArdor210OptB;Я последую за [FromFrom.Offmap.Ruler.GetFirstName], но лишь в тайне…;;;;;;;;;;;;;x;;
EKArdor210OptC;Я продолжу действовать, но не последую за знамёнами [FromFrom.Offmap.Ruler.GetFirstName].;;;;;;;;;;;;;x;;
EKArdor210OptD;Приближается буря!;;;;;;;;;;;;;x;;
EKInvasionResolution60;Даэдра окружили меня, но их численность не дает им никакого преимущества - я убиваю их всех. После битвы я чувствую, что ещё многое предстоит сделать.;;;;;;;;;x;;;;;;
EKInvasionResolution60Accept;[FromFrom.GetBestName] должен быть побежден!;;;;;;;;;x;;;;;;
EKTribunal15;К [GetFromRootCompliment] [Root.GetFirstName],\n\nЯ с большой радостью принимаю ваше благотворительное пожертвование Храму. Уверяю вас, что этот добрый поступок не останется незамеченным - и не будет забыт.\n\nПодпись, [From.GetBestName];;;;;;;;;x;;;;;;
EKTribunal15Accept;Замечательно.;;;;;;;;;x;;;;;;
EKTribunal25;Я только что заказал(а) фреску [From.Offmap.Ruler.GetFirstName] которая, как я надеюсь, сможет охватить величественную элегантность [From.Offmap.Ruler.GetHerHis]. Пройдет некоторое время, прежде чем художники прибудут к моему двору , чтобы начать свое задание.;;;;;;;;;x;;;;;;
EKTribunal25Accept;Надеюсь, художники поторопятся!;;;;;;;;;x;;;;;;
EKTribunal27;Художники, наконец, прибыли и начали делать наброски фрески. Однако, прежде чем они возьмут на себя обязательство нарисовать её, художники спросили, какие материалы я хотел(а) бы использовать при создании фрески.;;;;;;;;;x;;;;;;
EKTribunal27OptA;Мои средства ограниченны. Используйте дешевые, базовые краски.;;;;;;;;;x;;;;;;
EKTribunal27OptB;Давайте используем что-нибудь красивое.;;;;;;;;;x;;;;;;
EKTribunal27OptC;Я хочу краску из золота и измельченных драгоценных камней !;;;;;;;;;x;;;;;;
EKTribunal29;Фреска почти закончена. Есть несколько деталей, которые нужно проработать, в частности, лицо [FromFromFrom.Offmap.Ruler.GetFirstName]. Уважаемый мастер-художник уловил суть нашего проекта и вызвался завершить фреску...За определенную плату.;;;;;;;;;x;;;;;;
EKTribunal29OptA;Нет, я не думаю, что вы это сделаете.;;;;;;;;;x;;;;;;
EKTribunal29OptB;Конечно! Ваша помощь будет весьма кстати.;;;;;;;;;x;;;;;;
EKTribunal29OptC;Я сам(а) являюсь мастером-художником. Я разберусь с этим!;;;;;;;;;x;;;;;;
EKTribunal30A1;Наконец-то фреска завершена! Церемония открытия, кажется, идет хорошо, хотя гости отмечают, что изображение Леди Альмалексии довольно обыденное. Тем не менее, представитель, присланный Айем, заверяет, что мой жест благочестия не будет забыт.;;;;;;;;;x;;;;;;
EKTribunal30A2;Наконец-то фреска завершена! На церемонии открытия, фреска Леди Алмалексии была показана под аплодисменты - гости согласны с тем, что получившийся продукт - прекрасное изображение Матери Морровинда. Довольный представитель, присланный Айем, сообщает мне, что это произведение искусства принесло мне определенное признание.;;;;;;;;;x;;;;;;
EKTribunal30A3;"Наконец-то фреска завершена! Во время церемонии открытия, зрители отреагировали на фреску Леди Альмалексии бурными аплодисментами. "Внушает благоговение" - это одно из многих хвалебных слов, коими описывают это произведение искусства. Представитель, отправленный Айем, очень впечатлен и объяснил, что мое "образцовое изображение" Матери Морровинд было бы достойно показа в её собственном храме!";;;;;;;;;x;;;;;;
EKTribunal30B1;Наконец-то фреска завершена! Церемония открытия, кажется, идет хорошо, хотя гости отмечают, что изображение Сота Сила довольно обыденное. Тем не менее, представитель, присланный Сехтом, заверяет, что мой жест благочестия не будет забыт.;;;;;;;;;x;;;;;;
EKTribunal30B2;Наконец-то фреска завершена! На церемонии открытия, фреска Сота Сила была показана под аплодисменты - гости согласны с тем, что получившийся продукт - прекрасное изображение Мага-Лорда. Довольный представитель, присланный Сехтом, сообщает мне, что это произведение искусства принесло мне определенное признание.;;;;;;;;;x;;;;;;
EKTribunal30B3;"Наконец-то фреска завершена! Во время церемонии открытия, зрители отреагировали на фреску Сота Сила бурными аплодисментами."Внушает благоговение" - это одно из многих хвалебных слов, коими описывают это произведение искусства. Представитель, отправленный Сехтом, очень впечатлен и объяснил, что мое "образцовое изображение" Мага-Лорда было бы достойно показа в самом Заводной Городе!";;;;;;;;;x;;;;;;
EKTribunal30C1;Наконец-то фреска завершена! Церемония открытия, кажется, идет хорошо, хотя гости отмечают, что изображение Лорда Вивека довольно обыденное. Тем не менее, представитель, присланный Вехком, заверяет, что мой жест благочестия не будет забыт.;;;;;;;;;x;;;;;;
EKTribunal30C2;Наконец-то фреска завершена! На церемонии открытия, фреска Лорда Вивека была показана под аплодисменты - гости согласны с тем, что получившийся продукт - прекрасное изображение Воина-Поэта. Довольный представитель, присланный Вехком, сообщает мне, что это произведение искусства принесло мне определенное признание.;;;;;;;;;x;;;;;;
EKTribunal30C3;"Наконец-то фреска завершена! Во время церемонии открытия, зрители отреагировали на фреску Лорда Вивека бурными аплодисментами. "Внушает благоговение" - это одно из многих хвалебных слов, коими описывают это произведение искусства. Представитель, отправленный Вехком, очень впечатлен и объяснил, что мое "образцовое изображение" Воина-Поэта было бы достойно показа в его собственном дворце!";;;;;;;;;x;;;;;;
EKTribunal30Accept;Я стою рядом с Храмом!;;;;;;;;;x;;;;;;
EKTribunal50;"На рассвете стражники заходят в мою камеру, связывают меня и приводят на плтатформу снаружи, перед собравшейся толпой, которая освистывает моё появление. [From.GetBestName] заявляет, что меня будут судить за ересь, направленную против Храма Трибунала. Судебное разбирательство было недолгим, разные свидетели вызваны, чтобы дать показания по моим предполагаемым преступлениям. В конце концов, [From.GetFirstName] мрачно смотрит на меня и достает оружие. "Вы, [Root.GetFirstName] признаны виновными по всем пунктам обвинения и приговариваетесь к смертной казни! Но я вспоминаю акты милосердия, свершаемые [From.Offmap.Ruler.GetFirstName] и вдохновляюсь ими. Вы не умрете сегодня, [Root.GetFirstName]! Помните, что вас пощадил пример [From.Offmap.Ruler.GetFirstName] !" Меня немедленно освобождают, и уводят прочь от уже ликующей толпы.";;;;;;;;;x;;;;;;
EKTribunal50Accept;По крайней мере, я всё ещё жив(а)...;;;;;;;;;x;;;;;;
EKTribunal52;Утром я председательствовал в суде над [From.GetBestName] которого обвиняют в еретических действиях против Храма Трибунала. Появляется ряд свидетелей, каждый из которых дает показания против [From.GetFirstName] в очень краткой форме. В конце концов, [From.GetFirstName] был осужден, и вынесенный ему приговор - смерть. Но я объявляю толпе, что милосердный характер [FromFrom.Offmap.Ruler.GetFirstName] вдохновил меня, и подражая великодушному поведению нашего члена Трибунала, я освобождаю [From.GetFirstName] под громкие аплодисменты.;;;;;;;;;x;;;;;;
EKTribunal52Accept;Помните пример [FromFrom.Offmap.Ruler.GetFirstName] !;;;;;;;;;x;;;;;;
EKTribunal302;Три благословения, [Root.GetFirstName].\n\nЯ выслушал вашу просьбу и лично помогу нашим людям. Я сделаю это быстро, с предельной решимостью, вы и ваш народ больше не будете беспокоиться.\n\nПодпись, [From.GetBestName];;;;;;;;;x;;;;;;
EKTribunal302Accept;Чудесные новости!;;;;;;;;;x;;;;;;
EKTribunal305Title;[tribune_peacemaker.GetFirstName] Приключение;;;;;;;;;x;;;;;;
EKTribunal305;Бедствия, угрожающие моему народу, были ликвидированы, казалось бы, за одну ночь. Подтверждено, что [tribune_peacemaker.GetFirstName] путешествовал(а) по земле, убивая все, что угрожало моим людям.;;;;;;;;;x;;;;;;
EKTribunal305Accept;Как удачно!;;;;;;;;;x;;;;;;
EKTribunal310Title;Oрдинаторы прибыли!;;;;;;;;;x;;;;;;
EKTribunal310;Мои усилия по оказанию помощи Ординаторам увенчались успехом. Эскадрилья, принадлежащая Ордену Войны прибыла в [Root.Capital.GetName] с намерением выследить диверсантов внутри королевтсва. Они также помогут всем вассалам, присягнувшим в верности Храму;;;;;;;;;x;;;;;;
EKTribunal310Accept;Ересь будет устранена!;;;;;;;;;x;;;;;;
EKTribunal310Clearance;Ординаторы рассеяны по всему королевству...;;;;;;;;;x;;;;;;
EKTribunal311Title;Oрдинаторы прибыли!;;;;;;;;;x;;;;;;
EKTribunal311;Ординаторы изначально запросили [From.GetBestName], прибывшего сегодня ко двору. Они ищут врагов Храма с целью содействия религиозному обращению и подавления религиозных волнений.;;;;;;;;;x;;;;;;
EKTribunal311Accept;Интересно...;;;;;;;;;x;;;;;;
EKTribunal311Clearance;Ординаторы рассеяны по всему королевству...;;;;;;;;;x;;;;;;
EKTribunal325Title;Крестоносцы Храма;;;;;;;;;x;;;;;;
EKTribunal325;Поскольку верующие Храма находятся под угрозой, [tribune_crusader.GetFirstName] собрал(а) армию, с целью изгнать неверных оккупантов. Благородные воины, закаленные в боях наемники, призванные даэдра, и наспех вооруженные паломники ответили на призыв, собравшись в [Root.Capital.GetName] и стиснув зубы, отправились в бой.;;;;;;;;;x;;;;;;
EKTribunal325Accept;АЛЬТАДУН ДАНМЕРИ!;;;;;;;;;x;;;;;;
EKTribunal340Title;Благодать Альмалексии;;;;;;;;;x;;;;;;
EKTribunal340;"[almalexia_here.GetFirstName] внезапно появляется при моем дворе, с улыбкой приветствуя меня. "Я услышала твои мольбы и тронута ими", - говорит она. "Не бойся, дитя. Душевная болезнь может быть исцелена". Она прикасается ко мне и меня окружает магическая аура, которая вскоре рассеивается. Внезапно я чувствую невероятную ясность ума. Выслушав мои благодарения, Альмалексия прощается и уходит.";;;;;;;;;x;;;;;;
EKTribunal340Accept;Мне больше не угрожает душевная болезнь!;;;;;;;;;x;;;;;;
EKTribunal345Title;Зеркало Сота Сила;;;;;;;;;x;;;;;;
EKTribunal345;"[sothasil_here.GetFirstName] появляется передо мной, как будто из ниоткуда. "Ты просил могущества",- замечает Чародей. "Это зеркало - то, что ищешь". Он накладывает на меня заклинание и кивает. "Это зеркало убережет тебя от любых нападений". Я благодарю его, и Сота Сил исчезает в мгновение ока.";;;;;;;;;x;;;;;;
EKTribunal345Accept;Я чувствую великую силу, сокрытую внутри меня!;;;;;;;;;x;;;;;;
EKTribunal350Title;Прикосновение Вивека;;;;;;;;;x;;;;;;
EKTribunal350;"[vivec_here.GetFirstName] прибыл к моему двору. "Я вижу, что ты болен, [Root.GetFirstName]. Тебе не обязательно страдать или умирать. Уважай своих врагов, а тем более друзей, и можешь считать себя и моим другом". Вивек протягивает обе руки и касается на мгновение моего плеча. Сквозь меня струится магия, и я чувствую, что болезнь уходит! Он опускает руки и улыбается. Мы прощаемся друг с другом, после чего Поэт уходит.";;;;;;;;;x;;;;;;
EKTribunal350Accept;Я чувствую себя невероятно!;;;;;;;;;x;;;;;;
EKTribunal350Tooltip;Все заболевания [Root.GetBestName] будут исцелены.;;;;;;;;;x;;;;;;
Tribunal305Clearance;Все провинциальные катастрофы в ваших владениях будут удалены.;;;;;;;;;x;;;;;;
EKThras101;К [GetFromRootInsult] [Root.GetTitledFirstNameWithNick], \n\nМудрое, Почтенное, Неукротимое Высокое Величество [From.Offmap.Ruler.GetTitledName] услышал вашу просьбу, и самым удивительным образом решил избавить Вас и Ваше королевство от полного уничтожения. Служите нашему Высокому Величеству [From.Offmap.Ruler.GetTitledName] с величайшем уважением и почтением, и [From.Offmap.Ruler.GetSheHe] может посчитать нужным помочь Вам, если вам понадобится помощь. \nС уважением, \n[From.GetTitledName];;;;;;;;;x;;;;;;
