fussy_desc;Этот ребенок необычайно придирчив к деталям, которые выглядят совершенно незначительными для других. Может вырасти: §Yтерпеливым§!, §Yжадным§! или §Yпараноиком§!.;L'enfant accorde une grande importance aux dйtails, mкme si ceux-ci semblent sans importance pour les autres, lui causant parfois anxiйtй et frustration. Ceci peut conduire aux traits §YPatience§!, §YAvarice§! ou §YParanoпa§!.;Das Kind misst scheinbar nebensдchlichen Kleinigkeiten groЯe Bedeutung zu, was nicht alle nachvollziehen kцnnen und manchmal fьr Frustration sorgt. Mцgliche Entwicklungen: §YGeduldig§!, §YGierig§! oder §YParanoid§!.;;Este niсo es muy particular acerca de los detalles que parecen triviales para otros, a veces hasta el punto de causar ansiedad y frustraciуn. Puede desarrollarse como: §YPaciente§!, §YCodicioso§! o §YParanoico§!.;;;;;;;;;x
curious_desc;Этот ребенок очень любознательный, повсюду суёт свой нос, задаёт вопросы, ищет всё новое и необычное. Может вырасти: §Yпроницательным§!, §Yциничным§! или §Yсочувствующим к другим религиям§!.;L'enfant est de nature curieuse et pose constamment des questions, а la recherche de nouvelles choses intйressantes а dйcouvrir. Ceci peut conduire aux traits §YRuse§!, §YCynisme§! ou §YSympathie pour une autre religion§!.;Das Kind kann stundenlang Fragen stellen und ist immer auf der Suche nach neuen und interessanten Dingen. Mцgliche Entwicklungen: §YKlug§!, §YZynisch§! oder §YSympathie fьr andere Religionen§!.;;Este niсo tiene una naturaleza inquisitiva, estб preguntando constantemente y buscando cosas nuevas e interesantes. Puede desarrollarse como:  §YAstuto§!, §YSuspicaz§! o §Ysimpatнas por otras religiones§!.;;;;;;;;;x
idolizer_desc;Этого ребенка очень легко удивить, его занимают вселенские истины и судьбы мира. Может вырасти: §Yнабожным§!, §Yэрудитом§!, §Yхилым§! или §Yнеопрятным§!.;L'enfant est impressionnable et a йgalement un puissant dйsir de connaоtre les grandes vйritйs de ce monde. Ceci peut conduire aux traits §YZиle§!, §YЙrudition§!, §YFrкle§! ou §YSlovenly§!.;Das Kind ist leicht zu beeindrucken und hat eine groЯe Sehnsucht nach endgьltigen Wahrheiten. Mцgliche Entwicklungen: §YEifrig§!, §YGebildet§!, §YSchwдchlich§! oder §YSlovenly§!.;;Este niсo se impresiona fбcilmente y tambiйn tiene un deseo ferviente de buscar las ъltimas verdades. Puede desarrollarse como: §YCeloso§!, §YErudito§!, §YFrбgil§! or §YSlovenly§!.;;;;;;;;;x
holding_large_feast;Проведение большого праздника.;;;;;;;;;;;;;x
JOIN_AMBITION_INTERACTION_LETTER;Мы будем рады, если Вы поддержите наш заговор, цель которого - [Actor.GetPlot].;;;;;;;;;;;;;x
IS_MARRIED_TO;Состоит в браке с §Y$WHO$§!\n;;;;;;;;;;;;;x
IS_LOVER_OF;и §Y$WHO$§! - любовники;;;;;;;;;;;;;x
IS_CLOSE_RELATIVE;Является близким родственником\n;;;;;;;;;;;;;x
job_chancellor_khajiit_pantheon;Канцлер;;;;;;;;;;;;;x
job_marshal_khajiit_pantheon;Маршал;;;;;;;;;;;;;x
job_treasurer_khajiit_pantheon;Управляющий;;;;;;;;;;;;;x
job_spymaster_khajiit_pantheon;Тайный Советник;;;;;;;;;;;;;x
job_spiritual_khajiit_pantheon;Магистр;;;;;;;;;;;;;x
COUNTY_CAPITAL_OF;§Y$NAME$§! (Столица);;;;;;;;;;;;;x
obj_amass_wealth_desc;[This.GetTitledFirstName] хочет накопить значительную сумму денег.;;;;;;;;;;;;;x
OFFER_VASSALIZATION_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W соглашается с предложением, которое делает §Y[Actor.GetBestName]§W, и становится [Actor.GetHersHis] вассалом.;;;;;;;;;;;;;x
OK;ОК;;;;;;;;;;;;;x
#PLAYER_SUCCESSOR_CHANGED_LOG;У Вас появился новый наследник. Если Вы умрете сейчас, то будете играть, как §Y$NEW_SUCCESSOR$§!;;;;;;;;;;;;;x
RANSOM_CHARACTER_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W отказывается платить выкуп, и §Y[ThirdPartyCharacter.GetTitledFirstName]§W остаётся в плену, в котором [ThirdPartyCharacter.GetHersHis] держит §Y[Actor.GetBestName]§W;;;;;;;;;;;;;x 
REL_INVESTITURE_DESC;$NAME$ даёт епископам возможность при желании платить налоги религиозному главе, а не своему светскому сюзерену;;;;;;;;;;;;;x
RULE_NON_EPIDEMIC_DISEASES_DEFAULT_DESC;Неинфекционные заболевания, такие как Каменная подагра и Зелёные споры, происходят с обычной частотой.;;;;;;;;;;;;;x
EVTDESC501;[From.GetTitledFirstName] и [From.GetPossPronoun] [GetFromVsNewRelation] [New.GetTitledFirstName] поженились, создав священный союз близких родственников. Мы можем собрать специальный королевский налог, чтобы оплатить церемонию.;;;;;;;;;x;;;;
maimed_effect_tooltip;§Y[This.GetBestName]§! станет §YИскалеченным§!\n;;;;;;;;;x;;;;
hedonist_desc;Этот персонаж решил жить в разврате и грехе. Вероятно, это отразится на его здоровье.;;;;;;;;;x;;;;
hunter_desc;Этот персонаж - охотник, и чувствует себя по-настоящему живым, только когда преследует и убивает свою добычу.;;;;;;;;;x;;;;
BISHOP_LOYALTY_DESC;Духовентство не обязано платить налоги - или предоставлять солдат - своему светскому сюзерену. Они платят своему религиозному главе, их светскому сюзерену или даже анти-религиозному лидеру, в зависимости от того, кто им больше нравится.;Les йvкques catholiques ne sont pas tenus de payer des impфts, ou de fournir des troupes, а leur seigneur sйculier. Ils versent de l'argent au Pape, а leur seigneur sйculier, voire а un antipape selon leurs prйfйrences.;Katholische Bischцfe sind nicht verpflichtet, ihrem weltlichen Lehnsherrn Steuern zu zahlen oder Aufgebote bereitzustellen. Sie leisten ihre Zahlungen an den Papst, ihren weltlichen Lehnsherrn oder sogar an einen Gegenpapst. Je nachdem, wen sie bevorzugen...;;Los obispos catуlicos no estбn obligados a pagar impuestos o proporcionar levas a su seсor seglar. Pagarбn al que mбs les guste: al papa, al seсor seglar o incluso al Antipapa.;;;;;;;;;x
OPINION_OF_POPE;Мнение Главы Религии;;;;;;;;;;;;;x
EVTDESC_WOL_81_F;Не так уж и просто спать с каждым мужчиной, который занимает мои фантазии. Ревнивые жёны, бдительные матери, любопытные придворные - требуются особые навыки, чтобы выжить в этой змеиной яме!;;;;;;;;;;x;;;
EVTDESC_WOL_81_M;Гоняться за юбками не так-то просто. Ревнивые мужья, бдительные родители, любопытные горничные... Чудо, что я ещё жив!;;;;;;;;;;x;;;
EVTOPTA9002;Моя пагубная зависимость не должна быть раскрыта...;;;;;;;;;;;;;x
EVTDESC935;Моя шпионская сеть в [Root.Location.GetName] исследовала местных дворян, и выяснилось, что один из них является рабом ядовитой скумы... Угрожая распространить эти слухи, мой сюзерен мог бы получить от них услуги или деньги.;;;;;;;;;x;;;;
EVTDESC20350;Мой сеньор, моя сеть шпионов здесь - в [From.Location.GetName] выяснила, что местный дворянин является скумовым наркоманом. Что нам делать с этой информацией?\n\nВаш скромный Тайный Советник,\n[From.GetTitledName];;;;;;;;;;x;;;
EVTOPTA20350;Шантажировать его!;;;;;;;;;;;;;x
EVTOPTB20350;Распространяйте слухи о нём.;;;;;;;;;;;;;x
EVTDESC_RIP_4514;Сегодня ко двору прибыл персонаж по имени [homeless_leper.GetFirstName], страдающий от бурой гнили. Когда карантинные помещения в [hospital_location.GetName] были уже переполнены, [homeless_leper.GetSheHe] оказалось некуда идти, и теперь он(а) просит вас о помощи.;;;;;;;;x
EVTDESC_RIP_4520;На огороды в [kitchen_hospital.GetName] был недавно совершен налет вредителей, и теперь они практически лишены съедобной пищи. Без них многие бедняки могут умереть с голоду.;;;;;;;;x
EVTOPTA_RIP_4520;Я оплачу пересаживание овощей и фруктов.;;;;;;;;x
EVTDESC_MNM_10023_SR_C;[Root.GetTitledFirstName],\n\nНам стало известно, что вы больше не следуете нашим правилам и рекомендациям. Хотя ваша служба была замечательной, мы больше не можем поддерживать с вами контакт.\n\n\nПодписано, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;x
String_January;Утренней звезды;;;;;;;;x
String_February;Восхода солнца;;;;;;;;x
String_March;Первого зерна;;;;;;;;x
String_April;Руки дождя;;;;;;;;x
String_May;Второго зерна;;;;;;;;x
String_June;Середины года;;;;;;;;x
String_July;Высокого солнца;;;;;;;;x
String_August;Последнего зерна;;;;;;;;x
String_September;Огня очага;;;;;;;;x
String_October;Начала морозов;;;;;;;;x
String_November;Заката солнца;;;;;;;;x
String_December;Вечерней звезды;;;;;;;;x
action_assist_arrest_desc;Пришлите [GetMarshalName] достаточное количество войск, чтобы подавить восстания и облегчить аресты местных вассалов, а также искоренить и уничтожить продолжающуюся преступную деятельность и заражения.;;;;;;;;;;;;;x
action_hunt_heretics;Охота На Мерзость;;;;;;;;;;;;;x;
action_hunt_heretics_desc;[GetLordSpiritualName] будет охотиться на вампиров и оборотней, скрывающихся в вашем дворе и Королевстве, вытаскивая этих монстров на свет, чтобы все их увидели..;;;;;;;;;;;;;x;
RULE_ACHIEVEMENTS_WARNINGS; §RНе поддерживается командой Elder Kings!§!;;;;;;;;x
