#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;x
ERA_CHAR_INFO_42104;Базраг король орков Орсиниума - взошёл на трон Орсиниума после неудачного правления Курога, его предшественника и бывшего друга, пытавшегося объединить племена орсимеров. Членство Орсиниума в Ковенанте Даггерфолла основывалось на соглашении Курога с Верховным Королем Эмериком, Базраг оказался без внешних союзников. Орсиниум - молодое королевство, и сама идея единого государства орков пугает соседей Базрага, которые были бы рады увидеть свержение воинственного фанатика Малаката. Но наследникам Эмерика не хватает его власти, и со временем Ковенант Даггерфолла может перестать существовать. Если так, то у новоиспеченного короля Орсиниума появится прекрасная возможность расширить границы своей нации.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_136500;Королева Лира;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_136500;Лира, акавирская королева Риммена. Несмотря на то, что Лира является внучкой короля-волшебника Абнура Тарна и носит фамилию Тарн, в ней мало нибенейского духа. Её отец был акавирским наемником, она родилась похожей на него внешне и полюбила культуру Акавира. Когда Аттребус начал преследование акавирцев и цаэски в Сиродииле, Лира приветствовала их с распростертыми объятиями. Это разгневало самопровозглашенного Императора Сиродиила и привлекло к Римменскому конфликту. Лира поклялась в верности Гриве Эльсвейра, в надежде, что тот защитит ее от гнева коловианского военачальника и начала новую эпоху Риммена как члена Эльсвейрской конфедерации.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_66009;Грива Ма'Джидарр;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_66009;Ма'Джидарр, пеллитинский Грива Эльсвейра. Ma'Джидарр молод, но мудр не по годам. В отличие от большинства своих предшественников, нынешний Грива амбициозен и хитер, он не упускает ни одной возможности. Война между Империей и Римменом предоставила ему прекрасную возможность показать всем свои возможности. Ма'Джидарр предложил Лире Тарн свою защиту в обмен на непоколебимую верность и стремится не только поместить Риммен под знамена Эльсвейра, но и захватить плодородный западный берег реки Нибен.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_6629;Император Аттребус;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_6629;Аттребус, коловианский император Сиродиила. Самопровозглашенный спаситель от даэдрической угрозы, Аттребус - один из самых жестоких людей Тамриэля. Став императором, он начал преследование и уничтожение даэдропоклонников, особенно тех, которые связаны с Молаг Балом. Аттребус с опасением относится к цаэски, пьющим кровь, их родственники - акавирцы едва ли лучше их. Именно это заставило многих из них бежать в Риммен. Аттребус обратил свое внимание на государство, раскинувшееся на юге и стремится полностью его уничтожить.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_6105;Король Каролус;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_6105;Каролус Аквилариос, коловианский король Кватча. Племянник бывшего императора Сиродиила Варена Аквилариоса, Каролус построил себе репутацию стойкого защитника Кватча во время восстания Варена, а затем во время Войны Альянсов. Обладая проницательным политических умом и с помощью наемных убийц, Каролус взял под свой контроль весь Золотой берег. За исключением стычек со Скинградом, Рихадом и Валенвудом, владения Каролуса находятся в состоянии мира. Кватч сияет как маяк стабильности и процветания, в сравнении с соседним Сиродиилом, находящимся под властью тирана Аттребуса, что делает Кватч и Каролуса потенциальной целью для будущих узурпаторов.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_36007B;Королева Эйренн;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_36007B;Эйренн, Альтмерская Королева Алинора - Неспособность Альдмерского Доминиона захватить Рубиновый Трон ознаменовала то, что подданные Нежданной Королевы воспринимали это как грубую неудачу не только для нее, но и для самого мандата Доминиона. И Валенвуд и Эльсвейр, оба объявили независимость после Войны Альянсов, но это всего лишь небольшое препятсвие для таких, как Эйренн. Еще совсем молодая по меркам Альтмеров, она уже пережила почти всех своих соперников со времен Слияния Планов, и сохраняющаяся нестабильность в Тамриэле - неопровержимое доказательство в ее глазах того, что ее усилия по обеспечению мира и процветания на мировой арене следует удвоить.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_30068;Королева Белеваль;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_30068;Белеваль, Королева Босмеров Валенвуда - Белеваль Каморан, раздраженная постоянным территориальным посягательством со стороны Коловии, пресмыкательством перед Верховной Королевой Алинора и продолжающимся, но безрезультатным соперничеством с Эльсвейром, объявила независимость от Альдмерского Доминиона, когда распад Империи был уже очевиден. Изоляционистку Белеваль, испытывающую непомерную ненависть ко всем своим соседям, держит на плаву лишь одна вещь - её хитрость. Ошеломляющие победы над Алинором позволили ей вернуть большую часть Валенвуда, но настроения против Доминиона за последние два десятилетия угасли, и в результате число воинов-босмеров, готовых продолжать вести войну уменьшилось. Валенвуд снова оказался в ненадежной ситуации.;;;;;;;;;;;;;x;;;;
