LOADING_TIP_138;Пелагий был принцем Вэйреста до того, как стать ярлом Солитьюда, а затем императором Тамриэля. Бретонцы любят шутить, что именно пребывание в Хай Роке свело его с ума.\n- Праздники залива Илиак.;;;;;;;;;;;;;x
LOADING_TIP_139;В следующий раз напиши мне письмо перед своим приездом.\n- Рислав Праведный, король Скинграда. Слова Императору Гориеусу и его армии.;;;;;;;;;;;;;x
LOADING_TIP_140;"Они - организация, призванная разыгрывать вечный круговорот Нир. Убийство, как они говорят, самое естественное торжество радости или жизни.\n- "Источник Хаоса" о Мораг Тонг.";;;;;;;;;;;;;x
LOADING_TIP_141;Отца М'Айка тоже звали М'Айк. И отца отца М'Айка. По крайней мере, его отец так говорил \n- М'Айк Лжец.;;;;;;;;;;;;;x
LOADING_TIP_142;М'Айк считает, что те, кто постоянно напиваются вином, не могут быть по-настоящему счастливы. Именно поэтому он пьёт воду.;;;;;;;;;;;;;x
LOADING_TIP_143;Ведьмы и охотники на них так часто ссорятся. М'Айк думает, что они неровно друг к другу дышат.;;;;;;;;;;;;;x
LOADING_TIP_144;Норды так любят бороды. Столько бородатых. М'Айк думает, они мечтают о роскошных гривах каджитов.;;;;;;;;;;;;;x
LOADING_TIP_145;М'Айк знает много, говорит мало. М'Айк знает многое, чего другие не знают.;;;;;;;;;;;;;x
LOADING_TIP_146;Пусть Восемь и Один направят твои шаги.\n- слова Пророка.;;;;;;;;;;;;;x
LOADING_TIP_147;"Уборку, да? У меня есть кое-что для тебя. Вот, отполируй мое копье.\n - Крантиус Колто, "Похотливая аргонианская дева".";;;;;;;;;;;;;x
LOADING_TIP_148;Стой, потенциальный король крестоносцев! Отправляйся в мод и ускоряй время загрузки. Твой свободный вечер теперь конфискован.;;;;;;;;;;;;;x
LOADING_TIP_149;В Тамриэле существует много гильдий, некоторые из них взаимодействуют с Йокудой и Пиандонеей. На Акавире четыре гильдии. А на Атморе гильдии отсутствуют.;;;;;;;;;;;;;x
LOADING_TIP_150;Драконорожденные персонажи гораздо более талантливы в изучении Ту'Ума, чем персонажи, не являющиеся Драконорожденными. Те в, которых течет Драконья Кровь, также обладают навыками для изучения Ту'Ума.;;;;;;;;;;;;;x
LOADING_TIP_151;Торговые гильдии Тамриэля и Акавира предлагают возможности для улучшения вашего образования, а также обучения по специальностям, таким как Бард, Рыцарь и Воин-маг;;;;;;;;;;;;;x
LOADING_TIP_152;Каждая специализация имеет уникальный бонус. Торговцы получают больше налогового дохода. Охотники на ведьм лучше защищены от вражеских заговоров. Крестоносцы наносят больше урона армиям религиозных врагов.;;;;;;;;;;;;;x
LOADING_TIP_153;Если Орсиниум падет, блуждащие группы мужественных возможно будут путешествовать по Нирну, в поисках нового пристанища.;;;;;;;;;;;;;x
LOADING_TIP_154;Наводящий на размышления шёпот Принцев Даэдра, стремящихся превратить слабовольных в своих прислужников, для некоторых может стать тяжелым испытанием, не обращать на него внимания…;;;;;;;;;;;;;x
LOADING_TIP_155;Выбор фокуса Образование и выбор изучения Обливиона предлагает правителям возможность нанять ученого, знакомого с любым из Даэдрических Принцев, и в свою очередь, возможность присоединиться к культу Принца;;;;;;;;;;;;;x
LOADING_TIP_156;Хотя славные дни Культа Драгона давно уже в прошлом, ходят слухи, что в Атморе и Акавире есть, те которые поклялись в верности Драконам, таким образом, получив их помощь на поле битвы;;;;;;;;;;;;;x
LOADING_TIP_157;Оборотни и вампиры имеют возможность передать часть своих сверхъественных способностей потомкам.;;;;;;;;;;;;;x
LOADING_TIP_158;Легендарные навыки можно получить пройдя обучение. Например, Гильдия Магов в Тамриэле или Трансцендентные Архитекторы в Акавире, предлагают обучение навыку Легендарного Мага;;;;;;;;;;;;;x
LOADING_TIP_159;Каждый правитель может получить быстроходного коня, спутника или хорошую книгу. Посетите рынок через вкладку "Решения", чтобы купить транспортные средства и домашних животных или посетите библиотеку, чтобы отточить свои навыки.;;;;;;;;;;;;;x
