b_bodra;Бодра;;;;;;;;;;;;;x;
b_bodrum;Бодрум;;;;;;;;;;;;;x;
b_bogat;Богат;;;;;;;;;;;;;x;
b_boghollow;Богхоллоу;;;;;;;;;;;;;x;
b_bogos;Богос;;;;;;;;;;;;;x;
b_bogwater;Богуотер;;;;;;;;;;;;;x;
b_bogwraith;Богрейс;;;;;;;;;;;;;x;
b_bokhtar;Бохтар;;;;;;;;;;;;;x;
b_bolete;Болет;;;;;;;;;;;;;x;
b_bolgali;Болгали;;;;;;;;;;;;;x;
b_bolirt;Болирт;;;;;;;;;;;;;x;
b_bolkara;Болкара;;;;;;;;;;;;;x;
b_bolugol;Болуголь;;;;;;;;;;;;;x;
b_bolukale;Болукейл;;;;;;;;;;;;;x;
b_bolukars;Болукарс;;;;;;;;;;;;;x;
b_boluya;Болайя;;;;;;;;;;;;;x;
b_boluzip;Болузип;;;;;;;;;;;;;x;
b_bondar;Бондар;;;;;;;;;;;;;x;
b_bonduaic;Бондуайк;;;;;;;;;;;;;x;
b_bonechill;Боунчилл;;;;;;;;;;;;;x;
b_bonescrest;Костяной Гребень;;;;;;;;;;;;;x;
b_bonewood;Боунвуд;;;;;;;;;;;;;x;
b_bongor;Бонгор;;;;;;;;;;;;;x;
b_bonior;Бониор;;;;;;;;;;;;;x;
b_boonaca;Бунака;;;;;;;;;;;;;x;
b_bootle;Бутл;;;;;;;;;;;;;x;
b_borderkeep;Бордеркип;;;;;;;;;;;;;x;
b_borderpoint;Бордерпойнт;;;;;;;;;;;;;x;
b_borderwatch;Пограничная Застава;;;;;;;;;;;;;x;
b_borealstone;Северный Камень;;;;;;;;;;;;;x;
b_borgarn;Боргарн;;;;;;;;;;;;;x;
b_borgholm;Боргхольм;;;;;;;;;;;;;x;
b_borgia;Боргия;;;;;;;;;;;;;x;
b_bornand;Борнанд;;;;;;;;;;;;;x;
b_borsippa;Борсиппа;;;;;;;;;;;;;x;
b_bosada;Босада;;;;;;;;;;;;;x;
b_bosdurin;Босдурин;;;;;;;;;;;;;x;
b_bosia;Босия;;;;;;;;;;;;;x;
b_bosica;Босика;;;;;;;;;;;;;x;
b_bosmora;Босмора;;;;;;;;;;;;;x;
b_bosornhold;Босорнхолд;;;;;;;;;;;;;x;
b_bosrin;Босрин;;;;;;;;;;;;;x;
b_bosun;Босун;;;;;;;;;;;;;x;
b_boulderfall;Боулдерфолл;;;;;;;;;;;;;x;
b_bouti;Боути;;;;;;;;;;;;;x;
b_bovril;Боврил;;;;;;;;;;;;;x;
b_boxvale;Боксвейл;;;;;;;;;;;;;x;
b_bracken;Бракен;;;;;;;;;;;;;x;
b_brackenwood;Бракенвуд;;;;;;;;;;;;;x;
b_brackril;Бракрил;;;;;;;;;;;;;x;
b_bradas;Брадас;;;;;;;;;;;;;x;
b_bradasou;Брадасоу;;;;;;;;;;;;;x;
b_brades;Брадес;;;;;;;;;;;;;x;
b_braga;Брага;;;;;;;;;;;;;x;
b_bragidar;Брагидар;;;;;;;;;;;;;x;
b_brahame;Брахем;;;;;;;;;;;;;x;
b_bramblepoint;Ежевичная Поляна;;;;;;;;;;;;;x;
b_bramblewood;Ежевичный Лес;;;;;;;;;;;;;x;
b_bran;Бран;;;;;;;;;;;;;x;
b_branchmont;Бранчмонт;;;;;;;;;;;;;x;
b_brandstone;Брандстоун;;;;;;;;;;;;;x;
b_brandymug;Брендимаг;;;;;;;;;;;;;x;
b_brandywine;Брендивайн;;;;;;;;;;;;;x;
b_brantwein;Брантвейн;;;;;;;;;;;;;x;
b_brasewich;Брейсвич;;;;;;;;;;;;;x;
b_braunfels;Браунфелс;;;;;;;;;;;;;x;
b_braunton;Браунтон;;;;;;;;;;;;;x;
b_bravil;Бравил;;;;;;;;;;;;;x;
b_bravin;Бравин;;;;;;;;;;;;;x;
b_breakheim;Брейкхейм;;;;;;;;;;;;;x;
b_breakneck;Брейкнек;;;;;;;;;;;;;x;
b_breaktree;Брейктри;;;;;;;;;;;;;x;
b_breakwatch;Брейквотч;;;;;;;;;;;;;x;
b_breakwater;Брейкуотер;;;;;;;;;;;;;x;
b_breakwind;Брейквинд;;;;;;;;;;;;;x;
b_breaton;Бреатон;;;;;;;;;;;;;x;
b_brecilia;Брецилия;;;;;;;;;;;;;x;
b_brecon;Брекон;;;;;;;;;;;;;x;
b_breda;Бреда;;;;;;;;;;;;;x;
b_brehal;Брехал;;;;;;;;;;;;;x;
b_brelade;Брелад;;;;;;;;;;;;;x;
b_brellach;Бреллак;;;;;;;;;;;;;x;
b_brelunth;Брелунт;;;;;;;;;;;;;x;
b_brena;Брена;;;;;;;;;;;;;x;
b_brenamouth;Бренамут;;;;;;;;;;;;;x;
b_brenascross;Брина Кросс;;;;;;;;;;;;;x;
b_brenaspring;Бренаспринг;;;;;;;;;;;;;x;
b_brenod;Бренод;;;;;;;;;;;;;x;
b_bresca;Бреска;;;;;;;;;;;;;x;
b_bretton;Бреттон;;;;;;;;;;;;;x;
b_brewood;Бревуд;;;;;;;;;;;;;x;
b_briarpatch;Брайарпатч;;;;;;;;;;;;;x;
b_bridgebeach;Бриджбич;;;;;;;;;;;;;x;
b_bridgedell;Бриджеделл;;;;;;;;;;;;;x;
b_bridgehead;Бриджхед;;;;;;;;;;;;;x;
b_bridgemeadow;Бриджмедоу;;;;;;;;;;;;;x;
b_briec;Бриек;;;;;;;;;;;;;x;
b_brightbook;Брайтбрук;;;;;;;;;;;;;x;
b_brightborough;Брайтбороу;;;;;;;;;;;;;x;
b_brightbrook;Брайтбрук;;;;;;;;;;;;;x;
b_brightdell;Брайтделл;;;;;;;;;;;;;x;
b_brightmage;Брайтмейдж;;;;;;;;;;;;;x;
b_brightwater;Брайтуотер;;;;;;;;;;;;;x;
b_brinacross;Брена Кросс;;;;;;;;;;;;;x;
b_brindel;Бриндел;;;;;;;;;;;;;x;
b_brindisi;Бриндизи;;;;;;;;;;;;;x;
b_brindlehome;Дом Бриндла;;;;;;;;;;;;;x;
b_brinehammer;Брайнхаммер;;;;;;;;;;;;;x;
b_brinewater;Брайнуотер;;;;;;;;;;;;;x;
b_brinkpost;Бринкпост;;;;;;;;;;;;;x;
b_bristlethorn;Бристлторн;;;;;;;;;;;;;x;
b_brithion;Брайтион;;;;;;;;;;;;;x;
b_brittlehammer;Бриттлхаммер;;;;;;;;;;;;;x;
b_brittlerock;Хрупкая Скала;;;;;;;;;;;;;x;
b_brittleshin;Ноголомный Проход;;;;;;;;;;;;;x;
b_brittlestead;Бриттлстед;;;;;;;;;;;;;x;
b_brittlestone;Бриттлстоун;;;;;;;;;;;;;x;
b_broadidge;Броадидж;;;;;;;;;;;;;x;
b_broadrunn;Броадрунн;;;;;;;;;;;;;x;
b_broadwall;Броадвалл;;;;;;;;;;;;;x;
b_brocanna;Броканна;;;;;;;;;;;;;x;
b_brocchus;Броккхус;;;;;;;;;;;;;x;
b_brocken;Броккен;;;;;;;;;;;;;x;
b_brokenbridge;Брокенбридж;;;;;;;;;;;;;x;
b_brokenhelm;Сломанный Шлем;;;;;;;;;;;;;x;
b_brokenoar;Сломанное Весло;;;;;;;;;;;;;x;
b_brokentower;Брокентауэр;;;;;;;;;;;;;x;
b_brokenwing;Брокенвинг;;;;;;;;;;;;;x;
b_bromich;Бромик;;;;;;;;;;;;;x;
b_bromyard;Бромьярд;;;;;;;;;;;;;x;
b_bronzewater;Бронзовая Вода;;;;;;;;;;;;;x;
b_broodheim;Брудхейм;;;;;;;;;;;;;x;
b_brookhaven;Брукхейвен;;;;;;;;;;;;;x;
b_brooknesse;Брукнесс;;;;;;;;;;;;;x;
b_brotch;Бротч;;;;;;;;;;;;;x;
b_brotingard;Бротингард;;;;;;;;;;;;;x;
b_brotinsker;Бротинскер;;;;;;;;;;;;;x;
b_brotinsket;Бротинскет;;;;;;;;;;;;;x;
b_brotinsverd;Бротинсверд;;;;;;;;;;;;;x;
b_brottunn;Броттунн;;;;;;;;;;;;;x;
b_brownwater;Браунвотер;;;;;;;;;;;;;x;
b_brucasleap;Прыжок Брюсы;;;;;;;;;;;;;x;
b_brucke;Бруке;;;;;;;;;;;;;x;
b_brugge;Бругге;;;;;;;;;;;;;x;
b_brugmansia;Бругмансия;;;;;;;;;;;;;x;
b_brukard;Брукард;;;;;;;;;;;;;x;
b_brukmen;Брукмен;;;;;;;;;;;;;x;
b_brukreich;Брукрейх;;;;;;;;;;;;;x;
b_brukvulk;Бруквулк;;;;;;;;;;;;;x;
b_brulcand;Брулканд;;;;;;;;;;;;;x;
b_bruma;Брума;;;;;;;;;;;;;x;
b_brushblade;Брашблейд;;;;;;;;;;;;;x;
b_brusktop;Брусктоп;;;;;;;;;;;;;x;
b_bruta;Брута;;;;;;;;;;;;;x;
b_bryling;Брюлин;;;;;;;;;;;;;x;
b_brynnvik;Бруннвик;;;;;;;;;;;;;x;
b_bthalft;Бталфт;;;;;;;;;;;;;x;
b_bthanchend;Бтанченд;;;;;;;;;;;;;x;
b_bthardzam;Бтардамз;;;;;;;;;;;;;x;
b_bthuand;Бтуанд;;;;;;;;;;;;;x;
b_bthungthumz;Бтунгтумц;;;;;;;;;;;;;x;
b_buakhoi;Буакхой;;;;;;;;;;;;;x;
b_buakret;Буакрет;;;;;;;;;;;;;x;
b_buaphai;Буапхай;;;;;;;;;;;;;x;
b_buarachan;Буарачан;;;;;;;;;;;;;x;
b_buayai;Буаюай;;;;;;;;;;;;;x;
b_buckby;Бакби;;;;;;;;;;;;;x;
b_buckmoth;Пёстрая Бабочка;;;;;;;;;;;;;x;
b_buckmound;Бакмаунд;;;;;;;;;;;;;x;
b_buduq;Бадуг;;;;;;;;;;;;;x;
b_bugloss;Бьюгласс;;;;;;;;;;;;;x;
b_builth;Билтх;;;;;;;;;;;;;x;
b_buji;Буджи;;;;;;;;;;;;;x;
b_bukdaya;Букдайя;;;;;;;;;;;;;x;
b_bukduk;Бакдук;;;;;;;;;;;;;x;
b_bukhar;Бакхар;;;;;;;;;;;;;x;
b_bukitlam;Букитлам;;;;;;;;;;;;;x;
b_bukkul;Баккул;;;;;;;;;;;;;x;
b_bukpang;Бакпанг;;;;;;;;;;;;;x;
b_buksat;Буксат;;;;;;;;;;;;;x;
b_bukwa;Баква;;;;;;;;;;;;;x;
b_bukwat;Букват;;;;;;;;;;;;;x;
b_bullshorn;Рог Быка;;;;;;;;;;;;;x;
b_bulwark;Булворк;;;;;;;;;;;;;x;
b_buraan;Бураан;;;;;;;;;;;;;x;
b_buragen;Бураген;;;;;;;;;;;;;x;
b_burbin;Бурбин;;;;;;;;;;;;;x;
b_burco;Бурко;;;;;;;;;;;;;x;
b_burcuk;Буркук;;;;;;;;;;;;;x;
b_burfez;Бурфез;;;;;;;;;;;;;x;
b_burgaz;Бургаз;;;;;;;;;;;;;x;
b_burising;Бурисинг;;;;;;;;;;;;;x;
b_burisuan;Бурисуань;;;;;;;;;;;;;x;
b_burr;Бурр;;;;;;;;;;;;;x;
b_bursamir;Бурсамир;;;;;;;;;;;;;x;
b_bursana;Бурсана;;;;;;;;;;;;;x;
b_bursanbul;Бурсанбул;;;;;;;;;;;;;x;
b_bursar;Бурсар;;;;;;;;;;;;;x;
b_bursarlu;Бурсарлу;;;;;;;;;;;;;x;
b_bursaya;Бурсайя;;;;;;;;;;;;;x;
b_bursegli;Бурсегли;;;;;;;;;;;;;x;
b_burvas;Бурвас;;;;;;;;;;;;;x;
b_burwash;Бурвош;;;;;;;;;;;;;x;
b_burwell;Бурвелл;;;;;;;;;;;;;x;
b_burzam;Бурзам;;;;;;;;;;;;;x;
b_burzkent;Бурзкент;;;;;;;;;;;;;x;
b_burzmir;Бурзмир;;;;;;;;;;;;;x;
b_busby;Басби;;;;;;;;;;;;;x;
b_bushby;Бушби;;;;;;;;;;;;;x;
b_bushhedge;Бушхедж;;;;;;;;;;;;;x;
b_busson;Бюссон;;;;;;;;;;;;;x;
b_buta;Бута;;;;;;;;;;;;;x;
b_byada;Буада;;;;;;;;;;;;;x;
b_byauman;Буауман;;;;;;;;;;;;;x;
b_byblon;Бублон;;;;;;;;;;;;;x;
b_byfox;Буфокс;;;;;;;;;;;;;x;
b_bylitch;Булитч;;;;;;;;;;;;;x;
b_byomo;Буомо;;;;;;;;;;;;;x;
b_bysage;Бусейдж;;;;;;;;;;;;;x;
b_byshag;Бушаг;;;;;;;;;;;;;x;
b_byuzono;Буазоно;;;;;;;;;;;;;x;
b_cadlew;Кадлью;;;;;;;;;;;;;x;
b_caele;Каэле;;;;;;;;;;;;;x;
b_caergil;Каэргил;;;;;;;;;;;;;x;
b_caghiat;Кагхиат;;;;;;;;;;;;;x;
b_cairn;Каирн;;;;;;;;;;;;;x;
b_cairnbridge;Каирнбридж;;;;;;;;;;;;;x;
b_calabar;Калабар;;;;;;;;;;;;;x;
b_caldera;Кальдера;;;;;;;;;;;;;x;
b_calderwood;Колдервуд;;;;;;;;;;;;;x;
b_caledor;Каледор;;;;;;;;;;;;;x;
b_calimdor;Калимдор;;;;;;;;;;;;;x;
b_calingus;Калингус;;;;;;;;;;;;;x;
b_calus;Калус;;;;;;;;;;;;;x;
b_camaran;Цамаран;;;;;;;;;;;;;x;
b_cambert;Камберт;;;;;;;;;;;;;x;
b_camborne;Камборн;;;;;;;;;;;;;x;
b_cambrian;Камбриан;;;;;;;;;;;;;x;
b_camden;Камден;;;;;;;;;;;;;x;
b_camknock;Камкнок;;;;;;;;;;;;;x;
b_camlorn;Камлорн;;;;;;;;;;;;;x;
b_camrose;Камроуз;;;;;;;;;;;;;x;
b_cann;Канн;;;;;;;;;;;;;x;
b_canosel;Каносель;;;;;;;;;;;;;x;
b_canulus;Канулус;;;;;;;;;;;;;x;
b_capenhurst;Капенхёрст;;;;;;;;;;;;;x;
b_cappado;Коппадо;;;;;;;;;;;;;x;
b_capstone;Замковый Камень;;;;;;;;;;;;;x;
b_car;Кар;;;;;;;;;;;;;x;
b_carabara;Карабара;;;;;;;;;;;;;x;
b_caractacus;Карактакус;;;;;;;;;;;;;x;
b_caradang;Караданг;;;;;;;;;;;;;x;
b_caradesa;Карадеса;;;;;;;;;;;;;x;
b_carakal;Каракал;;;;;;;;;;;;;x;
b_carakota;Каракота;;;;;;;;;;;;;x;
b_caralok;Каралок;;;;;;;;;;;;;x;
b_cararaya;Карарайя;;;;;;;;;;;;;x;
b_caratan;Каратан;;;;;;;;;;;;;x;
b_carbo;Лагерь Карбо;;;;;;;;;;;;;x;
b_cardak;Кардак;;;;;;;;;;;;;x;
b_carigalen;Каригален;;;;;;;;;;;;;x;
b_carmala;Кармала;;;;;;;;;;;;;x;
b_carmar;Кармар;;;;;;;;;;;;;x;
b_carmarthen;Кармартен;;;;;;;;;;;;;x;
b_carros;Каррос;;;;;;;;;;;;;x;
b_caruhn;Карун;;;;;;;;;;;;;x;
b_castalia;Касталия;;;;;;;;;;;;;x;
b_castlederg;Каслдерг;;;;;;;;;;;;;x;
b_castlejoy;Каслджой;;;;;;;;;;;;;x;
b_castlekarstag;Замок Карстааг;;;;;;;;;;;;;x;
b_castvale;Кастлвейл;;;;;;;;;;;;;x;
b_catalpa;Каталпа;;;;;;;;;;;;;x;
b_catam;Катам;;;;;;;;;;;;;x;
b_catanai;Катанай;;;;;;;;;;;;;x;
b_cathay;Катай;;;;;;;;;;;;;x;
b_cathin;Катин;;;;;;;;;;;;;x;
b_cathnoquey;Квей;;;;;;;;;;;;;x;
b_catimaran;Катимаран;;;;;;;;;;;;;x;
b_catius;Каций;;;;;;;;;;;;;x;
b_catota;Катота;;;;;;;;;;;;;x;
b_catoydur;Като Удур;;;;;;;;;;;;;x;
b_cattleswine;Каттлесвайн;;;;;;;;;;;;;x;
b_cava;Кава;;;;;;;;;;;;;x;
b_cawic;Кавик;;;;;;;;;;;;;x;
b_caysin;Каусин;;;;;;;;;;;;;x;
b_cedabek;Кедабек;;;;;;;;;;;;;x;
b_cedarcreek;Сидеркрик;;;;;;;;;;;;;x;
b_cedarfalls;Сидерфоллс;;;;;;;;;;;;;x;
b_cedrian;Седриан;;;;;;;;;;;;;x;
b_ceffa;Цеффа;;;;;;;;;;;;;x;
b_ceiriog;Кейриог;;;;;;;;;;;;;x;
b_celebrir;Келебрир;;;;;;;;;;;;;x;
b_cerebulon;Керебулон;;;;;;;;;;;;;x;
b_cerisy;Серизи;;;;;;;;;;;;;x;
b_ceruleanbay;Серулеан Бэй;;;;;;;;;;;;;x;
b_cespar;Сеспар;;;;;;;;;;;;;x;
b_cetza;Кетза;;;;;;;;;;;;;x;
b_ceyatatar;Сейататар;;;;;;;;;;;;;x;
b_ceycan;Кейкан;;;;;;;;;;;;;x;
b_ceyhantep;Кейхантеп;;;;;;;;;;;;;x;
b_ceyhsun;Кейхсан;;;;;;;;;;;;;x;
b_ceyirli;Кейирли;;;;;;;;;;;;;x;
b_ceysaybin;Кейсабин;;;;;;;;;;;;;x;
b_ceysin;Кейсин;;;;;;;;;;;;;x;
b_chaam;Чаам;;;;;;;;;;;;;x;
b_chadahan;Чадахан;;;;;;;;;;;;;x;
b_chaelia;Чаэлия;;;;;;;;;;;;;x;
b_chagachu;Чагачу;;;;;;;;;;;;;x;
b_chaghi;Чангхи;;;;;;;;;;;;;x;
b_chahima;Чахима;;;;;;;;;;;;;x;
b_chai;Чай;;;;;;;;;;;;;x;
b_chaiang;Чай Анг;;;;;;;;;;;;;x;
b_chaidung;Чайдунг;;;;;;;;;;;;;x;
b_chaihon;Чайхон;;;;;;;;;;;;;x;
b_chaim;Чайм;;;;;;;;;;;;;x;
b_chaithaburi;Чайтхабури;;;;;;;;;;;;;x;
b_chaithaya;Чайтхайя;;;;;;;;;;;;;x;
b_chaiyaphum;Чайуапхум;;;;;;;;;;;;;x;
b_chajalai;Чаджалай;;;;;;;;;;;;;x;
b_chaju_o;Чаджу-о;;;;;;;;;;;;;x;
b_chalkspring;Чокспринг;;;;;;;;;;;;;x;
b_chalman;Чалман;;;;;;;;;;;;;x;
b_chalom;Чалом;;;;;;;;;;;;;x;
b_chamba;Чамба;;;;;;;;;;;;;x;
b_chammu;Чамму;;;;;;;;;;;;;x;
b_chanan;Чанан;;;;;;;;;;;;;x;
b_chandra;Чандра;;;;;;;;;;;;;x;
b_changm;Чангм;;;;;;;;;;;;;x;
b_changsha;Чангша;;;;;;;;;;;;;x;
b_chanju_o;Чанджу-о;;;;;;;;;;;;;x;
b_chanshi;Чанши;;;;;;;;;;;;;x;
b_chanthaburi;Чантхабури;;;;;;;;;;;;;x;
b_chanthakhoi;Чантхакхой;;;;;;;;;;;;;x;
b_chanthapo;Чантхапо;;;;;;;;;;;;;x;
b_chanthawan;Чантхаван;;;;;;;;;;;;;x;
b_chanubi;Чануби;;;;;;;;;;;;;x;
b_chan_a;Чан-а;;;;;;;;;;;;;x;
b_chan_tspat;Чан-Цпат;;;;;;;;;;;;;x;
b_chaou;Чаоу;;;;;;;;;;;;;x;
b_chapel;Чапл;;;;;;;;;;;;;x;
b_chaphun;Чапхун;;;;;;;;;;;;;x;
b_charcoal;Уголь;;;;;;;;;;;;;x;
b_charencroft;Чаренкрофт;;;;;;;;;;;;;x;
b_charenfort;Чаренфорт;;;;;;;;;;;;;x;
b_chasan;Часан;;;;;;;;;;;;;x;
b_chasecreek;Чейскрик;;;;;;;;;;;;;x;
b_chasegrove;Чейсгроув;;;;;;;;;;;;;x;
b_chasemoor;Чейсмур;;;;;;;;;;;;;x;
b_chasepoint;Чейспойнт;;;;;;;;;;;;;x;
b_chashash;Чашаш;;;;;;;;;;;;;x;
b_chashi;Чаши;;;;;;;;;;;;;x;
b_chauan;Чаюань;;;;;;;;;;;;;x;
b_chayi;Чаури;;;;;;;;;;;;;x;
b_cha_choiangm;Ча-Чойангм;;;;;;;;;;;;;x;
b_cha_o;Ча-о;;;;;;;;;;;;;x;
b_chemish;Чемиш;;;;;;;;;;;;;x;
b_cherseon;Черсеон;;;;;;;;;;;;;x;
b_chestnut;Чеснот;;;;;;;;;;;;;x;
b_cheydinford;Чейдинфорд;;;;;;;;;;;;;x;
b_cheydingrad;Чейдинград;;;;;;;;;;;;;x;
b_cheydinhal;Чейдинхол;;;;;;;;;;;;;x;
b_cheydinhame;Чейдинхейм;;;;;;;;;;;;;x;
b_cheydinhorst;Чейдинхорст;;;;;;;;;;;;;x;
b_cheynend;Чейненд;;;;;;;;;;;;;x;
b_cheynoslin;Чейнослин;;;;;;;;;;;;;x;
b_chianglam;Кайанглэм;;;;;;;;;;;;;x;
b_chiangmai;Кайангмай;;;;;;;;;;;;;x;
b_chiggre;Чиггре;;;;;;;;;;;;;x;
b_chikuma;Чикума;;;;;;;;;;;;;x;
b_chillfurrow;Холодная Борозда;;;;;;;;;;;;;x;
b_chillwind;Провал Сквозняков;;;;;;;;;;;;;x;
b_chimkal;Чимкал;;;;;;;;;;;;;x;
b_chionga;Чионга;;;;;;;;;;;;;x;
b_chipaxe;Чипакс;;;;;;;;;;;;;x;
b_chipoken;Чипокен;;;;;;;;;;;;;x;
b_chiril;Чирил;;;;;;;;;;;;;x;
b_chishict;Кишикт;;;;;;;;;;;;;x;
b_chitin;Хитин;;;;;;;;;;;;;x;
b_chitsu;Читсу;;;;;;;;;;;;;x;
b_chivril;Чиврил;;;;;;;;;;;;;x;
b_chloro;Члоро;;;;;;;;;;;;;x;
b_choeng;Чоенг;;;;;;;;;;;;;x;
b_chonang;Чон Анг;;;;;;;;;;;;;x;
b_chonarasak;Чонарасак;;;;;;;;;;;;;x;
b_chonbueng;Чонбуенг;;;;;;;;;;;;;x;
b_chondahan;Чондахан;;;;;;;;;;;;;x;
b_chongan;Чонган;;;;;;;;;;;;;x;
b_chonlor;Чонлор;;;;;;;;;;;;;x;
b_chonphai;Чонпхай;;;;;;;;;;;;;x;
b_chonsao;Чонсао;;;;;;;;;;;;;x;
b_chorrol;Коррол;;;;;;;;;;;;;x;
b_chorsu;Чорсу;;;;;;;;;;;;;x;
b_chothal;Чотал;;;;;;;;;;;;;x;
b_chotharja;Чотарджа;;;;;;;;;;;;;x;
b_chowo;Чово;;;;;;;;;;;;;x;
b_chubak;Чубак;;;;;;;;;;;;;x;
b_chubek;Чубек;;;;;;;;;;;;;x;
b_chueuji;Чуеуджи;;;;;;;;;;;;;x;
b_chughal;Чугхал;;;;;;;;;;;;;x;
b_chuldaq;Чулдак;;;;;;;;;;;;;x;
b_chumbum;Чум Бум;;;;;;;;;;;;;x;
b_chumdung;Чум Дунг;;;;;;;;;;;;;x;
b_chumhet;Чумхет;;;;;;;;;;;;;x;
b_chumkhon;Чумкхон;;;;;;;;;;;;;x;
b_chumon;Чумон;;;;;;;;;;;;;x;
b_chumpon;Чумпон;;;;;;;;;;;;;x;
b_chumyai;Чумуай;;;;;;;;;;;;;x;
b_chuoula;Чуоула;;;;;;;;;;;;;x;
b_chuqal;Чугал;;;;;;;;;;;;;x;
b_cidang;Циданг;;;;;;;;;;;;;x;
b_cilcain;Килкайн;;;;;;;;;;;;;x;
b_cili;Цили;;;;;;;;;;;;;x;
b_cilok;Цилок;;;;;;;;;;;;;x;
b_ciman;Циман;;;;;;;;;;;;;x;
b_cirat;Цират;;;;;;;;;;;;;x;
b_clacton;Клактон;;;;;;;;;;;;;x;
b_clamdigger;Клэмдиггер;;;;;;;;;;;;;x;
b_clavic;Клавик;;;;;;;;;;;;;x;
b_clawleg;Кравлег;;;;;;;;;;;;;x;
b_claybone;Клэйбоун;;;;;;;;;;;;;x;
b_claydig;Клэйдиг;;;;;;;;;;;;;x;
b_clayfield;Клэйфилд;;;;;;;;;;;;;x;
b_clearbark;Клирбарк;;;;;;;;;;;;;x;
b_cleardale;Клирдейл;;;;;;;;;;;;;x;
b_clearfair;Клирфайр;;;;;;;;;;;;;x;
b_clearmoor;Клирмур;;;;;;;;;;;;;x;
b_clearpine;Чистые Сосны;;;;;;;;;;;;;x;
b_clearspring;Клирспринг;;;;;;;;;;;;;x;
b_cleeve;Клив;;;;;;;;;;;;;x;
b_clegain;Клегайн;;;;;;;;;;;;;x;
b_clegane;Клиган;;;;;;;;;;;;;x;
b_cliffside;Клиффсайд;;;;;;;;;;;;;x;
b_cliffwatch;Клиффвотч;;;;;;;;;;;;;x;
b_clion;Клион;;;;;;;;;;;;;x;
b_cloer;Клоер;;;;;;;;;;;;;x;
b_cloghan;Клогхан;;;;;;;;;;;;;x;
b_cloudrest;Клаудрест;;;;;;;;;;;;;x;
b_cloudruler;Повелитель Облаков;;;;;;;;;;;;;x;
b_cloudsail;Клаудсейл;;;;;;;;;;;;;x;
b_cloudspring;Клаудспринг;;;;;;;;;;;;;x;
b_cloudtop;Облачная Вершина;;;;;;;;;;;;;x;
b_cloverfield;Кловерфилд;;;;;;;;;;;;;x;
b_clunruighe;Клунруигх;;;;;;;;;;;;;x;
b_cnius;Книус;;;;;;;;;;;;;x;
b_coak;Коак;;;;;;;;;;;;;x;
b_coalhill;Коалхилл;;;;;;;;;;;;;x;
b_coastmire;Коустмайр;;;;;;;;;;;;;x;
b_cobwood;Кобвуд;;;;;;;;;;;;;x;
b_coldcorn;Колдкорн;;;;;;;;;;;;;x;
b_coldmoor;Колдмур;;;;;;;;;;;;;x;
b_coldrock;Холодные Скалы;;;;;;;;;;;;;x;
b_coldstone;Колдстоун;;;;;;;;;;;;;x;
b_coldwind;Колдвинд;;;;;;;;;;;;;x;
b_coldwinter;Колдвинтер;;;;;;;;;;;;;x;
b_collarbone;Колларбоун;;;;;;;;;;;;;x;
b_colossus;Залы Колосса;;;;;;;;;;;;;x;
b_comarum;Комарум;;;;;;;;;;;;;x;
b_comberry;Комберри;;;;;;;;;;;;;x;
b_conatra;Конатра;;;;;;;;;;;;;x;
b_conduk;Кондук;;;;;;;;;;;;;x;
b_conlam;Конлам;;;;;;;;;;;;;x;
b_conlui;Конлуи;;;;;;;;;;;;;x;
b_conmak;Конмак;;;;;;;;;;;;;x;
b_connorflenge;Коннорфлендж;;;;;;;;;;;;;x;
b_conpang;Конпанг;;;;;;;;;;;;;x;
b_copang;Копанг;;;;;;;;;;;;;x;
b_copperway;Коппервей;;;;;;;;;;;;;x;
b_copung;Копунг;;;;;;;;;;;;;x;
b_coratman;Коратман;;;;;;;;;;;;;x;
b_corawiin;Коравиин;;;;;;;;;;;;;x;
b_corbie;Корбие;;;;;;;;;;;;;x;
b_corcori;Коркори;;;;;;;;;;;;;x;
b_cordorn;Кордорн;;;;;;;;;;;;;x;
b_cordown;Кордаун;;;;;;;;;;;;;x;
b_cordu;Корду;;;;;;;;;;;;;x;
b_coren;Корен;;;;;;;;;;;;;x;
b_corgrad;Корград;;;;;;;;;;;;;x;
b_corimont;Коримонт;;;;;;;;;;;;;x;
b_corinard;Коринард;;;;;;;;;;;;;x;
b_corinawl;Коринавл;;;;;;;;;;;;;x;
b_corinth;Коринт;;;;;;;;;;;;;x;
b_corinthor;Коринтор;;;;;;;;;;;;;x;
b_corisilmoor;Кори Сильмур;;;;;;;;;;;;;x;
b_corlu;Корлу;;;;;;;;;;;;;x;
b_cormair;Кормайр;;;;;;;;;;;;;x;
b_cormaris;Кормарис;;;;;;;;;;;;;x;
b_cormont;Кормонт;;;;;;;;;;;;;x;
b_cornway;Корнвей;;;;;;;;;;;;;x;
b_corrick;Коррик;;;;;;;;;;;;;x;
b_corrium;Корриум;;;;;;;;;;;;;x;
b_corveen;Корвеен;;;;;;;;;;;;;x;
b_corverhold;Корверхолд;;;;;;;;;;;;;x;
b_corwen;Корвен;;;;;;;;;;;;;x;
b_corwin;Корвин;;;;;;;;;;;;;x;
b_cosades;Косадес;;;;;;;;;;;;;x;
b_cotoneaster;Котонеастер;;;;;;;;;;;;;x;
b_cottondowns;Коттондаунс;;;;;;;;;;;;;x;
b_cotu;Коту;;;;;;;;;;;;;x;
