#CODE;ENGLISH;x
EVTDESC_TOG_3117;Ваш[From.GetEndA] [From.GetSonDaughter], [From.GetTitledFirstName], наконец закончил[From.GetEndA] свою службу в Варяжской гвардии и верну[From.GetLasLsya] домой! Хотя [From.GetSheHe] сильно изменился... и что это за странный вид любви, популярный в Греции, о котором [From.GetSheHe] постояно говорит?;x
EVTOPTA_TOG_3117;Не важно, я рад[Root.GetEndA], что ты верну[From.GetLasLsya] домой!;x
EVTDESC_TOG_3119;Хрупк[From.GetAyaIy] [From.GetAgedPerson] в мантии, доставлен[From.GetEndA] в Ваш тронный зал. Стражники говорят, что [From.GetSheHe] прибыл[From.GetEndA] на корабле из Миклагарда. Эт[From.GetEtaEtot] [From.GetAgedPerson] повторял[From.GetEndA] Ваше имя снова и снова, и поэтому [From.GetHersHis] доставили к Вам. К Вашему ужасу, Вы узнали [From.GetHersHis], это [From.GetTitledFirstName]!;x
EVTDESC_TOG_3121;[From.GetTitledFirstName] верну[From.GetLasLsya] домой после успешной карьеры в Варяжской гвардии! [From.GetSheHeCap] участвовал[From.GetEndA] во многих битвах, и научи[From.GetLasLsya] военному искусству у греков и их врагов из Серкланда.;x
EVTDESC_TOG_3123;[From.GetTitledFirstName] верну[From.GetLasLsya] со своей службы грекам в Варяжской гвардии, но отказывается говорить о своих подвигах. Вы знаете, что [From.GetSheHe] победил[From.GetEndA] во многих битвах, а участвовал[From.GetEndA] в ещё большем количестве, но вместо того, чтобы упиваться победой, [From.GetFirstName] страдает от ночных кошмаров, и вздрагивает от любого шороха.;x
EVTDESC_TOG_3125;[From.GetTitledFirstName] прибыл[From.GetEndA] из Миклагарда после службы в Варяжской гвардии, но не од[From.GetNaIn]. В Греции [From.GetSheHe] наш[From.GetLaYol] себе [From.GetHusbandWifeOppACC]. [From.GetSheHeCapOpp] не знаком[From.GetEndAOpp] с нашими обычаями и языком, а климат заставит [From.GetHersHisOpp] пожалеть о своем выборе, но [From.GetSheHeOpp] попытается сделать свой новый дом лучше.;x
EVTDESC_TOG_3129;[From.GetTitledFirstName] верну[From.GetLasLsya] из Миклагарда после службы в Варяжской гвардии изменивш[From.GetEyIm]ся. [From.GetSheHeCap] стал[From.GetEndA] мудрее, увереннее в своих силах и осведомлённее в военном деле. Видимо служба у греков пошла [From.GetHerHim] на пользу.;x
EVTDESC_TOG_3131;Несколько варяжских гвардейцев вернулись домой после службы царю греческому, и они принесли ужасные новости. Ваш[From.GetEndA] [From.GetSonDaughter], [From.GetTitledFirstName], пал[From.GetEndA] во время кампании в Серкланде. Они утверждают, что [From.GetSheHe] сража[From.GetLasLsya] как [From.GetLionessLion], окруженн[From.GetOyYm] горой трупов.;x
EVTOPTA_TOG_3131;Это была славная смерть...;x
EVTDESC_TOG_3133;[From.GetTitledFirstName] наконец-то верну[From.GetLasLsya] из Греции, на корабле полностью забитым военными трофеями! Видимо, велик[greek_king_or_queen.GetAyaIy] [greek_king_or_queen.GetTsarineTsar] греков щедр[greek_king_or_queen.GetEndA] к тем кто верно [greek_king_or_queen.GetHerHim] служит, [greek_king_or_queen.GetSheHe] одарил[greek_king_or_queen.GetEndA] [From.GetHersHis] золотом со всех концов империи и Серкланда. Ваш[From.GetEndA] [From.GetSonDaughter] хочет поделиться золотом с Вами, сво[Root.GetEyIm] любящ[Root.GetEyIm] [Root.GetMotherFatherINS].;x
EVTDESC_TOG_3134;Узнав о смерти Ваше[From.GetYGo] [From.GetRootRelationGEN], Вы оставили свою службу в Варяжской гвардии и отправились из Миклагарда на корабле полным трофеев. Это было долгое и опасное путешествие назад, но вот Вы ступили на землю, Вашу по праву рождения. Трон Ваш.;x
EVTDESC_TOG_3127;После многих лет в Греции, [From.GetTitledFirstName] закончил[From.GetEndA] свою службу в Варяжской гвардии и верну[From.GetLasLsya] домой. Однако, Ваш[From.GetEndA] [From.GetSonDaughter] сильно измени[From.GetLasLsya]. Старые боги больше не интересны [From.GetHerHim], [From.GetSheHe] говорит только о христианстве и ужасах, которые ожидают тех кто откажется поверить...;x
EVTDESC_HF_12201_A;Я броси[Root.GetLasLsya] вперёд, перепрыгнув через зверя, лежащего на земле. М[other_combatant.GetOyaOy] противни[other_combatant.GetTsaK] издал[other_combatant.GetEndA] протяжный стон, предыдущий бой явно измотал [other_combatant.GetHersHis].\n— Хочешь перевести дыхание? —  ухмыльнувшись сказал[Root.GetEndA] я, поднимая св[Root.GetMyDuelWeaponACC], но вдруг услышал[Root.GetEndA] неистовый рёв позади себя. Я оберну[Root.GetLasLsya] и оказа[Root.GetLasLsya] лицом к лицу с огромным свирепым [target_ruler.Capital.GetRegionalBigAnimalINS]...;x
PREPARE_INVASION_INTERACTION_0;Как [Actor.GetRelAdj]ск[Actor.GetAyaIy] язычни[Actor.GetTsaK], вы можете объявить о подготовке к вторжению в §Y[Recipient.PrimaryTitle.GetAdjective]ские§! земли. У вас будет 2 года на то, чтобы начать войну, во время которых многие разбойники и авантюристы будут стягиваться под ваши знамёна.;x
suspect_foul_play_tt;Вы подозреваете грязную игру...;x
definitely_foul_play_tt;Есть те, кто утверждают, что здесь определённо имеет место грязная игра...;x
String_vigorously;воодушевлённо;x
EVTDESC_HFP_11011_B_2;— [GetRootFromInsult]! — крикнул [enemy_commander.GetCultureAdj]ий командир, выражение [enemy_commander.GetHersHis] лица больше походило на оскал дикого зверя чем [enemy_commander.GetAgedPersonGEN].\nОт неожиданности я застыл[Root.GetEndA] на месте, вынужденн[Root.GetAyaYy] наблюдать, как [enemy_commander.GetSheHe] вознает свой меч в м[This.GetMyBodyPartInjuredACC].;x
string_trying_not_to_cry;я на земле и с трудом сдерживаю слёзы...;x
String_girl;девочка;x
String_boy;мальчик;x
string_hunting_with_their_dog;Охотится со своей собакой как ;x
string_taking_advice_from_their_cat;Советуется со своей кошкой как ;x
string_riding_a_horse;Скачет верхом на своём коне как ;x
string_keeping_a_pet_owl;Заботится о ручной сове как ;x
string_taming_an_eagle;Приручает орла как ;x
string_rp_gardener;Ухаживает за садом как ;x
string_refusing_to_die;Отказывается умирать как ;x
string_dueling_for_their_life;Сражается за свою жизнь как ;x
string_provoking_enemies;Провоцирует своего врага как ;x
ASK_TO_DECLARE_WAR_INTERACTION_ACCEPT_SETUP;Просьба о войне по претензии;x
ASK_TO_DECLARE_WAR_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! объявил[Actor.GetEndA] войну ($CB$), §Y[Recipient.GetBestName]§! попросил[Recipient.GetEndA] [Actor.GetHersHis] об этом.;x
EVTDESC_HF_12006;История моих битв известна многим, но есть те, кто мог бы узнать больше, перенимая мой опыт.\n— Это как в тот раз, когда ты снес[Root.GetNoneE] кому-то башку в бою? — как-то раз сказал[fellow_member.GetEndA] [fellow_member.GetTitledFirstName] в ответ на мою идею.\n— Обожаю твои байки, как и весь твой двор! — продолжил[fellow_member.GetEndA] [fellow_member.GetSheHe].\nДумаю, это неплохо поднимает боевой дух перед путешествием в [target_title.GetAdjective]ские земли.;x
hidden_commander_bonus;Поководец;x
