court_teacher;Придворный учитель;;;;;;;;;;;;;x
idun_ride_3d;Я проезжаю по узкой лесной тропинке. Внезапно впереди меня пролетает стая птиц и пугает мою лошадь! Она встаёт на дыбы, а затем бежит вниз по тропинке... без меня, ибо я упал с лошади.;;;;;;;;;;;;x
idun_ride_3o;Проклятое животное!;;;;;;;;;;;;x
idun_ride_4d;Группа бандитов внезапно окружает меня! Один из них хватает поводья моей лошади, другой пытается стащить меня с седла! На меня напали!;;;;;;;;;;;;x
idun_ride_4o1;Сопротивляться.;;;;;;;;;;;;x
idun_ride_4o2;Сдаться.;;;;;;;;;;;;x
idun_ride_4t1;Похищен!;;;;;;;;;;;;x
idun_ride_4t2;Сбежал!;;;;;;;;;;;;x
idun_ride_4t3;Сброшен с лошади!;;;;;;;;;;;;x
idun_ride_4t4;Заплатить выкуп!;;;;;;;;;;;;x
idun_ride_5d;Меня похитили!;;;;;;;;;;;;x
idun_ride_5o;Проклятие!;;;;;;;;;;;;x
idun_ride_6d;Я пнул свою лошадь, чтобы она скакала галопом, ударил одного из мужчин в горло, а другого ударил по лицу моим хлыстом, я смог сбежать, не смотря на их попытку атаковать меня своими кинжалами. Моя лошадь очень быстра, и я оставляю бандитов позади, а их болты со свистом проносятся мимо меня.;;;;;;;;;;;;x
idun_ride_6o;Сбежал!;;;;;;;;;;;;x
idun_ride_7d;Я ударяю свою лошадь, чтобы она быстрее бежала от бандитов, пока они не проткнули меня своими кинжалами. Я быстро скачу прямо к дому. Взглянув на взмыленную лошадь, я замечаю глубокую рану на её теле, которая ещё сильнее изматывает животное.;;;;;;;;;;;;x
idun_ride_7o;Мне нужна новая лошадь!;;;;;;;;;;;;x
idun_ride_8d;Я могу предложить банде разбойников немного золота, дабы выкупить мою свободу, прежде чем они узнают кто я такой и уволочат меня, чтобы продать.;;;;;;;;;;;;x
idun_ride_8o1;Этого достаточно?;;;;;;;;;;;;x
idun_ride_8o2;Я не склонюсь перед похитителями!;;;;;;;;;;;;x
idun_school_1d;Мой друг предложил, чтобы мы вместе пропустили сегодня уроки, и убежали от нашего учителя. Мы могли бы забраться на дерево, рядом с окном учителя и посмотреть, что происходит внутри.;;;;;;;;;;;;x
idun_school_1o1;Пойдем!;;;;;;;;;;;;x
idun_school_1o2;Лучше не надо.;;;;;;;;;;;;x
idun_school_2d;Моего опекуна не волнует, что мы пропустили уроки, а учитель был слишком труслив, чтобы лезть за нами на дерево.;;;;;;;;;;;;x
idun_school_2o;Давай завтра сделаем это снова!;;;;;;;;;;;;x
idun_school_3d;Мой опекун [From.GetFirstName] прочитал мне строгую лекцию, о том, почему для меня важно узнать как можно больше. Я понимаю, что пока знаю не достаточно много, чтобы хорошо править.;;;;;;;;;;;;x
idun_school_3o1;Отныне я буду послушным.;;;;;;;;;;;;x
idun_school_3o2;Мне не нужно быть образованным - я аристократ!;;;;;;;;;;;;x
idun_school_4d;Мало того, что мой опекун [From.GetFirstName] не одобрил это, [From.GetSheHe] также снял нас с этого дерева и высек розгами меня и моего друга за пропуск уроков. Я не думаю, что в ближайшее время мы сделаем это снова...;;;;;;;;;;;;x
idun_school_4o;Мой опекун ненавидит меня!;;;;;;;;;;;;x
idun_swim_1d;Друг говорит мне, что знает, где можно увидеть девушек, купающихся обнажёнными. Он хочет, чтобы я пошёл вместе с ним, вместо того, чтобы делать домашнюю работу!;;;;;;;;;;;;x
idun_swim_1o1;У меня есть более важные дела.;;;;;;;;;;;;x
idun_swim_1o2;Идём!;;;;;;;;;;;;x
idun_swim_1t;Я подумаю об этом.;;;;;;;;;;;;x
idun_swim_2d;Мой друг и я скрытно наблюдали за девушками, а затем решили присоединится . Мы плывём к ним, а они визжат и плескаются в нас водой. Мы начинаем плескаться в ответ, и все получают массу удовольствия.;;;;;;;;;;;;x
idun_swim_2o2;Плавание - это весело!;;;;;;;;;;;;x
idun_swim_3d;Какой прекрасный сегодня день! Я должен отправится со своими друзьями купаться в реке.;;;;;;;;;;;;x
idun_swim_3o1;Приходите, девушки!;;;;;;;;;;;;x
idun_swim_3o2;Мне и тут хорошо.;;;;;;;;;;;;x
idun_swim_4o1;Одной из них, я кажется, нравлюсь.;;;;;;;;;;;;x
idun_swim_6d;[From.GetBestName] также пришел к реке. Он постоянно поглядывает на меня! Мои друзья и я брызгаем в него водой!;;;;;;;;;;;;x
idun_swim_6o1;Он такой милый!;;;;;;;;;;;;x
idun_swim_6o2;Я не думаю, что он мне нравится.;;;;;;;;;;;;x
idun_swim_7d;Девушку зовут [From.GetFirstName]. Она и её друзья уезжают домой прямо сейчас.;;;;;;;;;;;;x
idun_swim_7o;Пока!;;;;;;;;;;;;x
idun_swim_8d;Я встретилась с [From.GetFirstName], молодым человеком, с которым я познакомилась во время купания с моими друзьями. Он по-прежнему привлекает моё внимание! Стоит ли мне поговорить с ним?;;;;;;;;;;;;x
idun_swim_8o1;Я никогда не смогу сделать это!;;;;;;;;;;;;x
idun_swim_8o2;Я уверена в себе!;;;;;;;;;;;;x
idun_swim_9d;Я встретил в городе [From.GetFirstName], девушку с которой я познакомился во время купания. Я поговорил с ней немного, и она кажется очень привлекательной девушкой. Она хочет снова встретиться со мной.;;;;;;;;;;;;x
idun_swim_9o1;Это было бы прекрасно!;;;;;;;;;;;;x
idun_swim_9o2;Я не знаю...;;;;;;;;;;;;x
idun_swim_11d;Я иду навстречу [From.GetFirstName]. Мы ходили и разговаривали, пока не подошли к большому дереву. Под его широкой кроной мы легли на мягкий мох, как на кровать, а подушками для нас были цветы.;;;;;;;;;;;;x
idun_swim_11o1;Я люблю [FromFrom.GetFirstName]!;;;;;;;;;;;;x
idun_swim_11o2;Мы будем просто друзьями!;;;;;;;;;;;;x
idun_swim_12d;Я иду на прогулку с [From.GetFirstName]. Мы ходили и разговаривали, пока не подошли к большому дереву. Под его широкой кроной мы легли на мягкий мох, как на кровать, а подушками для нас были цветы.;;;;;;;;;;;;x
idun_swim_12o1;Я люблю [From.GetFirstName]!;;;;;;;;;;;;x
idun_swim_12o2;[From.GetFirstName] хороший друг!;;;;;;;;;;;;x
idun_swim_13d;Мы возвращаемся после поездки к реке усталыми, но в приподнятом настроении. Сегодня мы хорошо повеселились, и скоро снова поедем купаться.;;;;;;;;;;;;x
idun_swim_13o;Я люблю плавать!;;;;;;;;;;;;x
idun_temple_3d;Ваш друг [From.GetFirstName] не хочет, чтобы вы мешали проповеди в храме.;;;;;;;;;;;;x
idun_temple_3o;Ты такой зануда, [From.GetFirstName]!;;;;;;;;;;;;x
idun_temple_4d;Моему другу [From.GetFirstName] нравиться нарушать порядок во время проповеди в храме.;;;;;;;;;;;;x
idun_temple_4o;И мне тоже!;;;;;;;;;;;;x
idun_temple_2d;Я и мои друзья сидели на передних скамьях нашего местного храма, слушая проповедь. Один из моих друзей начинает издавать странные звуки, мешающие священнику.;;;;;;;;;;;;x
idun_temple_2o1;Ты и правда не должен делать это, [From.GetFirstName]!;;;;;;;;;;;;x
idun_temple_2o2;Хаха! Хоть какое-то развлечение в храме!;;;;;;;;;;;;x
idun_temple_1d;Служба в храме сегодня выдалась очень скучной. Я стараюсь не издавать смешные звуки, мешающие священнику, но это так трудно!;;;;;;;;;;;;x
idun_temple_1o1;Бллллппфт!;;;;;;;;;;;;x
idun_temple_1o2;Я буду дисциплинированным.;;;;;;;;;;;;x
idun_toys_1d;Я очень хочу поиграть с этой замечательной игрушкой, принадлежащей моему другу [From.GetFirstName]. Может быть, [From.GetSheHe] одолжит мне её, если я вежливо попрошу.;;;;;;;;;;;;x
idun_toys_1o;Пожалуйста?;;;;;;;;;;;;x
idun_toys_2d;Мой друг [From.GetFirstName] хочет взять на время одну из моих игрушек, о которой [From.GetSheHe] мечтает вот уже несколько недель.;;;;;;;;;;;;x
idun_toys_2o1;Мне очень жаль, [From.GetFirstName], но я буду играть с ней сам(а).;;;;;;;;;;;;x
idun_toys_2o2;Мне очень жаль, [From.GetFirstName], но я уже отдал(а) её другому моему приятелю.;;;;;;;;;;;;x
idun_toys_2o3;Конечно, [From.GetFirstName], я могу одолжить её тебе на некоторое время.;;;;;;;;;;;;x
idun_toys_3d;[From.GetFirstName] не хочет давать её мне.;;;;;;;;;;;;x
idun_toys_3o;Вот жадина!;;;;;;;;;;;;x
idun_toys_4d;[From.GetFirstName] уже одолжил(а) игрушку другому приятелю!;;;;;;;;;;;;x
idun_toys_4o1;[From.GetFirstName] больше любит своего другого друга!;;;;;;;;;;;;x
idun_toys_4o2;Я найду что-нибудь ещё, с чем можно будет поиграть.;;;;;;;;;;;;x
idun_toys_5d;[From.GetFirstName] охотно одолжил(а) мне [From.GetHerHis] игрушку.;;;;;;;;;;;;x
idun_toys_5o;Спасибо!;;;;;;;;;;;;x
idun_toys_6d;[From.GetFirstName] уже достаточно давно одолжил(а) у меня игрушку... Мне стоит попросить вернуть её обратно.;;;;;;;;;;;;x
idun_toys_6o1;Попросить вернуть мою игрушку.;;;;;;;;;;;;x
idun_toys_6o2;Пусть она останется у моего друга.;;;;;;;;;;;;x
idun_toys_7d;[From.GetFirstName] хочет получить [From.GetHerHis] игрушку назад.;;;;;;;;;;;;x
idun_toys_7o1;Вот, держи!;;;;;;;;;;;;x
idun_toys_7o2;Игрушка? Какая игрушка?;;;;;;;;;;;;x
idun_toys_8d;Мой друг [From.GetFirstName] утверждает, что не помнит, какую именно игрушку он одолжил.;;;;;;;;;;;;x
idun_toys_8o1;Может быть, я одолжил её кому-нибудь другому?;;;;;;;;;;;;x
idun_toys_8o2;Вот гад!;;;;;;;;;;;;x
idun_toys_8o3;Да мне  не особо-то и нравилась эта игрушка.;;;;;;;;;;;;x
idun_toys_9d;Мой друг [From.GetFirstName] вернул мою игрушку. Пожалуй, я поиграю с ним ещё в течение года!;;;;;;;;;;;;x
idun_toys_9o;Я так рад(а)!;;;;;;;;;;;;x
sheogorath_fishfinger_timer;Ловит рыбу на палец;;;;;;;;;;;;;x
title_court_teacher;Придворный учитель;;;;;;;;;;;;;x
title_court_teacher_desc;Придворный учитель отвечает за базовое образование детей, находящихся при вашем дворе.;;;;;;;;;;;;x
idun_test_d;Моего отца зовут [Root.Father.GetFirstName], мою мать зовут [Root.Mother.GetFirstName] и моего опекуна зовут [Root.Guardian.GetFirstName].;;;;;;;;;;;;x
idun_test_o1;Дайте отцу черту "скромный".;;;;;;;;;;;;x
idun_test_o2;Дайте матери черту "скромная".;;;;;;;;;;;;x
idun_test_o3;Дайте опекуну черту "скромный".;;;;;;;;;;;;x
