#CODE;ENGLISH;x
barony_of_north_germanic;Одаль;x
barony_north_germanic;Одаль;x
baron_north_germanic;Хольд;x
baron_female_north_germanic;Хольд;x
tribal_baron_north_germanic;Тэгн;x
tribal_baron_female_north_germanic;Тэгн;x
king_norse;Конунг;x
king_female_norse;Дроттнинг;x
tribal_king_norse;Конунг;x
tribal_king_female_norse;Дроттнинг;x
county_of_norse;Фюльке;x
county_norse;Фюльке;x
count_norse;Хэрсир;x
count_female_norse;Хэрсир;x
barony_of_norse;Одаль;x
barony_norse;Одаль;x
baron_norse;Хольд;x
baron_female_norse;Хольд;x
tribal_baron_norse;Тэгн;x
tribal_baron_female_norse;Тэгн;x
king_swedish;Конунг;x
king_female_swedish;Дроттнинг;x
tribal_king_swedish;Конунг;x
tribal_king_female_swedish;Дроттнинг;x
county_of_swedish;Фюльке;x
county_swedish;Фюльке;x
count_swedish;Хэрсир;x
count_female_swedish;Хэрсир;x
barony_of_swedish;Одаль;x
barony_swedish;Одаль;x
baron_swedish;Хольд;x
baron_female_swedish;Хольд;x
tribal_baron_swedish;Тэгн;x
tribal_baron_female_swedish;Тэгн;x
king_norwegian;Конунг;x
king_female_norwegian;Дроттнинг;x
tribal_king_norwegian;Конунг;x
tribal_king_female_norwegian;Дроттнинг;x
county_of_norwegian;Фюльке;x
county_norwegian;Фюльке;x
count_norwegian;Хэрсир;x
count_female_norwegian;Хэрсир;x
barony_of_norwegian;Одаль;x
barony_norwegian;Одаль;x
baron_norwegian;Хольд;x
baron_female_norwegian;Хольд;x
tribal_baron_norwegian;Тэгн;x
tribal_baron_female_norwegian;Тэгн;x
king_danish;Конунг;x
king_female_danish;Дроттнинг;x
tribal_king_danish;Конунг;x
tribal_king_female_danish;Дроттнинг;x
county_of_danish;Фюльке;x
county_danish;Фюльке;x
count_danish;Хэрсир;x
count_female_danish;Хэрсир;x
barony_of_danish;Одаль;x
barony_danish;Одаль;x
baron_danish;Хольд;x
baron_female_danish;Хольд;x
tribal_baron_danish;Тэгн;x
tribal_baron_female_danish;Тэгн;x
city_baron_german;Бургомистр;x
city_count_german;Бургграф;x
city_duke_german;Штатгальтер;x
city_king_german;Генеральный штатгальтер;x
city_emperor_german;Рейхсштатгальтер;x
job_spymaster_german;Гехаймрат;x
job_spymaster_female_german;Гехаймрат;x
city_job_spymaster_german;Гехаймрат;x
city_job_spymaster_female_german;Гехаймрат;x
city_baron_dutch;Бургомистр;x
city_count_dutch;Бургграф;x
city_duke_dutch;Статхаудер;x
city_king_dutch;Генеральный cтатхаудер;x
baron_greek;Прониар;x
baron_female_greek;Прониар;x
barony_greek;Прония;x
barony_of_greek;Прония;x
count_greek;Турмарх;x
count_female_greek;Турмарх;x
county_greek;Турма;x
county_of_greek;Турма;x
duchy_of_greek;Дукат;x
duchy_greek;Дукат;x
duke_female_greek;Дукисса;x
king_female_greek;Деспотисса;x
kingdom_greek;Деспотат;x
kingdom_of_greek;Деспотат;x
city_baron_greek;Димарх;x
city_count_greek;Архонт;x
city_duchy_of_greek;Полития;x
city_duchy_greek;Полития;x
city_duke_greek;Ипат;x
#city_kingdom_of_greek;Синдикат;x
#city_kingdom_greek;Синдикат;x
city_king_greek;Протомагистр;x
#city_empire_of_greek;Мегалополис;x
#city_empire_greek;Мегалополис;x
barony_of_finno_ugric;Владение;x
barony_finno_ugric;Владение;x
baron_finno_ugric;Глава;x
baron_female_finno_ugric;Глава;x
tribal_baron_finno_ugric;Глава;x
tribal_baron_female_finno_ugric;Глава;x
city_baron_finno_ugric;Старейшина;x
tribal_county_of_finno_ugric;Удел;x
tribal_county_finno_ugric;Удел;x
county_of_finno_ugric;Удел;x
county_finno_ugric;Удел;x
count_finno_ugric;Удельный князь;x
count_female_finno_ugric;Удельная княгиня;x
count_title_ruler_consort_finno_ugric;Удельный князь;x
count_title_ruler_consort_female_finno_ugric;Удельная княгиня;x
duchy_of_finno_ugric;Княжество;x
duchy_finno_ugric;Княжество;x
duke_finno_ugric;Князь;x
duke_female_finno_ugric;Княгиня;x
duke_title_ruler_consort_finno_ugric;Князь;x
duke_title_ruler_consort_female_finno_ugric;Княгиня;x
kingdom_of_finno_ugric;Великое княжество;x
kingdom_finno_ugric;Великое княжество;x
king_finno_ugric;Великий князь;x
king_female_finno_ugric;Великая княгиня;x
emperor_aztec;Уэтлатоани;x
emperor_female_aztec;Уэтлатоани;x
king_aztec;Тлатоани;x
king_female_aztec;Тлатоани;x
duke_aztec;Уэкальпишки;x
duke_female_aztec;Уэкальпишки;x
count_aztec;Кальпишки;x
count_female_aztec;Кальпишки;x
baron_aztec;Тэктли;x
baron_female_aztec;Тэктли;x
city_kingdom_of_latin;Светлейшая республика;x
city_kingdom_latin;Светлейшая республика;x
city_baron_italian;Подеста;x
city_count_italian;Гастальд;x
barony_of_andalusian_arabic;Аль-Каср;x
barony_andalusian_arabic;Аль-Каср;x
county_of_andalusian_arabic;Умма;x
county_andalusian_arabic;Умма;x
duchy_of_andalusian_arabic;Тайфа;x
duchy_andalusian_arabic;Тайфа;x
king_andalusian_arabic;Амир аль-умара;x
king_female_andalusian_arabic;Амира аль-умара;x
barony_of_kurdish;Ганд;x
barony_kurdish;Ганд;x
baron_kurdish;Ага;x
baron_female_kurdish;Ага;x
county_of_kurdish;Тире;x
county_kurdish;Тире;x
count_kurdish;Раис;x
count_female_kurdish;Раиса;x
duchy_of_kurdish;Аширет;x
duchy_kurdish;Аширет;x
duke_kurdish;Бекзаде;x
duke_female_kurdish;Бекзаде;x
king_kurdish;Ага-хан;x
king_female_kurdish;Ага-хан;x
count_female_italian;Гастальда;x
emperor_ethiopian;Нэгус;x
emperor_female_ethiopian;Нэгуса;x
king_ethiopian;Шум;x
king_female_ethiopian;Шума;x
tribal_king_ethiopian;Шум;x
tribal_king_female_ethiopian;Шума;x
baron_west_african;Дугу-тиги;x
baron_female_west_african;Дугу-тиги;x
barony_of_west_african;Дугу;x
barony_west_african;Дугу;x
city_baron_west_african;Кагоро;x
count_west_african;Кафо-тиги;x
count_female_west_african;Кафо-тиги;x
county_of_west_african;Кафу;x
county_west_african;Кафу;x
tribal_county_of_west_african;Кафу;x
tribal_county_west_african;Кафу;x
city_count_west_african;Фарин;x
city_count_female_west_african;Фарина;x
duke_west_african;Дьямани-тиги;x
duke_female_west_african;Дьямани-тиги;x
duchy_of_west_african;Дьямани;x
duchy_west_african;Дьямани;x
tribal_duchy_of_west_african;Дьямани;x
tribal_duchy_west_african;Дьямани;x
city_duke_west_african;Фарбас;x
city_duke_female_west_african;Фарба;x
tribal_king_west_african;Тунка;x
tribal_king_female_west_african;Тунка;x
king_west_african;Король;x
king_female_west_african;Королева;x
kingdom_of_west_african;Королевство;x
kingdom_west_african;Королевство;x
city_king_west_african;Фарбас;x
emperor_west_african;Манса;x
emperor_female_west_african;Манса;x
tribal_emperor_west_african;Манса;x
tribal_emperor_female_west_african;Манса;x
duke_ethiopian;Рас;x
duke_female_ethiopian;Раса;x
count_ethiopian;Дэджазмач;x
count_female_ethiopian;Дэджазмача;x
city_duke_ethiopian;Мэляке бахыр;x
city_baron_ethiopian;Балаббат;x
title_regent_ethiopian;Ындэрасе;x
baron_iberian;Идальго;x
baron_female_iberian;Идальга;x
duke_iberian;Гранд;x
duke_female_iberian;Гранд;x
city_count_iberian;Коррехидор;x
city_baron_iberian;Алькальд;x
city_duke_iberian;Гранд-Алькальд;x
title_prince_iberian;Инфант;x
title_prince_female_iberian;Инфанта;x
city_baron_iranian;Караван-Баши;x
city_count_iranian;Сардар;x
city_duke_iranian;Шахраб;x
city_baron_polish;Бурмистр;x
city_count_polish;Генеральный Староста;x
city_duke_polish;Воевода;x
city_king_polish;Король;x
city_barony_of_polish;Гмина;x
city_barony_polish;Гмина;x
city_duchy_of_polish;Воеводство;x
city_duchy_polish;Воеводство;x
barony_of_polish;Панство;x
barony_polish;Панство;x
baron_polish;Пан;x
baron_female_polish;Панна;x
tribal_baron_polish;Пан;x
tribal_baron_female_polish;Панна;x
county_of_polish;Дзельница;x
county_polish;Дзельница;x
count_polish;Удельный князь;x
count_female_polish;Удельная княгиня;x
duchy_of_polish;Княжество;x
duchy_polish;Княжество;x
duke_polish;Князь;x
duke_female_polish;Княгиня;x
king_title_prince_polish;Королевич;x
king_title_prince_female_polish;Королевна;x
job_marshal_polish;Гетман;x
job_treasurer_polish;Каштелян;x
job_chancellor_polish;Подскарбий;x
city_job_marshal_polish;Гетман;x
city_job_treasurer_polish;Каштелян;x
city_job_chancellor_polish;Подскарбий;x
tribal_job_marshal_polish;Гетман;x
tribal_job_treasurer_polish;Каштелян;x
tribal_job_chancellor_polish;Подскарбий;x
barony_of_lithuanian;Имение;x
county_of_lithuanian;Дольница;x
county_lithuanian;Дольница;x
count_lithuanian;Удельный князь;x
count_female_lithuanian;Удельная княгиня;x
duchy_of_lithuanian;Княжество;x
duchy_lithuanian;Княжество;x
duke_lithuanian;Князь;x
duke_female_lithuanian;Княгиня;x
kingdom_of_lithuanian;Великое княжество;x
kingdom_lithuanian;Великое княжество;x
city_baron_magyar;Полгарместер;x
county_of_magyar;Комитат;x
county_magyar;Комитат;x
count_magyar;Ишпан;x
count_female_magyar;Ишпанна;x
duchy_of_magyar;Княжество;x
duchy_magyar;Княжество;x
duke_magyar;Князь;x
duke_female_magyar;Княгиня;x
duchy_of_altaic;Эль;x
duchy_altaic;Эль;x
duke_altaic;Эльтебер;x
duke_female_altaic;Эльтеберем;x
county_of_altaic;Даруга;x
county_altaic;Даруга;x
count_altaic;Тархан;x
count_female_altaic;Тарханум;x
nomadic_county_of_altaic;Даруга;x
nomadic_county_altaic;Даруга;x
nomadic_count_altaic;Тархан;x
nomadic_count_female_altaic;Тарханум;x
baron_altaic;Тутук;x
baron_female_altaic;Тутукче;x
tribal_baron_altaic;Тутук;x
tribal_baron_female_altaic;Тутукче;x
nomadic_baron_altaic;Тутук;x
nomadic_baron_female_altaic;Тутукче;x
city_baron_altaic;Аксакал;x
barony_of_altaic;Юрт;x
barony_altaic;Юрт;x
tribal_barony_of_altaic;Юрт;x
tribal_barony_altaic;Юрт;x
city_count_altaic;Бай;x
city_count_female_altaic;Бийче;x
family_palace_baron_altaic;Купец;x
nomadic_baron_mongol;Тайши;x
baron_female_mongol;Тайши;x
tribal_baron_female_mongol;Тайши;x
nomadic_baron_female_mongol;Тайши;x
nomadic_count_mongol;Даркан;x
tribal_count_mongol;Даркан;x
count_female_mongol;Дарканем;x
tribal_count_female_mongol;Дарканем;x
nomadic_count_female_mongol;Дарканем;x
#duke_mongol;Князь;x
#duke_female_mongol;Княгиня;x
#duchy_of_mongol;Княжество;x
#duchy_mongol;Княжество;x
#king_mongol;Великий князь;x
#king_female_mongol;Великая княгиня;x
#kingdom_of_mongol;Великое княжество;x
#kingdom_mongol;Великое княжество;x
nomadic_duchy_of_altaic;Эль;x
nomadic_duchy_altaic;Эль;x
nomadic_duke_altaic;Эльтебер;x
nomadic_duke_female_altaic;Эльтеберем;x
#nomadic_empire_of_mongol;Орда;x
#nomadic_empire_mongol;Орда;x
barony_of_armenian;Берд;x
barony_armenian;Берд;x
baron_armenian;Бердапет;x
baron_female_armenian;Бердапет;x
city_baron_armenian;Кахакапет;x
city_baron_female_armenian;Кахакапет;x
county_armenian;Гавар;x
county_of_armenian;Гавар;x
count_armenian;Ишхан;x
count_female_armenian;Ишхануи;x
duchy_armenian;Наханг;x
duchy_of_armenian;Наханг;x
duke_armenian;Нахарар;x
duke_female_armenian;Нахараракин;x
king_armenian;Тагавор;x
king_female_armenian;Тагуи;x
empire_armenian;Мец аркаюцун;x
empire_of_armenian;Мец аркаюцун;x
emperor_armenian;Аркаиц арка;x
emperor_female_armenian;Аркаякин;x
emperor_title_prince_east_slavic;Аркаязн;x
emperor_title_prince_female_east_slavic;Аркаядустр;x
tribal_barony_of_armenian;Берд;x
tribal_barony_armenian;Берд;x
tribal_baron_armenian;Бердапет;x
tribal_baron_female_armenian;Бердапет;x
tribal_county_armenian;Гавар;x
tribal_county_of_armenian;Гавар;x
tribal_count_armenian;Ишхан;x
tribal_count_female_armenian;Ишхануи;x
tribal_duchy_armenian;Наханг;x
tribal_duchy_of_armenian;Наханг;x
tribal_duke_armenian;Нахарар;x
tribal_duke_female_armenian;Нахараракин;x
tribal_king_armenian;Тагавор;x
tribal_king_female_armenian;Тагуи;x
tribal_empire_armenian;Мец аркаюцун;x
tribal_empire_of_armenian;Мец аркаюцун;x
tribal_emperor_armenian;Аркаиц арка;x
tribal_emperor_female_armenian;Аркаякин;x
tribal_emperor_title_prince_east_slavic;Аркаязн;x
tribal_emperor_title_prince_female_east_slavic;Аркаядустр;x
job_marshal_armenian;Спарапет;x
city_job_marshal_armenian;Спарапет;x
tribal_job_marshal_armenian;Спарапет;x
nomadic_job_marshal_armenian;Спарапет;x
job_steward_armenian;Азарапет;x
city_job_steward_armenian;Азарапет;x
tribal_job_steward_armenian;Азарапет;x
nomadic_job_steward_armenian;Азарапет;x
job_spymaster_armenian;Вишапазорапет;x
city_job_spymaster_armenian;Вишапазорапет;x
tribal_job_spymaster_armenian;Вишапазорапет;x
nomadic_job_spymaster_armenian;Вишапазорапет;x
job_marshal_female_armenian;Спарапет;x
city_job_marshal_female_armenian;Спарапет;x
tribal_job_marshal_female_armenian;Спарапет;x
nomadic_job_marshal_female_armenian;Спарапет;x
job_steward_female_armenian;Азарапет;x
city_job_steward_female_armenian;Азарапет;x
tribal_job_steward_female_armenian;Азарапет;x
nomadic_job_steward_female_armenian;Азарапет;x
job_spymaster_female_armenian;Вишапазорапет;x
city_job_spymaster_female_armenian;Вишапазорапет;x
tribal_job_spymaster_female_armenian;Вишапазорапет;x
nomadic_job_spymaster_female_armenian;Вишапазорапет;x
job_marshal_alan;Багатар;x
city_job_marshal_alan;Багатар;x
tribal_job_marshal_alan;Багатар;x
nomadic_job_marshal_alan;Багатар;x
barony_of_georgian;Имение;x
barony_georgian;Имение;x
baron_georgian;Азнаури;x
baron_female_georgian;Азнаури;x
county_of_georgian;Саэриставо;x
county_georgian;Саэриставо;x
count_georgian;Эристави;x
count_female_georgian;Эристави;x
duchy_of_georgian;Княжество;x
duchy_georgian;Княжество;x
duke_georgian;Мтавари;x
duke_female_georgian;Мтавари;x
kingdom_of_georgian;Царство;x
kingdom_georgian;Царство;x
king_georgian;Царь;x
king_female_georgian;Царица;x
kingdom_of_bulgarian;Царство;x
kingdom_bulgarian;Царство;x
king_bulgarian;Царь;x
king_female_bulgarian;Царица;x
job_treasurer_celtic;Филид;x
job_chancellor_celtic;Брегон;x
#job_spiritual_celtic;Друид;x
city_job_treasurer_celtic;Филид;x
city_job_chancellor_celtic;Брегон;x
#city_job_spiritual_celtic;Друид;x
tribal_job_treasurer_celtic;Филид;x
tribal_job_chancellor_celtic;Брегон;x
#tribal_job_spiritual_celtic;Друид;x
barony_of_south_slavic;Панство;x
barony_south_slavic;Панство;x
baron_south_slavic;Пан;x
baron_female_south_slavic;Панна;x
tribal_baron_south_slavic;Пан;x
tribal_baron_female_south_slavic;Панна;x
county_of_south_slavic;Жупания;x
county_south_slavic;Жупания;x
count_south_slavic;Жупан;x
count_female_south_slavic;Жупанна;x
duchy_of_south_slavic;Банат;x
duchy_south_slavic;Банат;x
duke_south_slavic;Бан;x
duke_female_south_slavic;Банна;x
count_romanian;Боярин;x
count_female_romanian;Боярыня;x
duchy_of_romanian;Воеводство;x
duchy_romanian;Воеводство;x
duke_romanian;Воевода;x
duke_female_romanian;Воевода;x
king_romanian;Господарь;x
king_female_romanian;Господарыня;x
tribal_baron_english;Тэн;x
tribal_baron_female_english;Тэн;x
tribal_baron_saxon;Тэйн;x
tribal_baron_female_saxon;Тэйн;x
tribal_baron_scottish;Тан;x
tribal_baron_female_scottish;Тан;x
baron_english;Тэн;x
baron_female_english;Тэн;x
baron_saxon;Тэйн;x
baron_female_saxon;Тэйн;x
baron_scottish;Тан;x
baron_female_scottish;Тан;x
baron_female_norse;Тэгн;x
tribal_baron_german;Дэган;x
tribal_baron_female_german;Дэган;x
city_baron_norse;Тингман;x
city_baron_female_norse;Тингман;x
duke_female_norse;Ярл;x
tribal_duke_female_norse;Ярл;x
empire_alan;Паддзахад;x
tribal_empire_alan;Паддзахад;x
nomadic_empire_alan;Паддзахад;x
empire_of_alan;Паддзахад;x
tribal_empire_of_alan;Паддзахад;x
nomadic_empire_of_alan;Паддзахад;x
emperor_alan;Паддзах;x
emperor_female_alan;Ус-паддзах;x
tribal_emperor_alan;Паддзах;x
tribal_emperor_female_alan;Ус-паддзах;x
nomadic_emperor_alan;Паддзах;x
nomadic_emperor_female_alan;Ус-паддзах;x
kingdom_alan;Багатарызахх;x
tribal_kingdom_alan;Багатарызахх;x
nomadic_kingdom_alan;Багатарызахх;x
kingdom_of_alan;Багатарызахх;x
tribal_kingdom_of_alan;Багатарызахх;x
nomadic_kingdom_of_alan;Багатарызахх;x
king_alan;Багатар;x
king_female_alan;Ус-багатар;x
tribal_king_alan;Багатар;x
tribal_king_female_alan;Ус-багатар;x
nomadic_king_alan;Багатар;x
nomadic_king_female_alan;Ус-багатар;x
duchy_alan;Алдарызахх;x
tribal_duchy_alan;Алдарызахх;x
nomadic_duchy_alan;Алдарызахх;x
duchy_of_alan;Алдарызахх;x
tribal_duchy_of_alan;Алдарызахх;x
nomadic_duchy_of_alan;Алдарызахх;x
duke_alan;Алдар;x
duke_female_alan;Ахсийна;x
tribal_duke_alan;Алдар;x
tribal_duke_female_alan;Ахсийна;x
nomadic_duke_alan;Алдар;x
nomadic_duke_female_alan;Ахсийна;x
county_alan;Уазданызахх;x
tribal_county_alan;Уазданызахх;x
county_of_alan;Уазданызахх;x
tribal_county_of_alan;Уазданызахх;x
count_alan;Уаздан;x
count_female_alan;Ус-уаздан;x
tribal_count_alan;Уаздан;x
tribal_count_female_alan;Ус-уаздан;x
city_count_alan;Сардар;x
city_count_female_alan;Ус-сардар;x
king_han;Ван;x
king_female_han;Ванхоу;x
duke_han;Гун;x
duke_female_han;Фужэнь;x
count_han;Бо;x
count_female_han;Фужэнь;x
baron_han;Нань;x
baron_female_han;Жужэнь;x
tribal_king_han;Ван;x
tribal_king_female_han;Ванхоу;x
tribal_duke_han;Гун;x
tribal_duke_female_han;Фужэнь;x
tribal_count_han;Бо;x
tribal_count_female_han;Фужэнь;x
tribal_baron_han;Нань;x
tribal_baron_female_han;Жужэнь;x
count_norse_pagan;Хёвдинг;x
count_norse_pagan_reformed;Хёвдинг;x
count_female_norse_pagan;Хёвдинг;x
count_female_norse_pagan_reformed;Хёвдинг;x
#duke_female_norse_pagan;Ярл;x
#duke_female_norse_pagan_reformed;Ярл;x
city_baron_muslim;Караван-Баши;x
#city_count_muslim;Эфенди;x
#city_duke_muslim;Рейс Эфенди;x
#city_king_muslim;Рейс Джомхор;x
city_duchy_of_muslim;Джумхурия;x
city_duchy_muslim;Джумхурия;x
city_empire_of_muslim;Великая джумхурия;x
city_empire_muslim;Великая джумхурия;x
kingdom_of_catholic;Королевство;x
kingdom_catholic;Королевство;x
king_catholic;Король;x
king_female_catholic;Королева;x
#county_of_pagan_group;Вождество;x
#county_pagan_group;Вождество;x
temple_duke_female_christian;Княгиня-архиепископ;x
temple_count_female_christian;Княгиня-епископ;x
temple_barony_of_orthodox;Епархия;x
temple_barony_orthodox;Епархия;x
temple_baron_orthodox;Архиерей;x
##
tribal_job_spiritual_hellenic_pagan;Авгур;x
tribal_job_spiritual_female_hellenic_pagan;Прорицательница;x
tribal_job_chancellor_arabic;Великий визирь;x
tribal_job_chancellor_iranian;Великий визирь;x
tribal_job_chancellor_turkish;Великий визирь;x
tribal_job_chancellor_west_african;Великий визирь;x
tribal_job_chancellor_greek;Магистр;x
tribal_job_spymaster_greek;Мистик;x
tribal_job_treasurer_greek;Сакелларий;x
tribal_job_chancellor_aztec;Сиуакоатль;x
tribal_job_treasurer_aztec;Петлакалькатль;x
tribal_job_spiritual_aztec;Мешикатль теоуацин;x #Саагун;x
tribal_job_spymaster_aztec;Тилланкалки;x
tribal_job_marshal_aztec;Тлакатеккатль;x
tribal_job_chancellor_zoroastrian_group;Астабадх;x
tribal_job_treasurer_zoroastrian_group;Дарик-Пат;x
tribal_job_marshal_zoroastrian_group;Эранский спахбед;x
tribal_job_spiritual_zoroastrian_group;Мобед;x
tribal_job_spiritual_zoroastrian;Мобед;x
tribal_job_spiritual_muslim;Имам;x
tribal_job_spiritual_shiite;Мулла;x
tribal_job_spiritual_pagan_group;Главный прорицатель;x
tribal_job_spiritual_pagan;Прорицатель;x
tribal_job_spiritual_baltic_pagan;Прорицатель;x
tribal_job_spiritual_baltic_pagan_reformed;Прорицатель;x
tribal_job_spiritual_finnish_pagan;Прорицатель;x
tribal_job_spiritual_finnish_pagan_reformed;Прорицатель;x
tribal_job_spiritual_norse_pagan_reformed;Провидец;x
tribal_job_spiritual_norse_pagan;Провидец;x
tribal_job_spiritual_female_norse_pagan_reformed;Провидица;x
tribal_job_spiritual_female_norse_pagan;Провидица;x
tribal_job_spiritual_tengri_pagan;Прорицатель;x
tribal_job_spiritual_tengri_pagan_reformed;Прорицатель;x
tribal_job_marshal_greek;Протостратор;x
#JD-job-titles
job_spiritual_female_taoist;Возлиятельница;x #Libationer
job_spiritual_female_han;Возлиятельница;x #Libationer
job_spiritual_female_jurchen;Возлиятельница;x #Libationer
city_job_spiritual_female_taoist;Возлиятельница;x #Libationer
city_job_spiritual_female_han;Возлиятельница;x #Libationer
city_job_spiritual_female_jurchen;Возлиятельница;x #Libationer
nomadic_job_spiritual_female_taoist;Возлиятельница;x #Libationer
nomadic_job_spiritual_female_han;Возлиятельница;x #Libationer
nomadic_job_spiritual_female_jurchen;Возлиятельница;x #Libationer
tribal_job_spiritual_female_taoist;Возлиятельница;x #Libationer
tribal_job_spiritual_female_han;Возлиятельница;x #Libationer
tribal_job_spiritual_female_jurchen;Возлиятельница;x #Libationer
city_job_chancellor_taoist;Главный министр;x
city_job_marshal_taoist;Синцзюнь Сыма;x
city_job_treasurer_taoist;Казначей;x
city_job_spymaster_taoist;Тайный советник;x
city_job_spiritual_taoist;Возлиятель;x #Libationer
city_job_chancellor_han;Главный министр;x
city_job_marshal_han;Синцзюнь Сыма;x
city_job_treasurer_han;Казначей;x
city_job_spymaster_han;Тайный советник;x
city_job_spiritual_han;Возлиятель;x #Libationer
city_job_chancellor_jurchen;Главный министр;x
city_job_marshal_jurchen;Маршал;x
city_job_treasurer_jurchen;Казначей;x
city_job_spymaster_jurchen;Тайный советник;x
city_job_spiritual_jurchen;Возлиятель;x #Libationer
city_job_chancellor_bodpa;Лончен;x
city_job_spiritual_bodpa;Банченпо;x
city_job_treasurer_bodpa;Гньер;x
city_job_chancellor_tangut;Лончен;x
city_job_spiritual_tangut;Банченпо;x
city_job_treasurer_tangut;Гньер;x
city_job_spiritual_khurmazta;Мойпат;x
city_job_spiritual_manichean;Дидаскалос;x
city_job_chancellor_female_bodpa;Лончен;x
city_job_treasurer_female_bodpa;Гньер;x
city_job_chancellor_female_tangut;Лончен;x
city_job_treasurer_female_tangut;Гньер;x
city_job_spiritual_female_tangut;Банченмо;x
city_job_spiritual_female_bodpa;Банченмо;x
city_job_spiritual_female_indian_group;Упадхьяяни;x
nomadic_job_chancellor_taoist;Главный министр;x
nomadic_job_marshal_taoist;Синцзюнь Сыма;x
nomadic_job_treasurer_taoist;Казначей;x
nomadic_job_spymaster_taoist;Тайный советник;x
nomadic_job_spiritual_taoist;Возлиятель;x #Libationer
nomadic_job_chancellor_han;Главный министр;x
nomadic_job_marshal_han;Синцзюнь Сыма;x
nomadic_job_treasurer_han;Казначей;x
nomadic_job_spymaster_han;Тайный советник;x
nomadic_job_spiritual_han;Возлиятель;x #Libationer
nomadic_job_chancellor_jurchen;Главный министр;x
nomadic_job_marshal_jurchen;Маршал;x
nomadic_job_treasurer_jurchen;Казначей;x
nomadic_job_spymaster_jurchen;Тайный советник;x
nomadic_job_spiritual_jurchen;Возлиятель;x #Libationer
nomadic_job_chancellor_bodpa;Лончен;x
nomadic_job_spiritual_bodpa;Банченпо;x
nomadic_job_treasurer_bodpa;Гньер;x
nomadic_job_chancellor_tangut;Лончен;x
nomadic_job_spiritual_tangut;Банченпо;x
nomadic_job_treasurer_tangut;Гньер;x
nomadic_job_spiritual_khurmazta;Мойпат;x
nomadic_job_spiritual_manichean;Дидаскалос;x
nomadic_job_chancellor_female_bodpa;Лончен;x
nomadic_job_treasurer_female_bodpa;Гньер;x
nomadic_job_chancellor_female_tangut;Лончен;x
nomadic_job_treasurer_female_tangut;Гньер;x
nomadic_job_spiritual_female_tangut;Банченмо;x
nomadic_job_spiritual_female_bodpa;Банченмо;x
nomadic_job_spiritual_female_indian_group;Упадхьяяни;x
tribal_job_chancellor_taoist;Главный министр;x
tribal_job_marshal_taoist;Синцзюнь Сыма;x
tribal_job_treasurer_taoist;Казначей;x
tribal_job_spymaster_taoist;Тайный советник;x
tribal_job_spiritual_taoist;Возлиятель;x #Libationer
tribal_job_chancellor_han;Главный министр;x
tribal_job_marshal_han;Синцзюнь Сыма;x
tribal_job_treasurer_han;Казначей;x
tribal_job_spymaster_han;Тайный советник;x
tribal_job_spiritual_han;Возлиятель;x #Libationer
tribal_job_chancellor_jurchen;Главный министр;x
tribal_job_marshal_jurchen;Маршал;x
tribal_job_treasurer_jurchen;Казначей;x
tribal_job_spymaster_jurchen;Тайный советник;x
tribal_job_spiritual_jurchen;Возлиятель;x #Libationer
tribal_job_chancellor_bodpa;Лончен;x
tribal_job_spiritual_bodpa;Банченпо;x
tribal_job_treasurer_bodpa;Гньер;x
tribal_job_chancellor_tangut;Лончен;x
tribal_job_spiritual_tangut;Банченпо;x
tribal_job_treasurer_tangut;Гньер;x
tribal_job_spiritual_khurmazta;Мойпат;x
tribal_job_spiritual_manichean;Дидаскалос;x
tribal_job_chancellor_female_bodpa;Лончен;x
tribal_job_treasurer_female_bodpa;Гньер;x
tribal_job_chancellor_female_tangut;Лончен;x
tribal_job_treasurer_female_tangut;Гньер;x
tribal_job_spiritual_female_tangut;Банченмо;x
tribal_job_spiritual_female_bodpa;Банченмо;x
tribal_job_spiritual_female_indian_group;Упадхьяяни;x
#manichean
temple_baron_manichean;Махистан;x
temple_baron_female_manichean;Махистан;x
temple_barony_manichean;Вахрам;x
temple_count_manichean;Афтадан;x
temple_count_female_manichean;Афтадан;x
temple_county_manichean;Великий вахрам;x
temple_duke_manichean;Аспасаг;x
temple_duke_female_manichean;Аспасаг;x
temple_duchy_manichean;Теократия;x
temple_king_manichean;Мозаг;x
temple_king_female_manichean;Мозаг;x
temple_kingdom_manichean;Великая теократия;x
temple_emperor_manichean;Бурхан;x
temple_emperor_female_manichean;Бурхан;x
temple_empire_manichean;Царство Света;x
temple_empire_of_manichean;Царство Света;x
temple_kingdom_of_manichean;Великая теократия;x
temple_duchy_of_manichean;Теократия;x
temple_county_of_manichean;Великий вахрам;x
temple_barony_of_manichean;Вахрам;x
